"x-entity";"Anarchism";"Antisemitism";"Capitalism";"Christianity";"Communism";"Conservatism";"Democracy";"Fascism";"Feminism";"Islamophobia";"Left-wing politics";"Liberalism";"Marxism";"Nationalism";"Neo-Nazism";"Protestantism";"Right-wing politics";"Secularism";"Socialism";"White supremacy"
"Raúl Grijalva (D)";"Raúl Grijalva>Libertarian Party (United States)>Anarchism";"Raúl Grijalva>Arizona>Steven Spielberg>Antisemitism";"Raúl Grijalva>Arizona>Valentine's Day>Capitalism";"Raúl Grijalva>Arizona>Europe>Christianity";"Raúl Grijalva>Arizona>Europe>Communism";"Raúl Grijalva>Republican Party (United States)>Conservatism";"Raúl Grijalva>Arizona>Commonwealth>Democracy";"Raúl Grijalva>Republican Party (United States)>Fascism";"Raúl Grijalva>Democratic Party (United States)>Left-wing politics>Feminism";"Raúl Grijalva>Arizona>Muslim>Islamophobia";"Raúl Grijalva>Arizona>Ronald Reagan>Left-wing politics";"Raúl Grijalva>Arizona>Supreme Court of the United States>Liberalism";"Raúl Grijalva>Arizona>Mexican Revolution>Marxism";"Raúl Grijalva>Arizona>Abraham Lincoln>Nationalism";"Raúl Grijalva>Arizona>American Civil Liberties Union>Neo-Nazism";"Raúl Grijalva>Arizona>California>Protestantism";"Raúl Grijalva>Republican Party (United States)>Right-wing politics";"Raúl Grijalva>Arizona>Europe>Secularism";"Raúl Grijalva>Tucson, Arizona>Augustine of Hippo>Socialism";"Raúl Grijalva>Arizona>Abraham Lincoln>White supremacy"
"Gabrielle Giffords (D)";"Gabrielle Giffords>Arizona>Barry Goldwater>Anarchism";"Gabrielle Giffords>Arizona>Steven Spielberg>Antisemitism";"Gabrielle Giffords>Arizona>Valentine's Day>Capitalism";"Gabrielle Giffords>Arizona>Europe>Christianity";"Gabrielle Giffords>Arizona>Europe>Communism";"Gabrielle Giffords>Arizona>Republican Party (United States)>Conservatism";"Gabrielle Giffords>Lithuania>Democracy";"Gabrielle Giffords>Antisemitism>Fascism";"Gabrielle Giffords>Antisemitism>Feminism";"Gabrielle Giffords>Antisemitism>Islamophobia";"Gabrielle Giffords>Antisemitism>Left-wing politics";"Gabrielle Giffords>Antisemitism>Liberalism";"Gabrielle Giffords>Arizona>Mexican Revolution>Marxism";"Gabrielle Giffords>Antisemitism>Nationalism";"Gabrielle Giffords>Antisemitism>Neo-Nazism";"Gabrielle Giffords>Arizona>California>Protestantism";"Gabrielle Giffords>Antisemitism>Right-wing politics";"Gabrielle Giffords>Arizona>Europe>Secularism";"Gabrielle Giffords>Minimum wage>Socialism";"Gabrielle Giffords>Antisemitism>White supremacy"
"Ron Barber (D)";"Ron Barber>Arizona>Barry Goldwater>Anarchism";"Ron Barber>Arizona>Steven Spielberg>Antisemitism";"Ron Barber>Arizona>Valentine's Day>Capitalism";"Ron Barber>Arizona>Europe>Christianity";"Ron Barber>Arizona>Europe>Communism";"Ron Barber>Trent Franks>Conservatism";"Ron Barber>Arizona>Commonwealth>Democracy";"Ron Barber>Arizona>Republican Party (United States)>Fascism";"Ron Barber>Trent Franks>Slavery>Feminism";"Ron Barber>Arizona>Muslim>Islamophobia";"Ron Barber>World War II>Left-wing politics";"Ron Barber>Arizona>Supreme Court of the United States>Liberalism";"Ron Barber>Arizona>Mexican Revolution>Marxism";"Ron Barber>World War II>Nationalism";"Ron Barber>Arizona>American Civil Liberties Union>Neo-Nazism";"Ron Barber>England>Protestantism";"Ron Barber>World War II>Right-wing politics";"Ron Barber>United Kingdom>Secularism";"Ron Barber>Gabrielle Giffords>Minimum wage>Socialism";"Ron Barber>Arizona>Abraham Lincoln>White supremacy"
"Timothy Griffin (R)";"Tim Griffin>United States Attorney>Politics>Anarchism";"Tim Griffin>The New York Times>Antisemitism";"Tim Griffin>Asa Hutchinson>Ronald Reagan>Capitalism";"Tim Griffin>Arkansas>Autumn>Christianity";"Tim Griffin>Arkansas>NATO>Communism";"Tim Griffin>Republican Party (United States)>Conservatism";"Tim Griffin>Arkansas>Abraham Lincoln>Democracy";"Tim Griffin>Republican Party (United States)>Fascism";"Tim Griffin>Arkansas>Slavery>Feminism";"Tim Griffin>Arkansas>Slavery>Islamophobia";"Tim Griffin>Asa Hutchinson>Ronald Reagan>Left-wing politics";"Tim Griffin>Arkansas>Supreme Court of the United States>Liberalism";"Tim Griffin>Vic Snyder>Sudan>Marxism";"Tim Griffin>Arkansas>World War II>Nationalism";"Tim Griffin>Arkansas>Ku Klux Klan>Neo-Nazism";"Tim Griffin>Arkansas>Protestantism";"Tim Griffin>Republican Party (United States)>Right-wing politics";"Tim Griffin>Arkansas>Spain>Secularism";"Tim Griffin>George W. Bush>LGBT social movements>Socialism";"Tim Griffin>Louisiana>White supremacy"
"Steve Womack (R)";"Steve Womack>Russellville, Arkansas>Libertarian Party (United States)>Anarchism";"Steve Womack>Arkansas>Slavery>Antisemitism";"Steve Womack>Arkansas>NATO>Capitalism";"Steve Womack>Arkansas>Autumn>Christianity";"Steve Womack>Arkansas>NATO>Communism";"Steve Womack>Republican Party (United States)>Conservatism";"Steve Womack>Arkansas>Abraham Lincoln>Democracy";"Steve Womack>Republican Party (United States)>Fascism";"Steve Womack>Arkansas>Slavery>Feminism";"Steve Womack>Arkansas>Slavery>Islamophobia";"Steve Womack>Arkansas>World War II>Left-wing politics";"Steve Womack>Arkansas>Supreme Court of the United States>Liberalism";"Steve Womack>Rogers, Arkansas>City>Marxism";"Steve Womack>Arkansas>World War II>Nationalism";"Steve Womack>Arkansas>Ku Klux Klan>Neo-Nazism";"Steve Womack>Arkansas>Protestantism";"Steve Womack>Republican Party (United States)>Right-wing politics";"Steve Womack>Arkansas>Spain>Secularism";"Steve Womack>John Boozman>Human rights>Socialism";"Steve Womack>Arkansas>Asa Hutchinson>White supremacy"
"Mike Ross (D)";"Michael Ross>Michael Ross (artist)>Buffalo, New York>Anarchism";"Michael Ross>Michael T. Ross>Frank Zappa>Antisemitism";"Michael Ross>Michael Ross (Home and Away)>Sydney>Capitalism";"Michael Ross>Michael Ross (Washington politician)>African Americans>Christianity";"Michael Ross>Michael Ross (Washington politician)>Martin Luther King Jr.>Communism";"Michael Ross>Mike Ross (politician)>Republican Party (United States)>Conservatism";"Michael Ross>Michael Bruce Ross>Dominican Republic>Democracy";"Michael Ross>Mike Ross (politician)>Republican Party (United States)>Fascism";"Michael Ross>Mike Ross (Suits)>The Silence of the Lambs (film)>Feminism";"Michael Ross>Michael Ross (Mossad officer)>Al-Qaeda>Islamophobia";"Michael Ross>Mike Ross (politician)>Blue Dog Coalition>Left-wing politics";"Michael Ross>Michael Bruce Ross>Dominican Republic>Liberalism";"Michael Ross>Mike Ross (Suits)>Citizen Kane>Marxism";"Michael Ross>Michael Ross (Mossad officer)>Al-Qaeda>Nationalism";"Michael Ross>Michael Ross (Mossad officer)>Hamas>Neo-Nazism";"Michael Ross>Mike Ross (politician)>Arkansas>Protestantism";"Michael Ross>Mike Ross (politician)>Republican Party (United States)>Right-wing politics";"Michael Ross>Mike Ross (rugby union)>Republic of Ireland>Secularism";"Michael Ross>Michael Ross (Mossad officer)>Al-Qaeda>Socialism";"Michael Ross>Mike Ross (politician)>Asa Hutchinson>White supremacy"
"Wally Herger (R)";"Wally Herger>California State University, Sacramento>Woody Harrelson>Anarchism";"Wally Herger>American River College>Olympic Games>Antisemitism";"Wally Herger>California State University, Sacramento>Korean War>Capitalism";"Wally Herger>Colombia>Christianity";"Wally Herger>Germany>Communism";"Wally Herger>Republican Party (United States)>Conservatism";"Wally Herger>California State University, Sacramento>Singapore>Democracy";"Wally Herger>Republican Party (United States)>Fascism";"Wally Herger>Yuba City, California>Marriage>Feminism";"Wally Herger>California>Gerrymandering>Islamophobia";"Wally Herger>California>World War II>Left-wing politics";"Wally Herger>California>British people>Liberalism";"Wally Herger>California State University, Sacramento>Stokely Carmichael>Marxism";"Wally Herger>Germany>Nationalism";"Wally Herger>United States of America>Henry Ford>Neo-Nazism";"Wally Herger>Colombia>Protestantism";"Wally Herger>Republican Party (United States)>Right-wing politics";"Wally Herger>Germany>Secularism";"Wally Herger>California>Latin America>Socialism";"Wally Herger>California State University, Sacramento>Korean War>White supremacy"
"Dan Lungren (R)";"Dan Lungren>The New York Times>Buffalo, New York>Anarchism";"Dan Lungren>The New York Times>Antisemitism";"Dan Lungren>Ronald Reagan>Capitalism";"Dan Lungren>The New York Times>African Americans>Christianity";"Dan Lungren>Capital punishment>Communism";"Dan Lungren>Dana Rohrabacher>Conservatism";"Dan Lungren>The New York Times>Political science>Democracy";"Dan Lungren>Ronald Reagan>Fascism";"Dan Lungren>The New York Times>Antisemitism>Feminism";"Dan Lungren>The New York Times>Antisemitism>Islamophobia";"Dan Lungren>Ronald Reagan>Left-wing politics";"Dan Lungren>The New York Times>Supreme Court of the United States>Liberalism";"Dan Lungren>The New York Times>Konrad Adenauer>Marxism";"Dan Lungren>The New York Times>World War II>Nationalism";"Dan Lungren>The New York Times>Bashar al-Assad>Neo-Nazism";"Dan Lungren>California>Protestantism";"Dan Lungren>Ronald Reagan>Right-wing politics";"Dan Lungren>The New York Times>Zionism>Secularism";"Dan Lungren>The New York Times>Laos>Socialism";"Dan Lungren>Ronald Reagan>White supremacy"
"Tom McClintock (R)";"Tom McClintock>California>Hippie>Anarchism";"Tom McClintock>California>Judaism>Antisemitism";"Tom McClintock>California>Korean War>Capitalism";"Tom McClintock>Barbara McClintock>Central America>Christianity";"Tom McClintock>California>Eastern Europe>Communism";"Tom McClintock>Republican Party (United States)>Conservatism";"Tom McClintock>California>India>Democracy";"Tom McClintock>Republican Party (United States)>Fascism";"Tom McClintock>Barbara McClintock>Hartford, Connecticut>Feminism";"Tom McClintock>California>Gerrymandering>Islamophobia";"Tom McClintock>Peter Camejo>Left-wing politics";"Tom McClintock>California>British people>Liberalism";"Tom McClintock>Barbara McClintock>South America>Marxism";"Tom McClintock>California>World War II>Nationalism";"Tom McClintock>University of California, Los Angeles>Punk rock>Neo-Nazism";"Tom McClintock>California>Protestantism";"Tom McClintock>Republican Party (United States)>Right-wing politics";"Tom McClintock>California>Missionary>Secularism";"Tom McClintock>California>Latin America>Socialism";"Tom McClintock>Larry Flynt>White supremacy"
"Doris Matsui (D)";"Doris Matsui>U.S. House of Representatives>Thomas Jefferson>Anarchism";"Doris Matsui>U.S. House of Representatives>Franklin D. Roosevelt>Antisemitism";"Doris Matsui>U.S. House of Representatives>James Madison>Capitalism";"Doris Matsui>U.S. House of Representatives>Alaska>Christianity";"Doris Matsui>University of California, Berkeley>Communism";"Doris Matsui>U.S. House of Representatives>Republican Party (United States)>Conservatism";"Doris Matsui>U.S. House of Representatives>James Madison>Democracy";"Doris Matsui>U.S. House of Representatives>Republican Party (United States)>Fascism";"Doris Matsui>U.S. House of Representatives>Gerrymandering>Feminism";"Doris Matsui>U.S. House of Representatives>Gerrymandering>Islamophobia";"Doris Matsui>California>World War II>Left-wing politics";"Doris Matsui>U.S. House of Representatives>Supreme Court of the United States>Liberalism";"Doris Matsui>California>China>Marxism";"Doris Matsui>U.S. House of Representatives>James Madison>Nationalism";"Doris Matsui>U.S. House of Representatives>List of political parties in the United States>Neo-Nazism";"Doris Matsui>California>Protestantism";"Doris Matsui>U.S. House of Representatives>Republican Party (United States)>Right-wing politics";"Doris Matsui>U.S. House of Representatives>Prayer>Secularism";"Doris Matsui>U.S. House of Representatives>Montana>Socialism";"Doris Matsui>Psychology>White supremacy"
"Lynn Woolsey (D)";"Lynn Woolsey>California>Hippie>Anarchism";"Lynn Woolsey>Genocide>Antisemitism";"Lynn Woolsey>California>Korean War>Capitalism";"Lynn Woolsey>California>Alaska>Christianity";"Lynn Woolsey>California>Eastern Europe>Communism";"Lynn Woolsey>California>Republican Party (United States)>Conservatism";"Lynn Woolsey>Sudan>Democracy";"Lynn Woolsey>California>Jerry Brown>Fascism";"Lynn Woolsey>Genocide>Feminism";"Lynn Woolsey>Genocide>Islamophobia";"Lynn Woolsey>California>World War II>Left-wing politics";"Lynn Woolsey>California>British people>Liberalism";"Lynn Woolsey>Sudan>Marxism";"Lynn Woolsey>California>World War II>Nationalism";"Lynn Woolsey>Barbara Boxer>Bashar al-Assad>Neo-Nazism";"Lynn Woolsey>California>Protestantism";"Lynn Woolsey>California>Republican Party (United States)>Right-wing politics";"Lynn Woolsey>California>Missionary>Secularism";"Lynn Woolsey>California>Latin America>Socialism";"Lynn Woolsey>Genocide>White supremacy"
