,Asmara,Accra,Kuala Lumpur,Maputo,Khartoum,Harare,Manila,Riyadh,Tashkent,Hanoi,Zagreb,Rome,Bucharest,Madrid,Bern,Ottawa,Port-au-Prince,Amsterdam,Kingstown,Washington D.C.,Canberra,South Tarawa,Wellington,Honiara,Port Vila,Sucre,Quito,Georgetown Guyana,Paramaribo,Caracas
Croatia,0.12077912656353787,0.12749404398405942,0.11858905231253837,0.16424872643199007,0.12986858394396414,0.144490961553784,0.1218555857487154,0.12035353485749192,0.13279269966677645,0.12333737176252756,0.2416531760240721,0.1473848571132597,0.13086571660261065,0.12894226843006554,0.13796822604189418,0.13098581653286365,0.1594847561322386,0.1124758757592467,0.1073374103726244,0.12352635064107442,0.1401023767840964,0.11117942961719972,0.11522017362090342,0.1590266542857751,0.11538087777384498,0.1381185602417636,0.13917746554746016,0.14124068973958034,0.13180763555088096,0.11903972733782055
Italy,0.203680970453747,0.10959465885257162,0.1238331599376868,0.15223890799128778,0.13503204032566046,0.1508752208242169,0.13712090159255474,0.1338326364958745,0.14356260770699686,0.11910611909414615,0.14826849240548526,0.28558686437631703,0.1517052098316332,0.15291516204767475,0.15033144716700936,0.1533360044244204,0.16429007349572913,0.14702618618499105,0.09591895923214568,0.12867953397454635,0.16112211819504638,0.1063168920006233,0.12887442245013975,0.1635735311455101,0.13214206857761773,0.16751376555828915,0.13395226666674664,0.14570177527312073,0.13471234137345556,0.150863488930079
Romania,0.13132749096903498,0.12400839683121635,0.13218418309378088,0.17925086363778064,0.1278113376654283,0.1614733128373072,0.14653090021139148,0.14896313994624666,0.14540332193396538,0.12670489850118574,0.13385867801183468,0.184532104541282,0.27609299449819524,0.15092403016694653,0.15557115425022555,0.14439729449019487,0.15453491450661455,0.13132364374228878,0.08988842555665383,0.137182987138546,0.1618855106965575,0.10988478938804484,0.1279330117231824,0.12682766299816015,0.122460019538747,0.1544220071971184,0.1527443484078554,0.13369685244159574,0.14352525877887395,0.13812643556426568
Spain,0.15306552202085832,0.1133416860085583,0.12428017718542728,0.16273699437529074,0.1338788925887458,0.15541556767341302,0.1858336361395904,0.1526386909146802,0.1355067651131864,0.12377618755904744,0.12258622306621696,0.19742999108071585,0.14990896767417092,0.2757489292965571,0.14871318357935215,0.14385921436176244,0.20647239560722405,0.1511645146882213,0.1142570743695493,0.1333567906901552,0.15807898950548366,0.10093778447154217,0.14640092660906784,0.16020583040789246,0.1386668616293142,0.21434987682218065,0.17732453463735165,0.16732315898840355,0.14092747740549125,0.15656233537860315
Switzerland,0.13493636537952902,0.11645723857989235,0.13001869646400446,0.15277346568995553,0.11846947229311125,0.15258050377089882,0.14468077720385786,0.14520390379731235,0.14034769635589087,0.14041487717748846,0.1338013631172016,0.17552738716163038,0.14124696837157014,0.1503334326711257,0.2582332736191767,0.14618052588716518,0.16610166243365088,0.13608043111896012,0.09612200410311747,0.1377646296331684,0.16281289442998398,0.12919543812589745,0.12950774903146486,0.15135678079049775,0.14960529785340793,0.1509580428094687,0.15359733173123952,0.12787435191858312,0.13863028208929398,0.13547804972615984
Canada,0.1030488607529787,0.1075716211486666,0.1039533020641965,0.1504558858498814,0.1080658643336743,0.12415179111085267,0.10879284676884672,0.10846214610237437,0.10074249244427827,0.10713207333679237,0.09463302367619197,0.11913648700263775,0.10885882083666612,0.11277217105810695,0.11943659924320538,0.22669323945392414,0.143960513225321,0.10285632509933196,0.07483588265685863,0.12216932855391902,0.12647313410438354,0.08796566998820729,0.10139541806022664,0.11359815696761075,0.10701162758460636,0.11688529277567752,0.11373735260166785,0.13186785660748612,0.12893545618778698,0.10914370077712092
Haiti,0.14213955686122842,0.10897612199492926,0.1214845513260494,0.17569695023824586,0.13661921455158593,0.15702532881512102,0.13810118802504812,0.12231796687443396,0.11342675342195982,0.14311801032127613,0.11341658208616505,0.14643877565431707,0.1355405685851845,0.1326354896195848,0.12595106572204318,0.13892351958085872,0.2946800667118616,0.11598416841328507,0.08788706658674916,0.14866237872257815,0.15674305059853022,0.09978343756887262,0.12919190133883188,0.1452200945699689,0.13126138550642075,0.15932251078989046,0.14805877276675336,0.13094413790870335,0.1095005279291678,0.13064863392749854
Kingdom of the Netherlands,0.0878270356618282,0.08485261391802736,0.09162771292534304,0.10106305994669038,0.08926619827600654,0.10002888617732301,0.09050650808777734,0.1056999113276702,0.08802822234813941,0.08826456164087165,0.08453657533898687,0.09622393355770947,0.08869287076900248,0.08946939691836807,0.09054966081906214,0.09333098864051127,0.12103286359900815,0.10491168774595744,0.11246593944189458,0.08923011517754073,0.11455369225315573,0.09872385013359948,0.0990317035619813,0.11877049571847326,0.07774211501759233,0.13121583451225122,0.1077809317265137,0.1231338681692088,0.12206711297092045,0.0974716786572651
Saint Vincent and the Grenadines,0.11587411155150598,0.11315427232607787,0.08885380851049443,0.1369101140272278,0.11822177269090813,0.12684201198565975,0.105653864192379,0.09435828982751128,0.08966594310239273,0.09341250115058301,0.08786882969930285,0.11783576446873975,0.09681516315996601,0.10219737905971832,0.09661312349847977,0.11564329629512887,0.14291448677601246,0.10681915653041003,0.2647013529170677,0.11246857326273166,0.12639499269764815,0.10730011258253486,0.10395648468601414,0.13432027226535975,0.11509467558500967,0.11373369594566013,0.10676578417322373,0.14144925136987646,0.08630179991333989,0.09792115047397756
United States,0.13206820862393995,0.11434923074464445,0.12227265080963284,0.1582759545932907,0.14372781621913971,0.1512003882543856,0.15282264133889414,0.1371157384505473,0.13153532000576446,0.12960558052187826,0.11884788681764885,0.16067680100212822,0.13533032902784256,0.1443726075828241,0.14479857446038158,0.15306670444923515,0.16725230407445893,0.12982225207080264,0.07424247146016306,0.26257415210960344,0.16393746795250486,0.10557693720080052,0.13962162875398867,0.18322426510773826,0.1338274132363398,0.14924955119609193,0.14496133695260968,0.13121532027468588,0.11244715947936308,0.12486504752951158
Australia,0.1118865800887068,0.12477478572717265,0.12495751236125607,0.1413164910198446,0.11691502846884184,0.14419070867140496,0.12838129067409715,0.1240591005442398,0.11673541529142555,0.12039661647571087,0.11959925731108348,0.13430571172787525,0.1277533864766551,0.12459458705673,0.1290341876841433,0.13133033529301213,0.12528179757476332,0.12163057724783112,0.08852575156444098,0.1308558827137354,0.24903058473159945,0.12805969357081953,0.14139297951877788,0.1612030593768944,0.1539057868759335,0.13458495684539096,0.14191548155620828,0.1205439008046928,0.09116925873458456,0.12164173984591953
Kiribati,0.0901670925781762,0.10938389213924116,0.11165533084113484,0.1512519405087021,0.12808875551051338,0.12768961391233835,0.1122476915487518,0.09610779977936043,0.1166648394945788,0.11141972316230277,0.09485931563439777,0.11766425582472333,0.09993192375945796,0.10380950231757276,0.10491500565604106,0.09979117461458743,0.15050658589432886,0.10233905257379887,0.08622902230654657,0.11492858828173386,0.12853662675471486,0.2753449403382999,0.14030948335515409,0.2260920448500477,0.1521443779326665,0.11230502484703712,0.0976554585876714,0.1387299800012664,0.1275019727211576,0.10821864286885713
New Zealand,0.10592410726805647,0.11981935106733504,0.11673726919716558,0.15924723192413753,0.13257005110929992,0.13368764097984429,0.12096177238727285,0.11548999476637613,0.1251462481637205,0.12764389110959382,0.10670500375137144,0.12893849598461374,0.11411414916266052,0.11274410535134233,0.1263234040836584,0.1276788623261173,0.14863446559209811,0.11287199328003898,0.10691847674799236,0.11669486549983392,0.15956699421445214,0.103625366627474,0.3090570672957968,0.16415210790029455,0.152988720493042,0.12639329116081252,0.13099846462667925,0.12480134754700048,0.12499955496468967,0.116659153440273
Solomon Islands,0.1054221421897776,0.09998769461583916,0.11072765702082217,0.14326330482987154,0.12418384210279006,0.13141436247782967,0.11261965031674895,0.12106373348412865,0.1177422372015231,0.11277266374462724,0.09666322386174962,0.11938115170348546,0.10283770046572496,0.10127749008480068,0.1029215715940825,0.11745749943406372,0.15055983861780786,0.1045205831699962,0.11223178123193553,0.10664420635790707,0.1354667827313152,0.12994882387366435,0.1352663840795776,0.35875820359122146,0.16411718609615022,0.12082700568289152,0.12530634476660468,0.1279499150116576,0.12481403631274535,0.08214082659671126
Vanuatu,0.09412631344595232,0.12460335239992905,0.1176906445075293,0.15421369286684206,0.11621898635162665,0.13646588200641882,0.11621945753970687,0.11693119279245885,0.10901798783090623,0.12898203432591632,0.1015937759800088,0.12410260339792994,0.1099789136673674,0.11673595065547795,0.11111648817679218,0.12698078952216507,0.16143087887221327,0.10749342487542247,0.10049330667321332,0.11737492602102954,0.14448105838526762,0.15473176890184792,0.14084920400479373,0.20964124120508693,0.27262401097261696,0.12198595945000028,0.12688281097344864,0.14339943873997565,0.13162665237115248,0.11834703436778768
Bolivia,0.13366369240483794,0.12020848860839747,0.13611023561397528,0.1699828971856201,0.13342234740915074,0.16842186139660634,0.15477442773331213,0.13259071064218148,0.12985126870525968,0.14604414316388453,0.13831924443571325,0.16567211567034146,0.15233149387421724,0.16424069935164887,0.1390529755090303,0.15647562707259424,0.18218833192172085,0.1301402723390444,0.09839026404559938,0.15463598446712773,0.16548832086113968,0.12624154959473638,0.12404131673957568,0.16617399688287465,0.12334889128764245,0.2776567076799525,0.1806535972904856,0.14280948418727418,0.11486568620529335,0.15672165241105426
Ecuador,0.1289297372102159,0.11277377821522265,0.11906157304454185,0.1791896075034814,0.1265619921659415,0.13732286013844255,0.14499901027440362,0.14025951785749147,0.12316976982314527,0.14247171281002385,0.1291305714560534,0.14818229812704614,0.14058554668648945,0.15217329566386778,0.13906137581417907,0.14711670042280595,0.18356727999475794,0.12406406421427366,0.08927283737694522,0.15090281123904187,0.1600420008372636,0.11647733992175108,0.1309225118822666,0.1635981327132704,0.13611246692063672,0.18276453430965725,0.276384296872192,0.13355983235835556,0.11196474803171463,0.14207838909033665
Guyana,0.1122764037825574,0.1141760559414155,0.12281473728496012,0.16910972921509002,0.1062767112151214,0.142333865875562,0.123690539119178,0.11745951589958654,0.11248990627869693,0.12855294447636514,0.1079115146471948,0.13114626624065046,0.12138324673173795,0.12328050365804835,0.1183081367921704,0.14021091695789253,0.16693872737797738,0.13044886962757407,0.07995518025714707,0.13524451084086975,0.15826238848620147,0.11374444010740795,0.12797727878821624,0.1575327785049752,0.11823052134516175,0.12960628141139566,0.1526473669317754,0.2786117024813461,0.12489809739494502,0.12407039986196725
Suriname,0.12729817321618825,0.11502253054750285,0.10971873674090728,0.17301909319540476,0.11987682063154688,0.1448565672754854,0.13603428740810486,0.13794187022807194,0.12005437355224075,0.11869980655209272,0.12014697017162575,0.13975789060826602,0.13066865271333564,0.13277841209015506,0.134623835755571,0.14374460786157425,0.1530687569522768,0.1802153636366345,0.07864929007686036,0.14119553821925188,0.15262839703179787,0.11789285325430238,0.1306142433414184,0.15907453565817686,0.12531751628751234,0.14523996193906696,0.13853011962803513,0.196790816116606,0.2508497684693649,0.12796745275859825
Venezuela,0.12695099657313005,0.11066255526218928,0.11917903883425278,0.16888168443056234,0.12989815658877474,0.15523793666815186,0.135916737487542,0.13093660284145664,0.1222248496519511,0.12352695578467038,0.1272593902770858,0.14883922827535148,0.13772167208542754,0.1417858956250291,0.1420756863033537,0.14248128998175724,0.1925782452982624,0.1232238242662438,0.13903282053468213,0.15704110360699616,0.1657552618662059,0.11540805804799904,0.12879590676285266,0.12776859386555134,0.13002370784839426,0.17691389019954504,0.17054136883297094,0.15736001362143404,0.10624679031280228,0.2744499145377932
