;politician;Anarchism;Antisemitism;Capitalism;Christianity;Communism;Conservatism;Democracy;Fascism;Feminism;Islamophobia;Left-wing politics;Liberalism;Marxism;Nationalism;Neo-Nazism;Protestantism;Right-wing politics;Secularism;Socialism;White supremacy;target
11;David Schweikert (R);0.08663176507462012;0.07203656765507273;0.0883438859406345;0.024645568695318823;0.029769937571987145;0.03760924968567278;0.06447585665373223;0.04670988027152956;0.07631986114477848;0.08554172065753483;0.27882935714241486;0.04776895794165074;0.10243807519010321;0.07110609310274495;0.07888556131007762;0.021390908134108357;0.046772928028314925;0.036835035282153;0.016025233910261283;0.0886955065999844;Republican
12;Jeff Flake (R);0.20473548914432;0.024631022322746263;0.10277991983793756;0.048246454389654345;0.14723351255181583;0.06625534359775527;0.08075716605717548;0.04863357791887154;0.14684873848774443;0.16455412922729784;0.3078403065855744;0.08580721560936738;0.1067355721998923;0.07623485538287052;0.2788927157025334;0.1198819292851455;0.048845311304832856;0.042537267454535344;0.09210943171091082;0.09347955682173234;Republican
13;Raúl Grijalva (D);0.1830220905766995;0.06710441113628227;0.0919192089694563;0.02244053084101835;0.028793616698703332;0.04062898080494733;0.07693923487299184;0.044891799223170124;0.05124722029211001;0.07841018388749062;0.05850635335966992;0.04793836218484995;0.09556374522530305;0.06663470080809793;0.06965787736916601;0.017627687187573553;0.04875331608249585;0.03617200377123314;0.06970082872198692;0.07720659712271934;Democrat
14;Gabrielle Giffords (D);0.07913443989811417;0.062162409797047076;0.09039975638039455;0.021917375922701092;0.029387811650129967;0.030654614258459497;0.06450018355525183;0.1112869908325121;0.10965325527547541;0.18257409097951943;0.11360598261794896;0.11408004340938768;0.0992980583439515;0.12011430860519093;0.11605081762349068;0.017308099669986737;0.14379932405569973;0.03977072837681409;0.10489241394208691;0.17042042802836574;Democrat
15;Ron Barber (D);0.10113445649293636;0.08167510373058437;0.12202146161602825;0.0287066862113196;0.03735836028467811;0.20109722765423726;0.09652265268378495;0.041383696805521376;0.17873225694949424;0.09663588621482268;0.021228901306204827;0.06663493524536764;0.12435963781226043;0.02026950122308061;0.09091865008933978;0.017689083362597096;0.02544626119931787;0.01617912061269282;0.12519445602812504;0.09742073842066952;Democrat
16;Timothy Griffin (R);0.037230157982399266;0.02597845812171271;0.15822578243399868;0.048079911679487566;0.08064127644644947;0.051595739963133797;0.09565482038084469;0.05113962828865783;0.11364956822826351;0.14706268918818116;0.13387775704233187;0.07227272458096252;0.15029211539193083;0.019217615828484604;0.11234675564044676;0.10682553726756691;0.06406530339027411;0.023358882926021014;0.06444538524672222;0.12023948136333104;Republican
17;Steve Womack (R);0.21903000722253305;0.09862048021316266;0.10325075093264724;0.04689559681091745;0.08359563278283615;0.04964183747702764;0.09774295900245035;0.059065305232216044;0.12690386281359053;0.16039941029431162;0.0202544619900724;0.07440598858627998;0.025248302247195712;0.020583663160769098;0.1232879592262186;0.10473218844468646;0.06373782869810586;0.020663365196306512;0.08482503642367317;0.17739874178546167;Republican
18;Mike Ross (D);0.14893811089756698;0.16122163980103568;0.08295573933513627;0.03923572712408475;0.13022499620910535;0.05732032642298132;0.1275902603290673;0.05055765295119726;0.20550815608681147;0.31819254077832726;0.31369149895776105;0.11432994620493742;0.300769991736973;0.19043897727010964;0.29265713607009525;0.10050955696244916;0.0659542462463515;0.08263340087192701;0.10505674874630824;0.52618709724326;Democrat
19;Wally Herger (R);0.2721013168670316;0.04524904177725334;0.14048414879017623;0.029724852716205546;0.012387827776450748;0.04508256862363386;0.05737765337744722;0.05534223554588207;0.09125148307264883;0.03108204978806682;0.011559173545850296;0.021663509597224927;0.28597420032762455;0.012077052958106734;0.1240849968045707;0.04555701855203218;0.05697357920469642;0.013305832684126023;0.017666205672243526;0.1731434729410484;Republican
20;Dan Lungren (R);0.021219057705856807;0.023413226026026374;0.14859728294775992;0.01933556491364915;0.11844372810710382;0.15742327746794046;0.022095245183354387;0.12643187532581257;0.028869128369020426;0.027477235934846706;0.12794558403638215;0.021078103657437917;0.029912695818489463;0.011058330586094876;0.01980466942862553;0.021988374354733102;0.15838266414788227;0.031008257934886194;0.018618227328743683;0.1647605224058475;Republican
21;Tom McClintock (R);0.023057876884056857;0.021184989803066;0.025972450320066686;0.056848303542901636;0.023330936893197738;0.04933124758663769;0.006382459628401254;0.05667656662210745;0.1786926068240045;0.028921006699419504;0.32575124335527006;0.02108145699272133;0.1061589118850432;0.0118989312504191;0.07157132060854468;0.025012284316315754;0.05709156577629518;0.027934659298041294;0.018210221785243005;0.49593977416658436;Republican
22;Doris Matsui (D);0.15938578929471367;0.10484664018954439;0.19674884855141675;0.041081177778410166;0.09820929218975118;0.04268857865292256;0.174161367725996;0.048571779067770486;0.15973150314891743;0.3264841191754468;0.00976014065951916;0.08513074084404823;0.012053229227494681;0.19836870099666631;0.27656809884507644;0.022916805633815655;0.04958298276777857;0.3024978871947924;0.06546369508230256;0.12384063533411917;Democrat
23;Lynn Woolsey (D);0.020518373017098794;0.15826932472101396;0.02673321348765743;0.016304692036895798;0.02223010328497474;0.01737178160887811;0.13607337565925262;0.0214401767976316;0.1846407223337333;0.3683587865163974;0.010447883569531035;0.021296982658953075;0.17174659279642718;0.011351012514453215;0.29176915553779503;0.022227356181348832;0.02082108528881228;0.02809815065954922;0.017626483757168483;0.35957963046463604;Democrat
24;George Miller (D);0.14556972395411683;0.19864624062089578;0.09277043116818016;0.04364793534815359;0.12025054918569796;0.14994018587050728;0.22053504905262064;0.15586645266768565;0.18725914965905535;0.23543509337737953;0.162520296552546;0.16030465063946095;0.15410478481000864;0.15370901834737605;0.1416347105178531;0.0846656524376232;0.21890334674922482;0.17868677802408173;0.09756278352282537;0.4186595411938562;Democrat
25;Nancy Pelosi (D);0.22598870027213494;0.10213242388080511;0.1738226251862125;0.0332066863165154;0.13308054139459405;0.10415522129597732;0.12279164909828867;0.14495213121285455;0.12395849319538668;0.2380015434802734;0.1294161653732787;0.1528921175359978;0.1802498958448503;0.1578554307134801;0.25064006277965123;0.01903486547352516;0.29806866669190635;0.26467892769034623;0.08081350286027265;0.10631581732803586;Democrat
26;Barbara Lee (D);0.15076162800630133;0.10454341650755453;0.20025908860178518;0.04121408971669993;0.0920653386293521;0.03443171291950084;0.15329950209879634;0.043692044401298966;0.13564422239243293;0.32841322920167887;0.009534781243128548;0.07398867996691072;0.01119395893956434;0.17117557187145213;0.25559609154165086;0.021643832424464337;0.04701974621429162;0.3137907834771544;0.06040946336998715;0.11757891298417597;Democrat
27;John Garamendi (D);0.14795704564307585;0.13370896634505908;0.20315221404022868;0.04105099593306399;0.0937026232438246;0.17107366600768048;0.18502090952807498;0.2519135607032654;0.02259995811386711;0.28025566806031765;0.00954981314547261;0.07826927875774796;0.2003666398223227;0.18502123938346146;0.27472590252787477;0.021581648545385197;0.0520721683143572;0.021698939015970555;0.09016277844055033;0.12158815912622957;Democrat
28;Jerry McNerney (D);0.17376614938873375;0.208531662406363;0.21627668173093437;0.041599087011073885;0.14343744958073013;0.051135576830614364;0.19239456769940366;0.05774024615338827;0.1904588686721024;0.34543954005827426;0.011673925577627354;0.09286547209349826;0.014331522948950485;0.21914606413603832;0.30345789253520944;0.023759370089125542;0.06458070903221505;0.32872205429673385;0.07177728187869342;0.13183769515801336;Democrat
29;Jackie Speier (D);0.02053657741279394;0.01949474533894745;0.023685853797472938;0.01763193575042369;0.011181650597255054;0.048685933792029554;0.006216251712824417;0.11243111960571106;0.021656196484576434;0.027717825275056635;0.2944853093343081;0.020685859123453745;0.012978745222469128;0.010752062903514846;0.1894849361310251;0.022216683081181698;0.05359707336450082;0.01255820975588673;0.07291057590572815;0.3308599495303338;Democrat
30;Pete Stark (D);0.058374229805565524;0.02450292140705539;0.07387747772587311;0.032198056979725824;0.10345194625806495;0.0481341266384492;0.06260498500567713;0.04677937983788308;0.17133083489776904;0.0954232589579779;0.22159493047473627;0.046655921077904325;0.01258915738097679;0.06285072028073102;0.05741134656828507;0.021667002760903265;0.05636608178937648;0.08734884088716169;0.037088150237014075;0.066823426811589;Democrat
31;Anna Eshoo (D);0.02299630463539133;0.021096869536561733;0.02295519674507813;0.016630250596070074;0.17614542910664505;0.016587480873681445;0.0065927936187889025;0.024141390414480893;0.020341276551026733;0.487410244208239;0.0107632344998302;0.022068763048844857;0.013413421326495834;0.012006844066976928;0.04521239359755298;0.02328110222916721;0.01749969590005703;0.024581224643134583;0.01766574071840216;0.4691400330427598;Democrat
32;Mike Honda (D);0.019408206469640917;0.17365588304072732;0.018990072482455003;0.015932697412276337;0.020599497191512176;0.09109100219154355;0.006070632711023749;0.020204358307362582;0.018006930976947475;0.022183369157528825;0.0093118610628949;0.10952154827866027;0.010836142647381992;0.010360821287885071;0.25472013933235377;0.02044119377223131;0.014725177057657362;0.021311714444432826;0.015594034449862217;0.023114693070109774;Democrat
33;Zoe Lofgren (D);0.16876629122111642;0.11634866920435744;0.23290092737697501;0.04779815684597058;0.15193078283218966;0.050518036099440465;0.18418741408755168;0.05861324869337603;0.18589868056169556;0.3717789838031948;0.012073069720485797;0.0948402821091826;0.01495516561387597;0.22829313215462285;0.44416881134211356;0.02460434430375265;0.057848030981481564;0.31993640701088233;0.07318107258975222;0.129630077693734;Democrat
34;Sam Farr (D);0.12608495535145725;0.06499815969532538;0.12972099938815426;0.030535702232675713;0.1056775106796775;0.039944953839323144;0.15257448465351128;0.04099206196921373;0.13577410401442644;0.3299364231156929;0.01719890731227368;0.1376735118697268;0.04262467238305717;0.01692227092188819;0.2635240059681024;0.046603873385225814;0.017896420161471707;0.04316601078236762;0.07978488766371404;0.0980173963638331;Democrat
35;Dennis Cardoza (D);0.018727556844534962;0.018486013028549936;0.02477497053875095;0.01790834516774134;0.020581917181744548;0.013984001619263409;0.006381906499292122;0.020904021655653998;0.02879604622255252;0.03202171784130851;0.3073061385539788;0.020055584589870702;0.013473579842404566;0.010661437620312348;0.002669788966857157;0.022065432385131204;0.43341891743890393;0.028731864527096685;0.028847813435994983;0.027349322813317353;Democrat
36;Jeff Denham (R);0.15658380702007008;0.17858792185569866;0.19582648817638923;0.04292212139696052;0.12790826892859156;0.04124872577482692;0.16947840591753044;0.12610490540455105;0.1744441819859685;0.3228695151089355;0.009433271508768439;0.08208695113664904;0.14926695682001792;0.18927133299701693;0.269502346878611;0.022780624896154386;0.05051747234299246;0.29036843705532306;0.05989612532123116;0.11550819069354963;Republican
37;Jim Costa (D);0.021188965200931456;0.019991627902381473;0.024970197581231226;0.017737115124396102;0.14590110844450319;0.05049790877844055;0.006328461168870256;0.053601532928581865;0.02680751062094839;0.031597756071664686;0.31528750164058167;0.0216974851638437;0.3044160507058709;0.010867486882204654;0.35615866021940523;0.02375146995402681;0.05981795463532806;0.027911423800437922;0.08313822556545734;0.14679292803726332;Democrat
38;Devin Nunes (R);0.021350349315682783;0.13508563369083856;0.1525333592722908;0.017783751843795177;0.10639661397179154;0.04631742361954335;0.006684600760198942;0.13678155753239926;0.23394666258394423;0.2849299759267792;0.010792395579276446;0.020581402421874808;0.21240692266811623;0.19180579158663263;0.4046357096990056;0.02329344926918369;0.060207117406685925;0.027041744666792076;0.09627651488971962;0.1713711299419519;Republican
39;Lois Capps (D);0.020589870717664764;0.018572438557631184;0.025351180152909915;0.017944681060407346;0.023081269654670836;0.04837230270985432;0.0069406010929372155;0.05116810909574967;0.022763033378035025;0.028611870083843843;0.010553998766400442;0.021319371299756803;0.01362470205746854;0.010662944830866808;0.039651119778342826;0.02298898436131889;0.06371602105931358;0.028554418781634415;0.01770320669231697;0.14701592687852405;Democrat
40;Elton Gallegly (R);0.02576691202517839;0.028429935049693735;0.02664293384310939;0.02096957996043022;0.026853029638142765;0.05399348001606326;0.006568682733091778;0.05914558935370657;0.08548596616001085;0.029021639448691395;0.012466705117960775;0.02307612665849455;0.015310523422663277;0.013311761713084777;0.3754489452527632;0.026773939007815058;0.056657934091991345;0.02684946690315695;0.020413336794560387;0.027214804527338987;Republican
41;Howard McKeon (R);0.18422230624915822;0.023539893857442963;0.14289128079394595;0.04506760051486851;0.1502703300626599;0.041843711419522193;0.22531252861560483;0.04733874905419309;0.0957677346461333;0.5080487098005692;0.018892740824524225;0.05875637372723738;0.1971499663707055;0.018456067982344355;0.26657774209356144;0.02078537666665579;0.05406475060361219;0.3980682836890728;0.08045963801141018;0.12587869220485842;Republican
42;David Dreier (R);0.23182965619157872;0.11611413778082454;0.16702345845098282;0.048250995770128;0.11097653802335736;0.046212521569019276;0.12286899264281252;0.15480329603316953;0.21818105880664038;0.0585354815481447;0.1402341480716365;0.14522255800179548;0.3327352964574481;0.15160130850434594;0.2974659603053914;0.02441538896609785;0.163064290474924;0.18844136742264966;0.08466949182304859;0.19217814597902674;Republican
43;Brad Sherman (D);0.02074674132218938;0.11997960048743066;0.019172733071362268;0.013655109233972826;0.14906538016451928;0.16659095227209966;0.006700606906800714;0.2592294888776454;0.021661795690975053;0.26418019916343477;0.009901198346421369;0.019612141521607618;0.2017907137148922;0.18993420810882763;0.28253797588426405;0.01979929280042992;0.015712469881157695;0.022961119115105934;0.09659982062209382;0.025192958232072498;Democrat
44;Howard Berman (D);0.018091532912036353;0.0361206803261633;0.011148576373002306;0.027457376532829963;0.01635230438406982;0.03264418194351737;0.028296283526966257;0.021574129096213583;0.037866930595173126;0.04951346402883824;0.24662540091491378;0.009487615929992853;0.021759855411266033;0.014015169804306808;0.0026659646183349907;0.022822929384274677;0.31296114209562126;0.4140593144694986;0.014171068890751478;0.04588105784423976;Democrat
45;Adam Schiff (D);0.02050028859252361;0.12967161527420643;0.14125229278880816;0.01694058504614689;0.01522119169599325;0.08061509970040535;0.005568237481913907;0.11359126980929551;0.02442732474331437;0.2740823521568795;0.010338892681140244;0.12360005218963867;0.20539136074753597;0.18654164400170756;0.2566948665449444;0.022124632447935635;0.13375787276779894;0.1800790359669917;0.09564466948431886;0.462790994579548;Democrat
46;Henry Waxman (D);0.18997427837427736;0.07413123935199986;0.13740072906250886;0.03776313002059248;0.015506067549430087;0.04465338954682717;0.13084938758504527;0.04867701995665946;0.16628125461744772;0.3296641961381432;0.0176235624729588;0.05065456204862367;0.2663163058359353;0.09674258628538422;0.2712236338663345;0.021361667539348126;0.051291881340145305;0.1281301673458347;0.062364600481785014;0.12191897236869657;Democrat
47;Xavier Becerra (D);0.21274398103322636;0.027827244208160143;0.12485866737411443;0.04761623745892282;0.09983304913717676;0.053367009337364775;0.253732919986182;0.28394920947313307;0.2287918977390697;0.5539593305860497;0.1372214860120904;0.06286751134995322;0.18078482998171547;0.14479194122887684;0.13788793062633906;0.025098479016171325;0.0668355818406495;0.38536106857871105;0.07666531866592975;0.47862058580783334;Democrat
48;Judy Chu (D);0.020433723679355566;0.1817252840158778;0.07554841729158818;0.017505253381914023;0.06065182629118736;0.047722611760971916;0.005977350067407761;0.0683743070067256;0.1921334330170495;0.5058151156073319;0.009620429055065235;0.02085974995296549;0.30153687034819393;0.06884710158454704;0.26706053132734026;0.021756176776950527;0.056251183350585564;0.024807378868694444;0.016478712087927404;0.0793067970478355;Democrat
49;Karen Bass (D);0.02894658651711526;0.017870881901650083;0.021448105532324162;0.01667021747315921;0.019579941338146976;0.012823264205720601;0.005971514694212323;0.020046969259653328;0.020412843756386915;0.02583374829271854;0.00938848526068173;0.016618643217219186;0.011347622679811015;0.00984283759036399;0.1552236272138878;0.020965460994161748;0.014245365309638044;0.022503728069551504;0.0156229441051222;0.02292156857204776;Democrat
50;Lucille Roybal-Allard (D);0.022154108512129688;0.020786739956630575;0.024042816221385648;0.01900138423002717;0.022043067497354532;0.19497594596098938;0.006718901990885295;0.024448623945868178;0.021731537529052183;0.029443917714867155;0.011649357036903599;0.02309957470283451;0.013437540197207581;0.012615999089407652;0.048463552891697424;0.024111659889591294;0.02099912445701988;0.02502844815541238;0.017764478175346654;0.027876461283252364;Democrat
51;Maxine Waters (D);0.05694859948865017;0.16665627645527253;0.16807959778013376;0.039695887625290596;0.1235382747153442;0.045580853080975085;0.05506883508498966;0.1627785716901237;0.2030626786220179;0.43938551318937485;0.12854844035817387;0.04294180831508404;0.1854630218116337;0.16217539078278803;0.05553179753838478;0.08374082438780954;0.15624384699385027;0.08362203221387592;0.03345959877844507;0.10862216160836377;Democrat
52;Jane Harman (D);0.01793784628460191;0.06531055203120102;0.0755196974842668;0.05454790285455756;0.05984292695643363;0.07043381035018227;0.24626877792258844;0.0598774120413828;0.021419591536473406;0.02797528248132552;0.1216503797514903;0.1144091155004907;0.0399068366580528;0.06512601828580832;0.2598375950784687;0.02167458685278365;0.05325308513945611;0.02523475308629956;0.06886342113918763;0.07243442473628157;Democrat
53;Janice Hahn (D);0.019849847701104494;0.04160957152725284;0.02646950244221762;0.025284878199750012;0.040158406380318666;0.05494202478193917;0.03460016992505671;0.2872856143327338;0.03830954449879614;0.05953367098629574;0.014879389521578391;0.02540506022078556;0.019026822878085534;0.01611026572301712;0.2863471523420512;0.0224548011298875;0.06776047966863581;0.018227181356812987;0.019603030578504294;0.0561116016603853;Democrat
54;Laura Richardson (D);0.18866920714096821;0.03335962090093097;0.02318275991926754;0.024590990203618098;0.03400382680667493;0.041908952728977;0.14637940802868823;0.04627885931916668;0.03724816055458932;0.04460573279897986;0.012611446463792505;0.02160997347597412;0.015767891011805906;0.012901256135008487;0.002510113443422445;0.021382446451992578;0.056551963735099645;0.016021615886413414;0.016440168272061108;0.04179647339480923;Democrat
55;Grace Napolitano (D);0.021773154147370133;0.02022087967457691;0.021871991266178444;0.018206582359636302;0.022298288746764146;0.017659262877827393;0.0068397914415182556;0.022710807262229803;0.02207917521402382;0.029302486691002935;0.010774897208633036;0.022412370915843107;0.012991743225128851;0.011703617416751364;0.045520539190636304;0.02390577682290382;0.01820962272873469;0.027698113919729123;0.017526059445821154;0.02828818247340992;Democrat
56;Linda Sanchez (D);0.1915522983098788;0.1733485068981183;0.1579213217926657;0.04151179287961773;0.09312851409535182;0.041531138602471304;0.1294179522476633;0.0490983541516109;0.15975500385944735;0.4336232669150347;0.277408599752917;0.18439379474402903;0.1637599940999831;0.16062613959317118;0.2180903283248922;0.022519143976926836;0.04587701133899787;0.23449195333923595;0.08096697296255562;0.36543798383282816;Democrat
57;Ed Royce (R);0.2357856592315957;0.16835653365177528;0.07267186894363041;0.05178772890202661;0.05986708763388006;0.04119727458964221;0.23956719684007902;0.06603128429981758;0.2112811397477483;0.397045838140548;0.2357531314648942;0.22891901851095814;0.2504059236041523;0.07007772163292877;0.36891380050647227;0.02289158177398797;0.05060500892308958;0.40184428454457605;0.12280893350487426;0.08216812200461854;Republican
58;Jerry Lewis (R);0.2154617244442805;0.14848888913548333;0.2755533250661052;0.03658392538956727;0.15147068777111888;0.20843656475117517;0.03131748397359798;0.22954219460601885;0.2214956767512094;0.18755405808809894;0.14887465013935833;0.16385319248025196;0.3004641494803107;0.011914585949555587;0.11669270676375795;0.0173014758805495;0.19184936460000404;0.01641491881415909;0.12800365098217695;0.2179115359160592;Republican
59;Gary Miller (R);0.0035742108237634108;0.0037736735903060093;0.0036703978182336173;0.003735937962299757;0.10963838486843927;0.05210708786421789;0.0035276900091732364;0.053342202951748095;0.08906282533036358;0.509759761345032;0.0031122275307516223;0.0036341048066869126;0.023528017092558022;0.002983233205854719;0.00302435017889766;0.022293123282110135;0.06130280261021395;0.004440972949118773;0.0842692288322105;0.20496744567564656;Republican
60;Joe Baca (D);0.020785665469519737;0.019253972317257565;0.022901363202486473;0.016821114578271724;0.021320014130225415;0.04969906534248492;0.006594895354929515;0.0512031109916084;0.027485019429441954;0.5824488029610129;0.32029961108296884;0.021777802045984215;0.013728914773957632;0.01112040251549917;0.04256091208055228;0.02289623549213935;0.05993150844863562;0.027123845783314;0.01712632414995905;0.02394881247075586;Democrat
61;Ken Calvert (R);0.020518432702058546;0.024775433761646332;0.02171991826508648;0.017423241891657157;0.021214725808912017;0.050163129458278936;0.006569926856706459;0.05119057516681102;0.02201350245344847;0.028625057015089276;0.010807541644388631;0.02148485580709465;0.01283298482969648;0.010975412874683049;0.06021042004959677;0.022822716166979826;0.060372101559390476;0.026574690221890608;0.017196838987896885;0.02638577739574223;Republican
62;Mary Bono Mack (R);0.01936718058760099;0.024159842393904726;0.022411315735059074;0.015844533430786147;0.12932501042260705;0.16207025712711223;0.00683468622374986;0.04831524901165348;0.017512179869617728;0.027699514306559286;0.009748042524223932;0.019029985560561128;0.012954047438019657;0.010188501565143334;0.055927637679469046;0.021357273335522686;0.05733294052248975;0.026435890691865225;0.01611945372825286;0.46779433616078003;Republican
63;Dana Rohrabacher (R);0.2099890464294278;0.08891831780686446;0.07435307663078067;0.04395099369439453;0.13083080714596468;0.15112738227731695;0.06160453281105272;0.1069686028423974;0.1062601784423283;0.2782305033981768;0.10465880055459088;0.09982747322992604;0.0496190986601488;0.11081745261836211;0.24283648219086787;0.05798937846231955;0.11852288208536899;0.15138060451142976;0.0994272711603541;0.14657033754837315;Republican
64;Loretta Sanchez (D);0.13383638373390797;0.09076083944430714;0.14020896768599028;0.03741737203110545;0.1263174750869193;0.037239289543738445;0.15923121844490387;0.23599570605379508;0.1508668802931378;0.5029818972116606;0.2710971981285435;0.07396005005729539;0.010783264971893596;0.17789039417517072;0.24964548541746223;0.02020738422267731;0.04716497895985097;0.38377172366855244;0.05870738941100263;0.110215839609046;Democrat
65;Darrell Issa (R);0.10383243010548357;0.17567858219522967;0.07297738734877966;0.037134311110774434;0.05922136054584397;0.16876226010355885;0.1426104405015139;0.06407475271810233;0.02375045423522896;0.0256715828421948;0.21915356239221342;0.01853659388463857;0.012046763255320846;0.06693068502155317;0.1355781642789623;0.02139204221186989;0.05312698691100546;0.28668391572877094;0.016253925116280078;0.08208509045586526;Republican
66;Brian Bilbray (R);0.20417100856380374;0.11786614340609022;0.21620361863777238;0.045164614742817695;0.13048045941137618;0.04065078630584048;0.006478605377315922;0.05319699766495865;0.23603188672886022;0.029316324023751564;0.13300774119222733;0.023278706494714325;0.013616944929135861;0.2793509299754964;0.0578945786612316;0.023876867974243918;0.05679994616717956;0.031214473940970648;0.1059971834413282;0.2524605219692213;Republican
67;Bob Filner (D);0.028330659002504203;0.08264327707285621;0.15676210072688188;0.023610340385394956;0.16516139334378396;0.04958102955826791;0.12643782977518386;0.0455617182748103;0.14012807041035627;0.06224010294895745;0.01848335466507743;0.27246378301408103;0.31987044995225394;0.0996562786324383;0.07333326319085996;0.02286669405613377;0.05720868726766231;0.15061987437121338;0.031909331487334394;0.37603620667734233;Democrat
68;Duncan D. Hunter (R);0.13707021303681333;0.10975421255844145;0.08156489589660293;0.01840468242000127;0.06865256118950512;0.04789007793152578;0.13669415335632135;0.06936222399082846;0.11993869571183433;0.02871969144319216;0.13496350100218535;0.14038943908186127;0.01398815764219773;0.07485577972046235;0.4040789984591391;0.02454435711896181;0.15788056476569065;0.19833342871091098;0.07952098808203027;0.09263156519950048;Republican
