;subject;predicate;object;score;path
31;William Mattieu Williams;/people/person/place_of_birth;London;5.0;0.23511042046164937
32;Alan Littlejohn;/people/person/place_of_birth;London;5.0;0.11713286197747001
33;Frank Sayers;/people/person/place_of_birth;London;5.0;0.12169100258206222
34;Benjamin Pine;/people/person/place_of_birth;London;5.0;0.09171880871411695
35;John William Mellor;/people/person/place_of_birth;London;5.0;0.12434547308179608
36;Thomas Wroth (politician, 17th century);/people/person/place_of_birth;London;5.0;0.1224186341739196
37;Gerard Hemsworth;/people/person/place_of_birth;London;5.0;
38;Geoffrey Stevens (journalist);/people/person/place_of_birth;London;-1.0;0.09008716752808915
39;Charles Hastings Doyle;/people/person/place_of_birth;London;5.0;0.12353912061519096
40;Richard Corbould;/people/person/place_of_birth;London;5.0;0.1851312422013138
41;Frederic Bayco;/people/person/place_of_birth;London;5.0;0.10492228297654457
42;David Parry (folk musician);/people/person/place_of_birth;London;5.0;0.09783918857976365
43;Mark Stone (baritone);/people/person/place_of_birth;London;5.0;0.12390252098149479
44;James William Wallack;/people/person/place_of_birth;London;5.0;0.11763487700814024
45;Timothy Foote;/people/person/place_of_birth;London;5.0;0.08520553056582006
46;Edward Alfred Cowper;/people/person/place_of_birth;London;5.0;0.1597720149435739
47;Jeremy Holmes;/people/person/place_of_birth;London;5.0;0.11757809492011542
48;Deepa Kaul;/people/person/place_of_birth;London;5.0;0.09678130073921805
49;Thomas E. Wilson;/people/person/place_of_birth;London;-5.0;0.09058626634986028
50;Stephen Griew;/people/person/place_of_birth;London;5.0;0.14508036650559777
51;Thomas Taylor (neoplatonist);/people/person/place_of_birth;London;5.0;0.0914554704207087
52;Henry W. Lee;/people/person/place_of_birth;London;5.0;0.090696702037876
53;Lawrence Walford;/people/person/place_of_birth;London;5.0;0.08691352588508029
54;E. W. Dickes;/people/person/place_of_birth;London;5.0;0.14459873835071727
55;Toby Cockerell;/people/person/place_of_birth;London;5.0;0.09414086180771367
56;Joan Vincent Murray;/people/person/place_of_birth;London;5.0;0.08518679686389596
57;Neil Zakiewicz;/people/person/place_of_birth;London;5.0;0.14522782938947087
58;Arthur Wakefield;/people/person/place_of_birth;London;-5.0;0.1097100590226188
59;Symeon Cosburn;/people/person/place_of_birth;London;5.0;0.09169388398572026
60;Alain de Cadenet;/people/person/place_of_birth;London;5.0;0.10600357558420079
61;Richard West (journalist);/people/person/place_of_birth;London;5.0;0.10424687471258631
62;Desi Williams;/people/person/place_of_birth;London;5.0;0.11701030574414303
63;Malcolm Cecil;/people/person/place_of_birth;London;5.0;
64;Harry Calvert;/people/person/place_of_birth;London;-5.0;0.11530430921515039
65;Charles Ejogo;/people/person/place_of_birth;London;5.0;0.13819531611720745
66;Thomas Adams (musician);/people/person/place_of_birth;London;5.0;
67;Alaric Alexander Watts;/people/person/place_of_birth;London;5.0;0.13051466163610387
68;Victor Henny;/people/person/place_of_birth;London;-3.0;0.14329672388289857
69;Charles Dixon (ornithologist);/people/person/place_of_birth;London;5.0;0.08568676217724013
70;Geoffrey Acland;/people/person/place_of_birth;London;-1.0;0.10275086122378695
71;Tim Benjamin;/people/person/place_of_birth;London;5.0;
72;Henry Neele;/people/person/place_of_birth;London;5.0;
73;George FitzGeorge;/people/person/place_of_birth;London;5.0;0.07740558912412401
74;Thomas Morton Harper;/people/person/place_of_birth;London;5.0;0.17680312565583067
75;Henry Dawe;/people/person/place_of_birth;London;-5.0;0.12578014503341053
76;Matthew Price;/people/person/place_of_birth;London;5.0;0.10366920719173885
77;Laurie Allan;/people/person/place_of_birth;London;5.0;0.0849156167839897
78;John Edwin (1749–1790);/people/person/place_of_birth;London;5.0;0.13302484178158003
79;Edmund Hobhouse;/people/person/place_of_birth;London;5.0;0.11355045398071087
80;Johnny Mowlem;/people/person/place_of_birth;London;5.0;0.09216477694765998
81;Richard Vale;/people/person/place_of_birth;London;5.0;0.10283019329743094
82;Reginald Brett, 2nd Viscount Esher;/people/person/place_of_birth;London;5.0;0.12741099563238578
83;Terry Byrne;/people/person/place_of_birth;London;5.0;0.11608131120813758
84;Antonia Okonma;/people/person/place_of_birth;London;5.0;0.10770984965512126
85;Ursula Hoff;/people/person/place_of_birth;London;5.0;0.15930692730830706
86;Mary Rose Young;/people/person/place_of_birth;London;-5.0;0.09336174613082436
87;Neville Maxwell;/people/person/place_of_birth;London;5.0;0.11156307506460214
88;Steven Alexander;/people/person/place_of_birth;London;5.0;0.0792075676767631
89;Sebastian Dacey;/people/person/place_of_birth;London;5.0;0.10032849559721697
90;George Stone (bishop);/people/person/place_of_birth;London;5.0;0.1958889530814568
91;Alison Waters;/people/person/place_of_birth;London;5.0;0.09017579470250231
92;Robert Bourne (developer);/people/person/place_of_birth;London;5.0;
93;George Georgiou;/people/person/place_of_birth;London;5.0;0.13700834400533077
94;Rhett Davies;/people/person/place_of_birth;London;5.0;0.08337350569961549
95;Zoe McConnell;/people/person/place_of_birth;London;-1.0;
96;David J. Farrar;/people/person/place_of_birth;London;5.0;
97;William Main Page;/people/person/place_of_birth;London;5.0;0.10364964425196865
98;Frank Holl;/people/person/place_of_birth;London;5.0;0.139243555563526
99;Stan Rosenthal;/people/person/place_of_birth;London;5.0;
100;Christopher Hobbs;/people/person/place_of_birth;London;-5.0;
101;John Howard (author);/people/person/place_of_birth;London;5.0;0.07687894754657688
102;John Duncombe (writer);/people/person/place_of_birth;London;5.0;0.0939711046720312
103;Keith Wiggins;/people/person/place_of_birth;London;5.0;0.0668318742170277
104;Algernon Methuen;/people/person/place_of_birth;London;5.0;
105;Jay Neill (actor);/people/person/place_of_birth;London;5.0;
106;Michael Swanton;/people/person/place_of_birth;London;5.0;
107;Peter Dowdeswell;/people/person/place_of_birth;London;5.0;
108;John David Hennessey;/people/person/place_of_birth;London;5.0;0.09540579920978595
109;Cliff Jones (musician);/people/person/place_of_birth;London;5.0;0.1323585048890718
110;Alfred Hackman;/people/person/place_of_birth;London;-5.0;0.11615508164613493
111;Malcolm Wakeford;/people/person/place_of_birth;London;-5.0;0.09637072857319835
112;Robin Gillett;/people/person/place_of_birth;London;5.0;0.2188222496341168
113;David Vaughan (dance archivist);/people/person/place_of_birth;London;5.0;0.11053631888204478
114;William Henry Anderdon;/people/person/place_of_birth;London;5.0;0.11904072730846477
115;Harry Zvi Tabor;/people/person/place_of_birth;London;5.0;0.10583437685121057
116;William Byrne (engraver);/people/person/place_of_birth;London;5.0;0.11050790988752483
117;Thomas Cole (minister);/people/person/place_of_birth;London;-5.0;0.1833076555257124
118;Samuel Verblunsky;/people/person/place_of_birth;London;5.0;0.10884469148184384
119;Janet Coster;/people/person/place_of_birth;London;5.0;0.11550962854559318
120;Graham Reilly;/people/person/place_of_birth;London;3.0;0.07453809101602929
121;Thalia Pellegrini;/people/person/place_of_birth;London;5.0;0.10162605209177832
122;Bertie Felstead;/people/person/place_of_birth;London;5.0;0.13771698936061405
123;Charles Mayo (Anglo-Saxon scholar);/people/person/place_of_birth;London;5.0;0.1281406957351665
124;Abraham Aurelius;/people/person/place_of_birth;London;-3.0;0.14989848800625633
125;Derrick Leon;/people/person/place_of_birth;London;5.0;0.0833628339739547
126;Nick Grosso;/people/person/place_of_birth;London;5.0;0.1760163053245779
127;George Russell French;/people/person/place_of_birth;London;5.0;0.13985559955083574
128;Charles Kennedy Scott;/people/person/place_of_birth;London;-3.0;0.1520313725722687
129;William Emery;/people/person/place_of_birth;London;5.0;0.14434142155566337
130;Andrew Waterman;/people/person/place_of_birth;London;5.0;
131;William Garnett (civil servant);/people/person/place_of_birth;London;5.0;0.12030494658356432
132;Alice Harrison;/people/person/place_of_birth;London;5.0;0.0985973682933469
133;Ethel Merston;/people/person/place_of_birth;London;5.0;0.09816424608096175
134;Wally Stocker;/people/person/place_of_birth;London;5.0;0.0819819145848783
135;Dmitry Grigorieff;/people/person/place_of_birth;London;5.0;0.11686271300350934
136;Gilbert John Arrow;/people/person/place_of_birth;London;5.0;
137;Sampson Low;/people/person/place_of_birth;London;5.0;0.11966043406205368
138;Peter G. Engelman;/people/person/place_of_birth;London;5.0;0.1015800912932539
139;Mark Farmer (actor);/people/person/place_of_birth;London;5.0;0.08821869492081227
140;Joe Daly;/people/person/place_of_birth;London;5.0;0.11022818830821954
141;Isidor Clinton Rubin;/people/person/place_of_birth;London;-3.0;0.10075056595512799
142;Thomas Gerald Room;/people/person/place_of_birth;London;-5.0;0.10627589003621382
143;Mehran Khaghani;/people/person/place_of_birth;London;5.0;
144;Nigel Preston;/people/person/place_of_birth;London;5.0;0.07599183170647361
145;Christopher Headington;/people/person/place_of_birth;London;5.0;0.11399496458030352
146;John Barry (set designer);/people/person/place_of_birth;London;5.0;0.11376555071626313
147;Olivia Poulet;/people/person/place_of_birth;London;5.0;0.10971011688615251
148;Robert Briffault;/people/person/place_of_birth;London;1.0;
149;Michael Jaffé;/people/person/place_of_birth;London;5.0;0.11114543518266029
150;Stephen Atkinson (metallurgist);/people/person/place_of_birth;London;-5.0;0.11149642504548857
151;Barbara C. Freeman;/people/person/place_of_birth;London;-5.0;0.0882776350839708
152;Adrian Bowyer;/people/person/place_of_birth;London;5.0;0.12769298163472478
153;Robb Gravett;/people/person/place_of_birth;London;5.0;0.0924703406527005
154;Steve Laine;/people/person/place_of_birth;London;5.0;0.09342694101493251
155;David Smith (English politician);/people/person/place_of_birth;London;5.0;0.14850512211414743
156;Gordon Jennings Laing;/people/person/place_of_birth;London;-3.0;0.07894333164111397
157;Tom Arnold (politician);/people/person/place_of_birth;London;5.0;
158;Guy de Cointet;/people/person/place_of_birth;Paris;5.0;0.13228325760321824
159;Nick Pugh;/people/person/place_of_birth;Paris;5.0;0.09676054856787686
160;Renaud Gagneux;/people/person/place_of_birth;Paris;5.0;
161;Jean Gallon;/people/person/place_of_birth;Paris;5.0;
162;Jane Bathori;/people/person/place_of_birth;Paris;5.0;
163;Marcel Alexandre Bertrand;/people/person/place_of_birth;Paris;5.0;0.11609494895610696
164;Abel Dimier;/people/person/place_of_birth;Paris;5.0;0.1256976746711737
165;Bernard Cassen;/people/person/place_of_birth;Paris;5.0;
166;René Renoult;/people/person/place_of_birth;Paris;5.0;0.13612790033725672
167;Farid Chopel;/people/person/place_of_birth;Paris;5.0;0.12317163024808359
168;François Maspero;/people/person/place_of_birth;Paris;5.0;0.13948758404796974
169;Thibaut de Reimpré;/people/person/place_of_birth;Paris;5.0;0.129923858736322
170;Charles Collé;/people/person/place_of_birth;Paris;5.0;0.14461876034610283
171;Bertrand Lamarche;/people/person/place_of_birth;Paris;3.0;0.1989203403417436
172;Louis Godin;/people/person/place_of_birth;Paris;5.0;0.13739810210869163
173;Elsa Lunghini;/people/person/place_of_birth;Paris;5.0;0.12062254314054399
174;Lucien Laurent Bonheur;/people/person/place_of_birth;Paris;5.0;0.14494099471424637
175;François-Anne David;/people/person/place_of_birth;Paris;5.0;0.11919136389748726
176;Jean Baptiste Claude Chatelain;/people/person/place_of_birth;Paris;5.0;
177;Gérard Granel;/people/person/place_of_birth;Paris;5.0;0.1506008794348307
178;Martin Malvy;/people/person/place_of_birth;Paris;5.0;0.14935585481037514
179;Claude Piel;/people/person/place_of_birth;Paris;5.0;0.11382570795886465
180;Georges Henri Roger;/people/person/place_of_birth;Paris;5.0;
181;Albert Geouffre de Lapradelle;/people/person/place_of_birth;Paris;5.0;0.1226867904649209
182;Claude Weisz;/people/person/place_of_birth;Paris;5.0;
183;Dominique Sanson;/people/person/place_of_birth;Paris;5.0;0.07905343619177554
184;Armand Toussaint;/people/person/place_of_birth;Paris;5.0;0.14279272280429198
185;Hervé Alphand;/people/person/place_of_birth;Paris;5.0;0.1883672027075792
186;Pierre Lecomte du Noüy;/people/person/place_of_birth;Paris;5.0;0.1377608964372879
187;Alexandre Desgoffe;/people/person/place_of_birth;Paris;5.0;
188;Léonce Alloy;/people/person/place_of_birth;Paris;5.0;0.13857023515220154
189;Catherine Keller (artist);/people/person/place_of_birth;Paris;5.0;
190;Patrick Lemarié;/people/person/place_of_birth;Paris;5.0;0.1025122896051627
191;Émile Lévy;/people/person/place_of_birth;Paris;5.0;0.1302580661149072
192;Pierre Cartellier;/people/person/place_of_birth;Paris;5.0;0.19554301728705628
193;Yves Roucaute;/people/person/place_of_birth;Paris;5.0;0.2440884485693211
194;Marianne Peretti;/people/person/place_of_birth;Paris;5.0;0.1074149680551521
195;Sébastien Denis;/people/person/place_of_birth;Paris;5.0;0.10791928052856165
196;Claude Duflos;/people/person/place_of_birth;Paris;5.0;
197;François Lehideux;/people/person/place_of_birth;Paris;5.0;0.10634141442470608
198;Ibrahim Diarra;/people/person/place_of_birth;Paris;5.0;0.11284946265840341
199;Philippe Risoli;/people/person/place_of_birth;Paris;5.0;0.1104257622404623
200;Ernest Breton;/people/person/place_of_birth;Paris;5.0;0.12869176555587145
201;Serge Collot;/people/person/place_of_birth;Paris;5.0;0.09114813095661231
202;Albert Vizentini;/people/person/place_of_birth;Paris;5.0;0.14374282162085805
203;Hippolyte Cloquet;/people/person/place_of_birth;Paris;-3.0;
204;Antoine Verglas;/people/person/place_of_birth;Paris;5.0;0.1333440512005868
205;Cornélie Falcon;/people/person/place_of_birth;Paris;5.0;0.1591493589951302
206;Hélène Carrère d'Encausse;/people/person/place_of_birth;Paris;5.0;0.11634693649664521
207;Charles Cotin;/people/person/place_of_birth;Paris;5.0;
208;Yvette Giraud;/people/person/place_of_birth;Paris;5.0;0.11212444364338031
209;Nikos Aliagas;/people/person/place_of_birth;Paris;5.0;0.10091024155892377
210;Marc Sangnier;/people/person/place_of_birth;Paris;5.0;0.13916605449865493
211;Georges Hugon;/people/person/place_of_birth;Paris;5.0;0.15370691786813004
212;Ernst Friedrich;/people/person/place_of_birth;Paris;5.0;
213;Marie Nicolas Sylvestre Guillon;/people/person/place_of_birth;Paris;5.0;0.10114696778703647
214;Constant Ferdinand Burille;/people/person/place_of_birth;Paris;3.0;0.10348703461224716
215;Charles Nicholas Aubé;/people/person/place_of_birth;Paris;5.0;
216;Henri de Contenson;/people/person/place_of_birth;Paris;5.0;0.15670673282692554
217;Marthe Chenal;/people/person/place_of_birth;Paris;5.0;0.1776383316617816
218;Jules Louis Lewal;/people/person/place_of_birth;Paris;5.0;0.12856179043154298
219;Frédéric Durieux;/people/person/place_of_birth;Paris;5.0;
220;Henri Nussbaumer;/people/person/place_of_birth;Paris;5.0;0.10428057611041759
221;Robert Lecou;/people/person/place_of_birth;Paris;5.0;0.09408661098358442
222;Alain Ehrenberg;/people/person/place_of_birth;Paris;5.0;0.15090211555314967
223;Jean Noël Hallé;/people/person/place_of_birth;Paris;5.0;0.14205216614770616
224;Léon Gimpel;/people/person/place_of_birth;Paris;5.0;0.13597947262432955
225;David Bret;/people/person/place_of_birth;Paris;5.0;
226;Jules de Gaultier;/people/person/place_of_birth;Paris;5.0;0.12862113588248456
227;Louis Mazetier;/people/person/place_of_birth;Paris;5.0;0.14288110753812372
228;Nicolas Colibert;/people/person/place_of_birth;Paris;5.0;
229;Julien Noël Costantin;/people/person/place_of_birth;Paris;-3.0;0.2215739483482076
230;Jeanne Deroin;/people/person/place_of_birth;Paris;5.0;0.11075010024555704
231;Theophilus de Garencières;/people/person/place_of_birth;Paris;5.0;0.10292633213486835
232;François Pourfour du Petit;/people/person/place_of_birth;Paris;-1.0;
233;René Mayer;/people/person/place_of_birth;Paris;5.0;0.09114989053420036
234;Françoise Claustre;/people/person/place_of_birth;Paris;5.0;0.15033500795157193
235;Florent Fidèle Constant Bourgeois;/people/person/place_of_birth;Paris;5.0;0.12447023182326157
236;Jean Cotelle;/people/person/place_of_birth;Paris;5.0;0.10348402202390221
237;Adolphe Cohn;/people/person/place_of_birth;Paris;5.0;0.17056106496600995
238;Jacques d'Agar;/people/person/place_of_birth;Paris;5.0;0.11448295544657457
239;André Léri;/people/person/place_of_birth;Paris;5.0;0.14340493670252613
240;Laurent Boyer;/people/person/place_of_birth;Paris;5.0;0.10631690148151729
241;Gabriel Bertrand;/people/person/place_of_birth;Paris;5.0;0.12598198136428645
242;Germinal Pierre Dandelin;/people/person/place_of_birth;Paris;-3.0;0.10837367661397027
243;Henry Lerolle;/people/person/place_of_birth;Paris;5.0;0.1363738303991477
244;Louis Dorléans;/people/person/place_of_birth;Paris;5.0;0.1476154653555056
245;Paul Lacroix;/people/person/place_of_birth;Paris;5.0;0.1431733044980664
246;Yannick Pouliot;/people/person/place_of_birth;Paris;5.0;
247;Christelle Lefranc;/people/person/place_of_birth;Paris;1.0;0.11659040614799455
248;Lola Artôt de Padilla;/people/person/place_of_birth;Paris;-5.0;0.12342948978975318
249;Jacques Autreau;/people/person/place_of_birth;Paris;5.0;0.0961906285909167
250;Hugues Krafft;/people/person/place_of_birth;Paris;5.0;0.1058158101082154
251;Dumont de Montigny;/people/person/place_of_birth;Paris;5.0;0.12813037554566137
252;Pierre Joxe;/people/person/place_of_birth;Paris;5.0;0.12285682792831681
253;Mathieu Blin;/people/person/place_of_birth;Paris;5.0;
254;Joseph Naudet;/people/person/place_of_birth;Paris;-3.0;
255;Noël Gallon;/people/person/place_of_birth;Paris;5.0;
256;Alfred Darjou;/people/person/place_of_birth;Paris;5.0;0.11782790149008976
257;Michio Ihara;/people/person/place_of_birth;Paris;5.0;0.12225659048756324
258;Henri Perreyve;/people/person/place_of_birth;Paris;5.0;0.238139868978893
259;Leon Athanese Gosselin;/people/person/place_of_birth;Paris;3.0;0.14440812820868199
260;Eugène Brieux;/people/person/place_of_birth;Paris;5.0;
261;Jan Bull;/people/person/place_of_birth;Paris;5.0;0.08672537553800107
262;Morris Bear Squire;/people/person/place_of_birth;Chicago;5.0;0.11540048978205175
263;Johanna Meier;/people/person/place_of_birth;Chicago;5.0;0.137106253567018
264;James Adler;/people/person/place_of_birth;Chicago;5.0;0.0704971873488289
265;Wolfgang Baur;/people/person/place_of_birth;Chicago;5.0;0.08875121763242258
266;Paul Willis (actor);/people/person/place_of_birth;Chicago;5.0;0.08689639937540339
267;Al Cotey;/people/person/place_of_birth;Chicago;5.0;0.13583203164556554
268;Arthur Yoria;/people/person/place_of_birth;Chicago;5.0;0.09473627431604648
269;Thomas R. Fitzgerald;/people/person/place_of_birth;Chicago;5.0;
270;Kip King;/people/person/place_of_birth;Chicago;5.0;0.0879142263712129
271;Wallace Bishop;/people/person/place_of_birth;Chicago;5.0;0.09257485269085375
272;Raymond Monsour Scurfield;/people/person/place_of_birth;Chicago;5.0;0.1118691554897268
273;Carl R. Chindblom;/people/person/place_of_birth;Chicago;5.0;0.21020340258770656
274;Mary Jayne Gold;/people/person/place_of_birth;Chicago;5.0;0.10989303047907457
275;Axel Leonard Melander;/people/person/place_of_birth;Chicago;5.0;0.1158187960779129
276;Dino Wells;/people/person/place_of_birth;Chicago;5.0;0.0765116256787956
277;Joe Zakas;/people/person/place_of_birth;Chicago;5.0;0.11467345036887636
278;Tim McGill;/people/person/place_of_birth;Chicago;5.0;0.11140018386394847
279;Ron Westrum;/people/person/place_of_birth;Chicago;5.0;
280;Raymond R. Schumacher;/people/person/place_of_birth;Chicago;5.0;0.21339167523721517
281;Jack Petticord;/people/person/place_of_birth;Chicago;5.0;0.09251940702119482
282;Robert E. Merriam;/people/person/place_of_birth;Chicago;5.0;0.16334749105715246
283;Phillip Jackson (American politician);/people/person/place_of_birth;Chicago;5.0;0.22754413670050352
284;David Schrader;/people/person/place_of_birth;Chicago;5.0;0.10149970548463778
285;Charlene McMann;/people/person/place_of_birth;Chicago;5.0;0.15319796003501052
286;Brian Bram;/people/person/place_of_birth;Chicago;5.0;0.09253917267508048
287;No I.D.;/people/person/place_of_birth;Chicago;3.0;0.09580930420815092
288;Ed Rossbach;/people/person/place_of_birth;Chicago;5.0;0.11361153845073271
289;Stewart G. Honeck;/people/person/place_of_birth;Chicago;5.0;0.12947169097169514
290;Rick Holbrook;/people/person/place_of_birth;Chicago;5.0;0.09624205484007764
291;Frank Kaderabek;/people/person/place_of_birth;Chicago;5.0;0.1037894180715011
292;Dean Richards (reporter);/people/person/place_of_birth;Chicago;-1.0;0.1530293638259301
293;Steve Bjorklund;/people/person/place_of_birth;Chicago;5.0;0.17343618374873407
294;Leslie Allen (racing driver);/people/person/place_of_birth;Chicago;5.0;0.13220367623585028
295;James Burnham;/people/person/place_of_birth;Chicago;5.0;0.12012362243300582
296;Ruth Fuller Sasaki;/people/person/place_of_birth;Chicago;5.0;0.09399550239514329
297;Bernard Brodie (military strategist);/people/person/place_of_birth;Chicago;5.0;0.11261443678814062
298;William Kraft;/people/person/place_of_birth;Chicago;5.0;
299;Louis Antonelli;/people/person/place_of_birth;Chicago;5.0;0.1382658814167117
300;Dennis Rea;/people/person/place_of_birth;Chicago;5.0;0.09643755821024888
301;Nick Dranias;/people/person/place_of_birth;Chicago;5.0;
302;Mary Lou Munts;/people/person/place_of_birth;Chicago;5.0;0.12410689683943844
303;Joel Honig;/people/person/place_of_birth;Chicago;5.0;0.10604335976374266
304;Daniel M. Hausman;/people/person/place_of_birth;Chicago;5.0;0.10228754001820406
305;Michael Colgrass;/people/person/place_of_birth;Chicago;5.0;0.11299938124358436
306;John Mann Goggin;/people/person/place_of_birth;Chicago;5.0;0.09687976579017889
307;Fenton Johnson (poet);/people/person/place_of_birth;Chicago;5.0;0.13309640698317415
308;Donald Kalish;/people/person/place_of_birth;Chicago;5.0;0.09398277315834978
309;Lowrell Simon;/people/person/place_of_birth;Chicago;5.0;0.10416436173492101
310;Jacques Benedict;/people/person/place_of_birth;Chicago;5.0;0.10062472143886939
311;Steve Miller (athletics);/people/person/place_of_birth;Chicago;5.0;0.13636914977813244
312;Bill Barminski;/people/person/place_of_birth;Chicago;5.0;
313;Vincent A. Mahler;/people/person/place_of_birth;Chicago;3.0;0.13426630503632725
314;Nathan B. Spingold;/people/person/place_of_birth;Chicago;5.0;
315;Paul Conway (archivist);/people/person/place_of_birth;Chicago;5.0;0.10084489841650399
316;William Francis Whitman, Jr.;/people/person/place_of_birth;Chicago;5.0;0.13260753656929009
317;Wendy White (mezzo-soprano);/people/person/place_of_birth;Chicago;5.0;0.12589294203915047
318;Byron Morrow;/people/person/place_of_birth;Chicago;5.0;0.09008522998830613
319;Francis Davis;/people/person/place_of_birth;Philadelphia;5.0;0.1052245596862509
320;Jim Boyd (actor);/people/person/place_of_birth;Philadelphia;5.0;0.09958328824657159
321;Spencer Wishart;/people/person/place_of_birth;Philadelphia;5.0;0.10960999709823044
322;Daniel Spielman;/people/person/place_of_birth;Philadelphia;5.0;0.1204761994142935
323;Joel Myers;/people/person/place_of_birth;Philadelphia;-5.0;0.10621433435616301
324;Edwin Milton Abbott;/people/person/place_of_birth;Philadelphia;5.0;0.13159964420418574
325;Festus Walters;/people/person/place_of_birth;Philadelphia;1.0;0.15864589051536615
326;Freddy Winnai;/people/person/place_of_birth;Philadelphia;5.0;0.16706347620209847
327;Harrison Allen;/people/person/place_of_birth;Philadelphia;5.0;0.10905456456280367
328;Benjamin Franklin Bache (journalist);/people/person/place_of_birth;Philadelphia;-3.0;0.11929903746684177
329;Johnny Zito;/people/person/place_of_birth;Philadelphia;-3.0;0.10026753321915736
330;Tom Mattera;/people/person/place_of_birth;Philadelphia;5.0;0.1264404433115539
331;Jeff Chandler (boxer);/people/person/place_of_birth;Philadelphia;5.0;0.08605551646054839
332;Dick Stockton;/people/person/place_of_birth;Philadelphia;5.0;0.1055113675629106
333;Stanley Corrsin;/people/person/place_of_birth;Philadelphia;5.0;0.08230833213498413
334;James Zug;/people/person/place_of_birth;Philadelphia;5.0;0.11990844782438634
335;Richie Dent;/people/person/place_of_birth;Philadelphia;5.0;
336;Andrew Repasky McElhinney;/people/person/place_of_birth;Philadelphia;5.0;0.11325440450791284
337;Gloria Mann;/people/person/place_of_birth;Philadelphia;5.0;0.10875153163882138
338;Tony Trov;/people/person/place_of_birth;Philadelphia;-5.0;0.10425993284554425
339;Sasha Neulinger;/people/person/place_of_birth;Philadelphia;5.0;0.08969166426419262
340;Bernie Lowe;/people/person/place_of_birth;Philadelphia;5.0;0.11205365483002576
341;Stanley Sporkin;/people/person/place_of_birth;Philadelphia;5.0;0.13204312291796239
342;Leon Bass;/people/person/place_of_birth;Philadelphia;5.0;0.14132913860467822
343;Thomas Pole;/people/person/place_of_birth;Philadelphia;5.0;0.11003709598923525
344;Barry Lee Myers;/people/person/place_of_birth;Philadelphia;-3.0;0.10953152158213778
345;Gregory V. Palmer;/people/person/place_of_birth;Philadelphia;5.0;0.10374904573162712
346;Dave Mazzoni;/people/person/place_of_birth;Philadelphia;5.0;0.12009731919505306
347;Edwin E. Wagner;/people/person/place_of_birth;Philadelphia;5.0;0.07949748289904406
348;Frank J. Webb;/people/person/place_of_birth;Philadelphia;5.0;0.15775291544959147
349;Lawrence Townsend;/people/person/place_of_birth;Philadelphia;5.0;0.12959828104770446
350;Lou Stein;/people/person/place_of_birth;Philadelphia;5.0;0.08292857811818331
351;Terry Smith (radio);/people/person/place_of_birth;Philadelphia;-3.0;0.09013078357524447
352;Graham Salisbury;/people/person/place_of_birth;Philadelphia;5.0;
353;Henry Taylor (boxer);/people/person/place_of_birth;Philadelphia;5.0;
354;Thomas Wright Rudderow;/people/person/place_of_birth;Philadelphia;5.0;0.10898995683008664
355;Susan Denin;/people/person/place_of_birth;Philadelphia;5.0;0.16696283623696215
356;Seymour S. Kety;/people/person/place_of_birth;Philadelphia;-3.0;
