;subject;predicate;object;score;path
274;Mary Jayne Gold;/people/person/place_of_birth;Chicago;5.0;0.04200538101618343
275;Axel Leonard Melander;/people/person/place_of_birth;Chicago;5.0;0.032654408528323714
276;Dino Wells;/people/person/place_of_birth;Chicago;5.0;0.03178187184579411
277;Joe Zakas;/people/person/place_of_birth;Chicago;5.0;0.03994748457397374
278;Tim McGill;/people/person/place_of_birth;Chicago;5.0;0.04129747236712471
279;Ron Westrum;/people/person/place_of_birth;Chicago;5.0;
280;Raymond R. Schumacher;/people/person/place_of_birth;Chicago;5.0;0.04602754715768398
281;Jack Petticord;/people/person/place_of_birth;Chicago;5.0;0.02613297118307523
282;Robert E. Merriam;/people/person/place_of_birth;Chicago;5.0;0.04600038212625981
283;Phillip Jackson (American politician);/people/person/place_of_birth;Chicago;5.0;0.032331759655715865
284;David Schrader;/people/person/place_of_birth;Chicago;5.0;0.04200538101618343
285;Charlene McMann;/people/person/place_of_birth;Chicago;5.0;0.03053424817374706
286;Brian Bram;/people/person/place_of_birth;Chicago;5.0;0.04434928753021033
287;No I.D.;/people/person/place_of_birth;Chicago;3.0;0.04200538101618343
288;Ed Rossbach;/people/person/place_of_birth;Chicago;5.0;0.035901036015173936
289;Stewart G. Honeck;/people/person/place_of_birth;Chicago;5.0;0.02613297118307523
290;Rick Holbrook;/people/person/place_of_birth;Chicago;5.0;0.032654408528323714
291;Frank Kaderabek;/people/person/place_of_birth;Chicago;5.0;0.03334110819873088
292;Dean Richards (reporter);/people/person/place_of_birth;Chicago;-1.0;0.032654408528323714
293;Steve Bjorklund;/people/person/place_of_birth;Chicago;5.0;0.032654408528323714
294;Leslie Allen (racing driver);/people/person/place_of_birth;Chicago;5.0;0.03833208758858298
295;James Burnham;/people/person/place_of_birth;Chicago;5.0;0.04523999918506107
296;Ruth Fuller Sasaki;/people/person/place_of_birth;Chicago;5.0;0.02613297118307523
297;Bernard Brodie (military strategist);/people/person/place_of_birth;Chicago;5.0;0.04200538101618343
298;William Kraft;/people/person/place_of_birth;Chicago;5.0;
299;Louis Antonelli;/people/person/place_of_birth;Chicago;5.0;0.04200538101618343
300;Dennis Rea;/people/person/place_of_birth;Chicago;5.0;0.04614564656035918
301;Nick Dranias;/people/person/place_of_birth;Chicago;5.0;
302;Mary Lou Munts;/people/person/place_of_birth;Chicago;5.0;0.02613297118307523
303;Joel Honig;/people/person/place_of_birth;Chicago;5.0;0.04818282842882995
304;Daniel M. Hausman;/people/person/place_of_birth;Chicago;5.0;0.0497410635813204
305;Michael Colgrass;/people/person/place_of_birth;Chicago;5.0;0.044108176529861855
306;John Mann Goggin;/people/person/place_of_birth;Chicago;5.0;0.035284887703877534
307;Fenton Johnson (poet);/people/person/place_of_birth;Chicago;5.0;0.04200538101618343
308;Donald Kalish;/people/person/place_of_birth;Chicago;5.0;0.032654408528323714
309;Lowrell Simon;/people/person/place_of_birth;Chicago;5.0;0.02613297118307523
310;Jacques Benedict;/people/person/place_of_birth;Chicago;5.0;0.02923971500587539
311;Steve Miller (athletics);/people/person/place_of_birth;Chicago;5.0;0.04200538101618343
312;Bill Barminski;/people/person/place_of_birth;Chicago;5.0;
313;Vincent A. Mahler;/people/person/place_of_birth;Chicago;3.0;0.030864403157096192
314;Nathan B. Spingold;/people/person/place_of_birth;Chicago;5.0;
315;Paul Conway (archivist);/people/person/place_of_birth;Chicago;5.0;0.037321923626397246
316;William Francis Whitman, Jr.;/people/person/place_of_birth;Chicago;5.0;0.03344353509158133
317;Wendy White (mezzo-soprano);/people/person/place_of_birth;Chicago;5.0;0.029369422768073722
318;Byron Morrow;/people/person/place_of_birth;Chicago;5.0;0.04364178500946965
319;Francis Davis;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
320;Jim Boyd (actor);/people/person/place_of_birth;Philadelphia;5.0;0.033682514418313256
321;Spencer Wishart;/people/person/place_of_birth;Philadelphia;5.0;0.031116496596393133
322;Daniel Spielman;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
323;Joel Myers;/people/person/place_of_birth;Philadelphia;-5.0;0.0427864996027623
324;Edwin Milton Abbott;/people/person/place_of_birth;Philadelphia;5.0;0.027792350374390394
325;Festus Walters;/people/person/place_of_birth;Philadelphia;1.0;0.04662193404896192
326;Freddy Winnai;/people/person/place_of_birth;Philadelphia;5.0;0.033682514418313256
327;Harrison Allen;/people/person/place_of_birth;Philadelphia;5.0;0.027792350374390394
328;Benjamin Franklin Bache (journalist);/people/person/place_of_birth;Philadelphia;-3.0;0.04852252622448404
329;Johnny Zito;/people/person/place_of_birth;Philadelphia;-3.0;0.050774190728087705
330;Tom Mattera;/people/person/place_of_birth;Philadelphia;5.0;0.05059820909454007
331;Jeff Chandler (boxer);/people/person/place_of_birth;Philadelphia;5.0;0.033682514418313256
332;Dick Stockton;/people/person/place_of_birth;Philadelphia;5.0;0.048474613457338486
333;Stanley Corrsin;/people/person/place_of_birth;Philadelphia;5.0;0.027792350374390394
334;James Zug;/people/person/place_of_birth;Philadelphia;5.0;0.033682514418313256
335;Richie Dent;/people/person/place_of_birth;Philadelphia;5.0;
336;Andrew Repasky McElhinney;/people/person/place_of_birth;Philadelphia;5.0;0.03903943923312513
337;Gloria Mann;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
338;Tony Trov;/people/person/place_of_birth;Philadelphia;-5.0;0.050774190728087705
339;Sasha Neulinger;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
340;Bernie Lowe;/people/person/place_of_birth;Philadelphia;5.0;0.04701166450335737
341;Stanley Sporkin;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
342;Leon Bass;/people/person/place_of_birth;Philadelphia;5.0;0.04464694336663415
343;Thomas Pole;/people/person/place_of_birth;Philadelphia;5.0;0.04852252622448404
344;Barry Lee Myers;/people/person/place_of_birth;Philadelphia;-3.0;0.03750219134823739
345;Gregory V. Palmer;/people/person/place_of_birth;Philadelphia;5.0;0.027792350374390394
346;Dave Mazzoni;/people/person/place_of_birth;Philadelphia;5.0;0.05059820909454007
347;Edwin E. Wagner;/people/person/place_of_birth;Philadelphia;5.0;0.031182151371862803
348;Frank J. Webb;/people/person/place_of_birth;Philadelphia;5.0;0.05018332679165564
349;Lawrence Townsend;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
350;Lou Stein;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
351;Terry Smith (radio);/people/person/place_of_birth;Philadelphia;-3.0;0.027792350374390394
352;Graham Salisbury;/people/person/place_of_birth;Philadelphia;5.0;
353;Henry Taylor (boxer);/people/person/place_of_birth;Philadelphia;5.0;
354;Thomas Wright Rudderow;/people/person/place_of_birth;Philadelphia;5.0;0.0427864996027623
355;Susan Denin;/people/person/place_of_birth;Philadelphia;5.0;0.031116496596393133
356;Seymour S. Kety;/people/person/place_of_birth;Philadelphia;-3.0;
