;subject;predicate;object;score;path
119;Janet Coster;/people/person/place_of_birth;London;5.0;0.0950570908222664
120;Graham Reilly;/people/person/place_of_birth;London;3.0;0.0485682796785464
121;Thalia Pellegrini;/people/person/place_of_birth;London;5.0;0.0807839452212971
122;Bertie Felstead;/people/person/place_of_birth;London;5.0;0.11771944102906529
123;Charles Mayo (Anglo-Saxon scholar);/people/person/place_of_birth;London;5.0;0.1050590589412008
124;Abraham Aurelius;/people/person/place_of_birth;London;-3.0;0.12752587438439295
125;Derrick Leon;/people/person/place_of_birth;London;5.0;0.05698936529922328
126;Nick Grosso;/people/person/place_of_birth;London;5.0;0.15075916231409542
127;George Russell French;/people/person/place_of_birth;London;5.0;0.12343646980708006
128;Charles Kennedy Scott;/people/person/place_of_birth;London;-3.0;0.1301758520244502
129;William Emery;/people/person/place_of_birth;London;5.0;0.12007706084617895
130;Andrew Waterman;/people/person/place_of_birth;London;5.0;
131;William Garnett (civil servant);/people/person/place_of_birth;London;5.0;0.09520182451236628
132;Alice Harrison;/people/person/place_of_birth;London;5.0;0.07685782813384054
133;Ethel Merston;/people/person/place_of_birth;London;5.0;0.07443956809958993
134;Wally Stocker;/people/person/place_of_birth;London;5.0;0.05728682227186559
135;Dmitry Grigorieff;/people/person/place_of_birth;London;5.0;0.0924096071746066
136;Gilbert John Arrow;/people/person/place_of_birth;London;5.0;
137;Sampson Low;/people/person/place_of_birth;London;5.0;0.09542910352638916
138;Peter G. Engelman;/people/person/place_of_birth;London;5.0;0.07666730508941297
139;Mark Farmer (actor);/people/person/place_of_birth;London;5.0;0.06433081177558292
140;Joe Daly;/people/person/place_of_birth;London;5.0;0.08189747579079092
141;Isidor Clinton Rubin;/people/person/place_of_birth;London;-3.0;0.07324631555523528
142;Thomas Gerald Room;/people/person/place_of_birth;London;-5.0;0.08557700596719778
143;Mehran Khaghani;/people/person/place_of_birth;London;5.0;
144;Nigel Preston;/people/person/place_of_birth;London;5.0;0.053878092541658554
145;Christopher Headington;/people/person/place_of_birth;London;5.0;0.0935049601876499
146;John Barry (set designer);/people/person/place_of_birth;London;5.0;0.09038849685635861
147;Olivia Poulet;/people/person/place_of_birth;London;5.0;0.08910814291239343
148;Robert Briffault;/people/person/place_of_birth;London;1.0;
149;Michael Jaffé;/people/person/place_of_birth;London;5.0;0.09058200605209646
150;Stephen Atkinson (metallurgist);/people/person/place_of_birth;London;-5.0;0.09251350110530837
151;Barbara C. Freeman;/people/person/place_of_birth;London;-5.0;0.07420586604701115
152;Adrian Bowyer;/people/person/place_of_birth;London;5.0;0.10171572273889108
153;Robb Gravett;/people/person/place_of_birth;London;5.0;0.06744534925303017
154;Steve Laine;/people/person/place_of_birth;London;5.0;0.07191398268134357
155;David Smith (English politician);/people/person/place_of_birth;London;5.0;0.13164171039618228
156;Gordon Jennings Laing;/people/person/place_of_birth;London;-3.0;0.056952102139482166
157;Tom Arnold (politician);/people/person/place_of_birth;London;5.0;
158;Guy de Cointet;/people/person/place_of_birth;Paris;5.0;0.11732836324623702
159;Nick Pugh;/people/person/place_of_birth;Paris;5.0;0.07283430640404565
160;Renaud Gagneux;/people/person/place_of_birth;Paris;5.0;
161;Jean Gallon;/people/person/place_of_birth;Paris;5.0;
162;Jane Bathori;/people/person/place_of_birth;Paris;5.0;
163;Marcel Alexandre Bertrand;/people/person/place_of_birth;Paris;5.0;0.09058534551578923
164;Abel Dimier;/people/person/place_of_birth;Paris;5.0;0.10042704208422004
165;Bernard Cassen;/people/person/place_of_birth;Paris;5.0;
166;René Renoult;/people/person/place_of_birth;Paris;5.0;0.11108118240179865
167;Farid Chopel;/people/person/place_of_birth;Paris;5.0;0.09784157067176644
168;François Maspero;/people/person/place_of_birth;Paris;5.0;0.11450662002475201
169;Thibaut de Reimpré;/people/person/place_of_birth;Paris;5.0;0.10037685572901406
170;Charles Collé;/people/person/place_of_birth;Paris;5.0;0.11973310631760918
171;Bertrand Lamarche;/people/person/place_of_birth;Paris;3.0;0.17465118361626208
172;Louis Godin;/people/person/place_of_birth;Paris;5.0;0.11237657365154365
173;Elsa Lunghini;/people/person/place_of_birth;Paris;5.0;0.09523014282458814
174;Lucien Laurent Bonheur;/people/person/place_of_birth;Paris;5.0;0.11668781462776098
175;François-Anne David;/people/person/place_of_birth;Paris;5.0;0.09441343551692348
176;Jean Baptiste Claude Chatelain;/people/person/place_of_birth;Paris;5.0;
177;Gérard Granel;/people/person/place_of_birth;Paris;5.0;0.13131445873760297
178;Martin Malvy;/people/person/place_of_birth;Paris;5.0;0.12600065089426604
179;Claude Piel;/people/person/place_of_birth;Paris;5.0;0.08672039220707864
180;Georges Henri Roger;/people/person/place_of_birth;Paris;5.0;
181;Albert Geouffre de Lapradelle;/people/person/place_of_birth;Paris;5.0;0.10121159472349683
182;Claude Weisz;/people/person/place_of_birth;Paris;5.0;
183;Dominique Sanson;/people/person/place_of_birth;Paris;5.0;0.05198998126597601
184;Armand Toussaint;/people/person/place_of_birth;Paris;5.0;0.11835223200706457
185;Hervé Alphand;/people/person/place_of_birth;Paris;5.0;0.169626078454136
186;Pierre Lecomte du Noüy;/people/person/place_of_birth;Paris;5.0;0.11178828700505725
187;Alexandre Desgoffe;/people/person/place_of_birth;Paris;5.0;
188;Léonce Alloy;/people/person/place_of_birth;Paris;5.0;0.11357159302874789
189;Catherine Keller (artist);/people/person/place_of_birth;Paris;5.0;
190;Patrick Lemarié;/people/person/place_of_birth;Paris;5.0;0.07853549561246771
191;Émile Lévy;/people/person/place_of_birth;Paris;5.0;0.10508931654251746
192;Pierre Cartellier;/people/person/place_of_birth;Paris;5.0;0.17926831704268587
193;Yves Roucaute;/people/person/place_of_birth;Paris;5.0;0.22532710648127843
194;Marianne Peretti;/people/person/place_of_birth;Paris;5.0;0.08850902372072923
195;Sébastien Denis;/people/person/place_of_birth;Paris;5.0;0.08217320090513891
196;Claude Duflos;/people/person/place_of_birth;Paris;5.0;
197;François Lehideux;/people/person/place_of_birth;Paris;5.0;0.07594513092810365
198;Ibrahim Diarra;/people/person/place_of_birth;Paris;5.0;0.08725015416608875
199;Philippe Risoli;/people/person/place_of_birth;Paris;5.0;0.08475599073201659
200;Ernest Breton;/people/person/place_of_birth;Paris;5.0;0.10099146341389292
201;Serge Collot;/people/person/place_of_birth;Paris;5.0;0.06308518109573626
202;Albert Vizentini;/people/person/place_of_birth;Paris;5.0;0.12161043643446272
203;Hippolyte Cloquet;/people/person/place_of_birth;Paris;-3.0;
204;Antoine Verglas;/people/person/place_of_birth;Paris;5.0;0.11031566250464567
205;Cornélie Falcon;/people/person/place_of_birth;Paris;5.0;0.13068327313317027
206;Hélène Carrère d'Encausse;/people/person/place_of_birth;Paris;5.0;0.09084408987553998
207;Charles Cotin;/people/person/place_of_birth;Paris;5.0;
208;Yvette Giraud;/people/person/place_of_birth;Paris;5.0;0.08650438268601533
209;Nikos Aliagas;/people/person/place_of_birth;Paris;5.0;0.07492913527632292
210;Marc Sangnier;/people/person/place_of_birth;Paris;5.0;0.11139963534059452
211;Georges Hugon;/people/person/place_of_birth;Paris;5.0;0.13730741672236074
212;Ernst Friedrich;/people/person/place_of_birth;Paris;5.0;
213;Marie Nicolas Sylvestre Guillon;/people/person/place_of_birth;Paris;5.0;0.0729122937957812
214;Constant Ferdinand Burille;/people/person/place_of_birth;Paris;3.0;0.07339707402157267
215;Charles Nicholas Aubé;/people/person/place_of_birth;Paris;5.0;
216;Henri de Contenson;/people/person/place_of_birth;Paris;5.0;0.1317021332807454
217;Marthe Chenal;/people/person/place_of_birth;Paris;5.0;0.15487711132557538
218;Jules Louis Lewal;/people/person/place_of_birth;Paris;5.0;0.10476174741539519
219;Frédéric Durieux;/people/person/place_of_birth;Paris;5.0;
220;Henri Nussbaumer;/people/person/place_of_birth;Paris;5.0;0.08395112320251841
221;Robert Lecou;/people/person/place_of_birth;Paris;5.0;0.06783806011893945
222;Alain Ehrenberg;/people/person/place_of_birth;Paris;5.0;0.12431576029454437
223;Jean Noël Hallé;/people/person/place_of_birth;Paris;5.0;0.12528860993248664
224;Léon Gimpel;/people/person/place_of_birth;Paris;5.0;0.10684498828655226
225;David Bret;/people/person/place_of_birth;Paris;5.0;
226;Jules de Gaultier;/people/person/place_of_birth;Paris;5.0;0.09988004630382111
227;Louis Mazetier;/people/person/place_of_birth;Paris;5.0;0.12056765094006286
228;Nicolas Colibert;/people/person/place_of_birth;Paris;5.0;
229;Julien Noël Costantin;/people/person/place_of_birth;Paris;-3.0;0.20298314809133408
230;Jeanne Deroin;/people/person/place_of_birth;Paris;5.0;0.08530714827209557
231;Theophilus de Garencières;/people/person/place_of_birth;Paris;5.0;0.07701643276810495
232;François Pourfour du Petit;/people/person/place_of_birth;Paris;-1.0;
233;René Mayer;/people/person/place_of_birth;Paris;5.0;0.06292401180999263
234;Françoise Claustre;/people/person/place_of_birth;Paris;5.0;0.12554900190128687
235;Florent Fidèle Constant Bourgeois;/people/person/place_of_birth;Paris;5.0;0.10772438029122436
236;Jean Cotelle;/people/person/place_of_birth;Paris;5.0;0.07423882335955069
237;Adolphe Cohn;/people/person/place_of_birth;Paris;5.0;0.1486661947871377
238;Jacques d'Agar;/people/person/place_of_birth;Paris;5.0;0.09296176711142541
239;André Léri;/people/person/place_of_birth;Paris;5.0;0.12149597061689006
240;Laurent Boyer;/people/person/place_of_birth;Paris;5.0;0.08052005316931812
241;Gabriel Bertrand;/people/person/place_of_birth;Paris;5.0;0.10451264875835736
242;Germinal Pierre Dandelin;/people/person/place_of_birth;Paris;-3.0;0.08919023922229716
243;Henry Lerolle;/people/person/place_of_birth;Paris;5.0;0.12245010786332888
244;Louis Dorléans;/people/person/place_of_birth;Paris;5.0;0.12278285825286397
245;Paul Lacroix;/people/person/place_of_birth;Paris;5.0;0.11747558760464617
246;Yannick Pouliot;/people/person/place_of_birth;Paris;5.0;
247;Christelle Lefranc;/people/person/place_of_birth;Paris;1.0;0.09474064163632312
248;Lola Artôt de Padilla;/people/person/place_of_birth;Paris;-5.0;0.09806830411904548
249;Jacques Autreau;/people/person/place_of_birth;Paris;5.0;0.0686165660832404
250;Hugues Krafft;/people/person/place_of_birth;Paris;5.0;0.07854502462514767
251;Dumont de Montigny;/people/person/place_of_birth;Paris;5.0;0.10653950645502708
252;Pierre Joxe;/people/person/place_of_birth;Paris;5.0;0.09887634303080275
253;Mathieu Blin;/people/person/place_of_birth;Paris;5.0;
254;Joseph Naudet;/people/person/place_of_birth;Paris;-3.0;
255;Noël Gallon;/people/person/place_of_birth;Paris;5.0;
256;Alfred Darjou;/people/person/place_of_birth;Paris;5.0;0.09352220494130886
257;Michio Ihara;/people/person/place_of_birth;Paris;5.0;0.09982384289403176
258;Henri Perreyve;/people/person/place_of_birth;Paris;5.0;0.214910051954881
259;Leon Athanese Gosselin;/people/person/place_of_birth;Paris;3.0;0.12439384891151185
260;Eugène Brieux;/people/person/place_of_birth;Paris;5.0;
261;Jan Bull;/people/person/place_of_birth;Paris;5.0;0.056286861088428355
262;Morris Bear Squire;/people/person/place_of_birth;Chicago;5.0;0.09336588822081444
263;Johanna Meier;/people/person/place_of_birth;Chicago;5.0;0.10930113355168272
264;James Adler;/people/person/place_of_birth;Chicago;5.0;0.046693813458612204
265;Wolfgang Baur;/people/person/place_of_birth;Chicago;5.0;0.0655814273304361
266;Paul Willis (actor);/people/person/place_of_birth;Chicago;5.0;0.06360581210659302
267;Al Cotey;/people/person/place_of_birth;Chicago;5.0;0.10940085696595551
268;Arthur Yoria;/people/person/place_of_birth;Chicago;5.0;0.07311831840201032
269;Thomas R. Fitzgerald;/people/person/place_of_birth;Chicago;5.0;
270;Kip King;/people/person/place_of_birth;Chicago;5.0;0.05972593251518282
271;Wallace Bishop;/people/person/place_of_birth;Chicago;5.0;0.069628026581347
272;Raymond Monsour Scurfield;/people/person/place_of_birth;Chicago;5.0;0.08957248949441539
273;Carl R. Chindblom;/people/person/place_of_birth;Chicago;5.0;0.18976425789430348
274;Mary Jayne Gold;/people/person/place_of_birth;Chicago;5.0;0.08768249084705024
275;Axel Leonard Melander;/people/person/place_of_birth;Chicago;5.0;0.08885912925325717
276;Dino Wells;/people/person/place_of_birth;Chicago;5.0;0.04645592252243837
277;Joe Zakas;/people/person/place_of_birth;Chicago;5.0;0.09365006382205607
278;Tim McGill;/people/person/place_of_birth;Chicago;5.0;0.08904661214392881
279;Ron Westrum;/people/person/place_of_birth;Chicago;5.0;
280;Raymond R. Schumacher;/people/person/place_of_birth;Chicago;5.0;0.1954402681915774
281;Jack Petticord;/people/person/place_of_birth;Chicago;5.0;0.0688624896036465
282;Robert E. Merriam;/people/person/place_of_birth;Chicago;5.0;0.14494649091134276
283;Phillip Jackson (American politician);/people/person/place_of_birth;Chicago;5.0;0.20224481144268117
284;David Schrader;/people/person/place_of_birth;Chicago;5.0;0.07897526451159902
285;Charlene McMann;/people/person/place_of_birth;Chicago;5.0;0.12566680207336234
286;Brian Bram;/people/person/place_of_birth;Chicago;5.0;0.07147584070983048
287;No I.D.;/people/person/place_of_birth;Chicago;3.0;0.07302905844128708
288;Ed Rossbach;/people/person/place_of_birth;Chicago;5.0;0.08916928925503881
289;Stewart G. Honeck;/people/person/place_of_birth;Chicago;5.0;0.10666766719793982
290;Rick Holbrook;/people/person/place_of_birth;Chicago;5.0;0.06852338296713154
291;Frank Kaderabek;/people/person/place_of_birth;Chicago;5.0;0.07696611368068099
292;Dean Richards (reporter);/people/person/place_of_birth;Chicago;-1.0;0.12694645351846306
293;Steve Bjorklund;/people/person/place_of_birth;Chicago;5.0;0.14768778040482985
294;Leslie Allen (racing driver);/people/person/place_of_birth;Chicago;5.0;0.10999000065247497
295;James Burnham;/people/person/place_of_birth;Chicago;5.0;0.1005599218285143
296;Ruth Fuller Sasaki;/people/person/place_of_birth;Chicago;5.0;0.07038551705440782
297;Bernard Brodie (military strategist);/people/person/place_of_birth;Chicago;5.0;0.0904933527301363
298;William Kraft;/people/person/place_of_birth;Chicago;5.0;
299;Louis Antonelli;/people/person/place_of_birth;Chicago;5.0;0.1168001186276462
300;Dennis Rea;/people/person/place_of_birth;Chicago;5.0;0.07698414196019908
301;Nick Dranias;/people/person/place_of_birth;Chicago;5.0;
302;Mary Lou Munts;/people/person/place_of_birth;Chicago;5.0;0.10120844970064988
303;Joel Honig;/people/person/place_of_birth;Chicago;5.0;0.08845482093501625
304;Daniel M. Hausman;/people/person/place_of_birth;Chicago;5.0;0.08590666538171898
305;Michael Colgrass;/people/person/place_of_birth;Chicago;5.0;0.09243512810683807
306;John Mann Goggin;/people/person/place_of_birth;Chicago;5.0;0.0714624513979834
307;Fenton Johnson (poet);/people/person/place_of_birth;Chicago;5.0;0.11151952770659153
308;Donald Kalish;/people/person/place_of_birth;Chicago;5.0;0.06614925111320441
309;Lowrell Simon;/people/person/place_of_birth;Chicago;5.0;0.08083946553330948
310;Jacques Benedict;/people/person/place_of_birth;Chicago;5.0;0.07145044301211696
311;Steve Miller (athletics);/people/person/place_of_birth;Chicago;5.0;0.11486357046992193
312;Bill Barminski;/people/person/place_of_birth;Chicago;5.0;
313;Vincent A. Mahler;/people/person/place_of_birth;Chicago;3.0;0.10651449353689879
314;Nathan B. Spingold;/people/person/place_of_birth;Chicago;5.0;
315;Paul Conway (archivist);/people/person/place_of_birth;Chicago;5.0;0.07734669543148262
316;William Francis Whitman, Jr.;/people/person/place_of_birth;Chicago;5.0;0.10668030691930197
317;Wendy White (mezzo-soprano);/people/person/place_of_birth;Chicago;5.0;0.09798383135406577
318;Byron Morrow;/people/person/place_of_birth;Chicago;5.0;0.06832654487498777
319;Francis Davis;/people/person/place_of_birth;Philadelphia;5.0;0.08267633040635472
320;Jim Boyd (actor);/people/person/place_of_birth;Philadelphia;5.0;0.06960248319112336
321;Spencer Wishart;/people/person/place_of_birth;Philadelphia;5.0;0.08246045631090035
322;Daniel Spielman;/people/person/place_of_birth;Philadelphia;5.0;0.09843007002251065
323;Joel Myers;/people/person/place_of_birth;Philadelphia;-5.0;0.0837041090216991
324;Edwin Milton Abbott;/people/person/place_of_birth;Philadelphia;5.0;0.10994109838129869
325;Festus Walters;/people/person/place_of_birth;Philadelphia;1.0;0.13791116003578657
326;Freddy Winnai;/people/person/place_of_birth;Philadelphia;5.0;0.13924066691504888
327;Harrison Allen;/people/person/place_of_birth;Philadelphia;5.0;0.08701958833063209
328;Benjamin Franklin Bache (journalist);/people/person/place_of_birth;Philadelphia;-3.0;0.09920771751377279
329;Johnny Zito;/people/person/place_of_birth;Philadelphia;-3.0;0.08770282376447075
330;Tom Mattera;/people/person/place_of_birth;Philadelphia;5.0;0.1080621890821101
331;Jeff Chandler (boxer);/people/person/place_of_birth;Philadelphia;5.0;0.055034915386025646
332;Dick Stockton;/people/person/place_of_birth;Philadelphia;5.0;0.08502918708962973
333;Stanley Corrsin;/people/person/place_of_birth;Philadelphia;5.0;0.059569687377709034
334;James Zug;/people/person/place_of_birth;Philadelphia;5.0;0.09086316591368496
335;Richie Dent;/people/person/place_of_birth;Philadelphia;5.0;
336;Andrew Repasky McElhinney;/people/person/place_of_birth;Philadelphia;5.0;0.08842990338884754
337;Gloria Mann;/people/person/place_of_birth;Philadelphia;5.0;0.08633469192746909
338;Tony Trov;/people/person/place_of_birth;Philadelphia;-5.0;0.09136090272784812
339;Sasha Neulinger;/people/person/place_of_birth;Philadelphia;5.0;0.06638095515212221
340;Bernie Lowe;/people/person/place_of_birth;Philadelphia;5.0;0.09060865259684445
341;Stanley Sporkin;/people/person/place_of_birth;Philadelphia;5.0;0.11029172020166458
342;Leon Bass;/people/person/place_of_birth;Philadelphia;5.0;0.118918121694994
343;Thomas Pole;/people/person/place_of_birth;Philadelphia;5.0;0.08972123117390754
344;Barry Lee Myers;/people/person/place_of_birth;Philadelphia;-3.0;0.08327860983285378
345;Gregory V. Palmer;/people/person/place_of_birth;Philadelphia;5.0;0.08160425257975223
346;Dave Mazzoni;/people/person/place_of_birth;Philadelphia;5.0;0.10162437591382548
347;Edwin E. Wagner;/people/person/place_of_birth;Philadelphia;5.0;0.045096600197476966
348;Frank J. Webb;/people/person/place_of_birth;Philadelphia;5.0;0.13945005187027049
349;Lawrence Townsend;/people/person/place_of_birth;Philadelphia;5.0;0.10778916175555012
350;Lou Stein;/people/person/place_of_birth;Philadelphia;5.0;0.05911890353856026
351;Terry Smith (radio);/people/person/place_of_birth;Philadelphia;-3.0;0.06764499090854227
352;Graham Salisbury;/people/person/place_of_birth;Philadelphia;5.0;
353;Henry Taylor (boxer);/people/person/place_of_birth;Philadelphia;5.0;
354;Thomas Wright Rudderow;/people/person/place_of_birth;Philadelphia;5.0;0.08658161136511232
355;Susan Denin;/people/person/place_of_birth;Philadelphia;5.0;0.14114246190964058
356;Seymour S. Kety;/people/person/place_of_birth;Philadelphia;-3.0;
