;Springfield, Illinois;Indianapolis;Des Moines, Iowa;Topeka, Kansas;Lansing, Michigan;Saint Paul, Minnesota;Jefferson City, Missouri;Harrisburg, Pennsylvania;Providence, Rhode Island;Montpelier, Vermont;Montgomery, Alabama;Little Rock, Arkansas;Dover, Delaware;Tallahassee, Florida;Baton Rouge, Louisiana;Annapolis, Maryland;Jackson, Mississippi;Raleigh, North Carolina;Oklahoma City;Nashville, Tennessee;Austin, Texas;Phoenix, Arizona;Sacramento, California;Carson City, Nevada;Santa Fe, New Mexico;Salem, Oregon;Salt Lake City, Utah;Cheyenne, Wyoming
Alabama;0.1558310748910922;0.16032006844990818;0.14196607342403894;0.15065375334314238;0.1607354895277341;0.1415814592536913;0.17673901441639034;0.16721232388149798;0.13966246134231852;0.181967874974196;0.3212614893245036;0.16135884208963827;0.14270940601071708;0.22757490786473344;0.15714335626638543;0.18412494946667238;0.224712816699727;0.16630745317825793;0.1595515813385207;0.1613228479116722;0.14378926617111099;0.15926709043822188;0.1359417985924555;0.16347227508892845;0.13565921062785183;0.1681154919885168;0.13759136876965755;0.20132452889942476
Arkansas;0.14686100991552054;0.14334420310237672;0.14223686625281037;0.15265133541970333;0.14477567936603683;0.13175757112001305;0.16285994925465472;0.14942061725225303;0.11899633509743288;0.1847044902212292;0.16083521087271735;0.31184521069061316;0.15321468356122342;0.1840635570430399;0.1434989627458064;0.18839118131262367;0.20215725244564567;0.14624384946806265;0.13728592446173893;0.150940059071043;0.12956604482537445;0.14681088552131458;0.12360860053335113;0.155582162566051;0.12499509528049949;0.15518382055948912;0.1305622818030565;0.1845404408800642
Delaware;0.14350062584654608;0.1547573971835346;0.12224315777662106;0.14674200634944123;0.1543193368765158;0.12854155832536818;0.1627767193545105;0.20265721590272184;0.1296167617755836;0.18374322739200802;0.13908186442922382;0.11243747083839978;0.2912178311430187;0.14614252357916832;0.12542147395463793;0.17552380618110122;0.1540619318282607;0.1393515633992005;0.1177698490751509;0.1319921195301575;0.11577569109440519;0.14722447722655502;0.1266764269989077;0.15056669817263005;0.11098367974849188;0.15021525014502993;0.12086561713885982;0.16627981528683433
Florida;0.13444587341722433;0.1494815887430665;0.13187717885626643;0.13222972127617638;0.1501048115261885;0.1287663246529314;0.17673380821265386;0.1585895640892059;0.1388529248782464;0.17488351685933431;0.1696199163193844;0.12909686669922504;0.14362159319991272;0.36917980244280413;0.19282072740530107;0.18061312036160507;0.1799316796366908;0.16420375779197238;0.13303891379384689;0.15957853783615902;0.12811092324565893;0.1785835779816251;0.12090271174076331;0.12688873548062035;0.11692210422222704;0.13429838330634916;0.12940298090957975;0.14425679482309373
Louisiana;0.15547667333615592;0.15523933531117282;0.15379752368225408;0.1713117930255969;0.15512186745337303;0.1617918065771938;0.18420224031857146;0.16570661595151776;0.14416101646432639;0.1867142680629575;0.18115512202511083;0.14403343066394408;0.14196918365006225;0.1748982427665676;0.26482034997885145;0.1858619283375062;0.23826238213534467;0.1547249793423608;0.15044077047055188;0.14477884324788953;0.13823510820564913;0.162358245642153;0.13438857813511726;0.14858211616274927;0.14260466293619187;0.15127258083429496;0.14423099472077222;0.162526667190434
Maryland;0.15507223332454834;0.18004465742857734;0.13709277892557153;0.15593055124079733;0.17562958718853885;0.14479529763900612;0.16238756064233295;0.22268322276261032;0.15923500162594745;0.17917208217488811;0.1849552837347371;0.13152578612437205;0.16755700084026887;0.17306456839220077;0.14212843890981067;0.31300988300730637;0.1771141609361643;0.1622045474051081;0.1491389714336079;0.14998820790275647;0.14020293351936972;0.15980544077559383;0.1554763826724243;0.15366143183526915;0.12183479759887386;0.15375014640906792;0.14789302455776188;0.16046834683946887
Mississippi;0.1618604686104606;0.1618438051332942;0.1635372374530079;0.1741145171627477;0.16586800373764252;0.17696504243052838;0.19755795836917592;0.18150867917434874;0.14788833431951937;0.20245133790829722;0.1905615786045598;0.16654725987048127;0.15584944671813317;0.21180766403864598;0.1685677539720401;0.22353285324467898;0.32725189164330415;0.16347690237252188;0.16520950356403885;0.15492130579884303;0.15160263864313103;0.1679784404583522;0.1461488989481219;0.15270120062545584;0.12320063151110602;0.1450755360992258;0.146452119001928;0.1592882117740934
North Carolina;0.16918587105138566;0.1490806351162114;0.14078362559158442;0.14269336076674452;0.1557447091237311;0.13998801818748086;0.16489490605942436;0.1621840051300469;0.13875810834704672;0.18093935107795237;0.16952054699714753;0.1370407296871447;0.13802242878564902;0.20305338932608938;0.14258759338558893;0.17481616446556053;0.18048517582009668;0.3253842170153968;0.14106311768875265;0.1575741203227116;0.1422985225566893;0.1532869700655638;0.1295457659837383;0.1403314719159482;0.12345359720183821;0.16879875773101732;0.13186444353618545;0.15609775944977258
Oklahoma;0.1474736714691708;0.16455985172789367;0.1411551095004442;0.16600957348696205;0.15477115570362493;0.14276349091685203;0.1790777415271041;0.17055068092255224;0.15473806589395298;0.18207308350243204;0.16516352101300752;0.1767057380663418;0.14464853905016134;0.17904426700764842;0.17061491971046946;0.1813789033455943;0.20140518658854914;0.15720124590752066;0.36876404487777315;0.1540766753686581;0.14703584005517942;0.1691664010965927;0.14570386797943477;0.1573782015950847;0.14601497101895206;0.1540049548254197;0.15519540778026686;0.16610307207619604
Tennessee;0.1644177521368405;0.15469677442128582;0.14183608728346506;0.1585118869488197;0.15382278657034365;0.14984549793324342;0.16497469729895234;0.16859899700284534;0.1390164512266723;0.18675010883245716;0.18463729809779333;0.14580318263831918;0.16557790293364155;0.20348257670791578;0.1433550883269918;0.18777458654909787;0.24136624082696762;0.16208834530279553;0.1563262876089075;0.2938602977119687;0.1559784840724032;0.16581616604657126;0.13587034827207628;0.15386784606162304;0.11731271961594306;0.16515295161427163;0.1481251958501654;0.1839735503365696
Texas;0.14117736300222133;0.15090230473280486;0.1361431595376802;0.14061170490757752;0.14583126625349924;0.15196981059644654;0.16623410967013372;0.1698927491130967;0.13472802276176488;0.16035257002047626;0.17305103270711425;0.15108738605321587;0.14699536723574408;0.17304950930936233;0.16299268166947478;0.16525928528359213;0.18825359324268953;0.14514417933952412;0.1743491117506947;0.1798830971198621;0.29223847303903566;0.1758617241275641;0.13284692295628178;0.13500318087543403;0.1426626263156387;0.1424162513845;0.14081631405875406;0.17421144164413033
Arizona;0.15381650246223422;0.1602088894906707;0.14455528009974633;0.147056218532135;0.15728228853642207;0.1529041272301589;0.1760067488822732;0.18297912914857153;0.14021602709975048;0.1786229465926339;0.16022514664917864;0.14047889071690012;0.14543644554411364;0.175131657451103;0.14655034050191426;0.18533493307756088;0.19671064710909497;0.1588655215176818;0.14071043326475086;0.14717672677103033;0.17988297381883211;0.3266168249984984;0.13844808915878004;0.16832035568464096;0.13492436556653112;0.15464834363638674;0.15616915698448686;0.18207031627124787
California;0.13806602195526588;0.15383300550382617;0.15681162108881955;0.15034370485382725;0.15265399784882272;0.1320890040615985;0.15747286167901095;0.18481317894086152;0.14297383982293294;0.17467824320580022;0.15261294070516582;0.13267163612484803;0.139563239632543;0.16651217626816667;0.14271037866929814;0.19763047889840984;0.1654983502858876;0.14331578768694864;0.15707731968738078;0.16208750390251495;0.15257547459028356;0.18537568562293916;0.2607069839185788;0.17657932926629527;0.14211531564997226;0.16606677609223472;0.17273095858522022;0.17232051578616916
Nevada;0.16360823063286828;0.1541676653116576;0.1486572965691876;0.15713190377025354;0.16354306040863853;0.14307062007218369;0.17996927843587174;0.16923383900726252;0.13659826427347363;0.18722701695663757;0.14860058857531508;0.12268621998637372;0.15827708896323406;0.17814535621274916;0.14514403141216725;0.17690806142014304;0.16182115750937465;0.14783394187487908;0.13885504699038007;0.14485819963295243;0.13317609604723632;0.16169890116972696;0.17141819151756188;0.23769611745780928;0.10719001951755797;0.13898968017545113;0.1621865911368427;0.16964617017878228
New Mexico;0.15127593318910704;0.16480277601099985;0.14044026287501138;0.15964395866268188;0.16916964670301315;0.14692255346650646;0.1530011433145979;0.1572129290180981;0.13877183292439868;0.17595009132711215;0.164789471891569;0.14246844814620405;0.13898017678287272;0.17686167723089838;0.15341477610392817;0.16875527119252862;0.1897480369778918;0.14943357656188203;0.16225811981175697;0.14719178857340368;0.15277475213905967;0.1776573364058884;0.1434417598288119;0.14565906472941195;0.2659032345993011;0.13852072130425072;0.1437870802421349;0.17774905833491217
Oregon;0.14297927433005872;0.15114771451937473;0.14048230846816867;0.15946056301129224;0.15232943385213227;0.1381536982971126;0.15841295796489324;0.155488169796842;0.17141125487711195;0.17253673597836022;0.1502823676960467;0.1407869870205839;0.13341146235328524;0.1669652047201316;0.1394420341683808;0.17219896721217354;0.16458311678206117;0.14490652519957953;0.1387525843978796;0.1621819545967012;0.1331690152709598;0.1473547374047831;0.14345527478008008;0.13074180494572912;0.11560089880230018;0.31227373867442676;0.13127934087379572;0.14599550984798196
Utah;0.16531034575234616;0.15966546766375284;0.14379251282164207;0.14217280171079352;0.15313162537437586;0.14825716893222302;0.17102766242604256;0.1706548514846996;0.14910826632395646;0.18830331412747892;0.15631274136428164;0.12993128992318811;0.14738153740536908;0.16218036222930798;0.13846166812422497;0.18086307961089415;0.16911523436675216;0.1523618872985592;0.17745743713613193;0.15567355037537398;0.1424788255519451;0.1737681500825526;0.1431892819295268;0.2117693770871079;0.15753624748953515;0.1758585712668588;0.3364240142929132;0.17085215210791305
Wyoming;0.14332352198360462;0.14753422062519356;0.1433202076774191;0.13544519467542532;0.15090573958971892;0.13303064482823201;0.1549120143798568;0.15465436283438605;0.12669432916930234;0.17388366506828112;0.14950235634907377;0.13790847970614611;0.15052721186384768;0.170525334514666;0.13730044535729752;0.17145690276206293;0.1807395190093507;0.14324473300770935;0.12931231114522923;0.1388819267674445;0.12625686352938786;0.15266741092105596;0.1281692971934794;0.13553820664531568;0.10815262853704782;0.16183219197015686;0.13643444184923564;0.26675260711806126
