sep=;
;subject;predicate;object;score;path
54;David H. Frisch;/people/person/place_of_birth;New York City;5;0.07888724261689474
55;Robert Hessen;/people/person/place_of_birth;New York City;5;0.1166651053516502
56;Charles Bazerman;/people/person/place_of_birth;New York City;-1;0.07580645892914481
57;Harry Borden;/people/person/place_of_birth;New York City;-1;0.05919671141585614
58;Greg Rand;/people/person/place_of_birth;New York City;5;0.09095392750309517
59;William Schaus;/people/person/place_of_birth;New York City;5;0.14926966331414115
60;Frederick S. Armitage;/people/person/place_of_birth;New York City;1;0.10028576845759556
61;Ely Jacques Kahn, Jr.;/people/person/place_of_birth;New York City;5;0.18988881523316145
62;John Sterling Rockefeller;/people/person/place_of_birth;New York City;5;0.09259677866423192
63;Melissa Murphy;/people/person/place_of_birth;New York City;-5;0.09078624969141902
64;Caroline Beaumont Zachry;/people/person/place_of_birth;New York City;5;0.12693799566764624
65;Gerrit Henry;/people/person/place_of_birth;New York City;5;0.20336745737032488
66;Ray Gilhooley;/people/person/place_of_birth;New York City;5;0.25559299475115954
67;Edward Auer;/people/person/place_of_birth;New York City;5;0.08897436706215542
68;Jimmy Douglass;/people/person/place_of_birth;New York City;-5;0.08999391450447404
69;Tito Puente, Jr.;/people/person/place_of_birth;New York City;5;0.08326961020767502
70;Countee Cullen;/people/person/place_of_birth;New York City;-1;0.12979768847781192
71;Carmine Nigro;/people/person/place_of_birth;New York City;5;0.05927404598574601
72;Jenny Burton;/people/person/place_of_birth;New York City;1;0.07346323565639433
73;Adele Morales;/people/person/place_of_birth;New York City;5;0.1510674442671484
74;Matthew J. Merritt;/people/person/place_of_birth;New York City;5;0.2575293752996407
75;Victor Hammer (businessman);/people/person/place_of_birth;New York City;5;0.17608270698937062
76;Jerome Levine;/people/person/place_of_birth;New York City;5;0.08264715273247089
77;Joe Connelly (producer);/people/person/place_of_birth;New York City;5;0.12426969263357635
78;David Goodman Croly;/people/person/place_of_birth;New York City;1;0.16592703513323676
79;James G. Evans;/people/person/place_of_birth;New York City;5;0.13468164896064594
80;David Buskin;/people/person/place_of_birth;New York City;5;0.08055093340832924
81;James McBratney;/people/person/place_of_birth;New York City;5;0.08084778744119955
82;Loyd A. Jones;/people/person/place_of_birth;New York City;-5;0.05830015354866429
83;Arthur R.G. Solmssen;/people/person/place_of_birth;New York City;1;0.0902938110853464
84;George Washington Vanderbilt III;/people/person/place_of_birth;New York City;5;0.07212669592116919
85;Harry Mathews;/people/person/place_of_birth;New York City;5;0.09734840719865742
86;Joe Sobel;/people/person/place_of_birth;New York City;-5;0.12574045025070182
87;John Clarkson Jay;/people/person/place_of_birth;New York City;5;0.17208205030745402
88;Edwin Grasse;/people/person/place_of_birth;New York City;5;0.14286268298329444
89;Paul Carter Harrison;/people/person/place_of_birth;New York City;5;0.1282976587855821
90;George Waggner;/people/person/place_of_birth;New York City;5;0.0591285771822154
91;Stephen Blauner;/people/person/place_of_birth;New York City;1;0.1008366352123577
92;Stewart L. Woodford;/people/person/place_of_birth;New York City;5;0.21568396739539286
93;Edward Weinfeld;/people/person/place_of_birth;New York City;5;0.16345015119334422
94;Zack O'Malley Greenburg;/people/person/place_of_birth;New York City;5;0.10831747479093587
95;William Starr Miller II;/people/person/place_of_birth;New York City;5;0.17316655938704426
96;Frank Hotaling;/people/person/place_of_birth;New York City;5;0.09223814732391032
97;Andrew Hussey Allen;/people/person/place_of_birth;New York City;5;0.13337464394572576
98;Stanley Cooperman;/people/person/place_of_birth;New York City;5;0.15184981679194914
99;Allan G. Brodie;/people/person/place_of_birth;New York City;5;0.06576227609945869
100;Jock Gaynor;/people/person/place_of_birth;New York City;-5;0.06413800852842456
101;Amanda Green;/people/person/place_of_birth;New York City;5;0.22041104944094808
102;David Eisenbud;/people/person/place_of_birth;New York City;1;0.09799710642835463
103;Edwin Lester;/people/person/place_of_birth;New York City;5;0.1191024214409861
104;Ranee Lee;/people/person/place_of_birth;New York City;5;0.07282096193890109
105;Betty Warren;/people/person/place_of_birth;New York City;-1;0.03675792038873218
106;John Henry Haaren;/people/person/place_of_birth;New York City;5;0.13823727355132748
107;Tanya Vidal;/people/person/place_of_birth;New York City;1;0.08401402884579875
108;Abe Goldstein;/people/person/place_of_birth;New York City;5;0.12851967743748538
109;Florence Nightingale Levy;/people/person/place_of_birth;New York City;5;0.1828035954377145
110;John Clinton Gray;/people/person/place_of_birth;New York City;5;0.21256095313646084
111;Bayard Clarke;/people/person/place_of_birth;New York City;5;0.18594249157138806
112;Sondra Lipton;/people/person/place_of_birth;New York City;-1;0.18453125182513047
113;Steve Kaplan;/people/person/place_of_birth;New York City;1;0.10119138973098613
114;Edmund Milton Holland;/people/person/place_of_birth;New York City;5;0.1288013271790167
115;Charles Henry Webb;/people/person/place_of_birth;New York City;1;0.09514067073576042
116;Sara Berman (philanthropist);/people/person/place_of_birth;New York City;5;0.13009952615024414
117;Sidney Jonas Budnick;/people/person/place_of_birth;New York City;5;0.10599500892252332
118;Thomas F. Burchill;/people/person/place_of_birth;New York City;3;0.2786709956940935
119;Harold Jacoby;/people/person/place_of_birth;New York City;5;0.09260835712800668
120;Frederic Taber Cooper;/people/person/place_of_birth;New York City;5;0.21624485240874047
121;Daniel Pagano;/people/person/place_of_birth;New York City;1;0.12998349458576675
122;James Sibley Watson;/people/person/place_of_birth;New York City;-1;0.06478158399203326
123;Jacob Mishler;/people/person/place_of_birth;New York City;5;0.14471670321996105
124;Eric Chester;/people/person/place_of_birth;New York City;5;0.1061551436516151
125;Anahid Ajemian;/people/person/place_of_birth;New York City;1;0.10745126904904538
126;Mike Siegel;/people/person/place_of_birth;New York City;-5;0.06694697903584608
127;Joan Mahoney;/people/person/place_of_birth;New York City;5;0.11551888687980852
128;John Boylan (record producer);/people/person/place_of_birth;New York City;5;0.07988298356549642
129;Lee Delano;/people/person/place_of_birth;New York City;3;0.07929576792724582
130;Gregory McMahon;/people/person/place_of_birth;New York City;5;0.15680916763248254
131;Sylvia Pressler;/people/person/place_of_birth;New York City;5;0.15173935372215774
