;politician;Anarchism;Antisemitism;Capitalism;Christianity;Communism;Conservatism;Democracy;Fascism;Feminism;Islamophobia;Left-wing politics;Liberalism;Marxism;Nationalism;Neo-Nazism;Protestantism;Right-wing politics;Secularism;Socialism;White supremacy;target
10;Ed Pastor (D);0.14672222548271613;0.04978195503693821;0.0623612462271446;0.013705313824275948;0.02041733022989914;0.1261097659402744;0.06354370536054699;0.02553156722972283;0.08618609301203159;0.04919032721405662;0.047985565941764716;0.03873746842896323;0.059687238868329946;0.05140753840143118;0.06920415224913495;0.011940754751226315;0.02647744122008049;0.023399913888316887;0.0022336545626415022;0.05619619214602018;Democrat
11;David Schweikert (R);0.06441638752898737;0.04978195503693821;0.0623612462271446;0.013705313824275948;0.02041733022989914;0.031022758295485568;0.04788538155072019;0.0346606033717835;0.040763084950269035;0.04919032721405662;0.2353605723969121;0.03873746842896323;0.059687238868329946;0.05140753840143118;0.06920415224913495;0.013618263725848009;0.03642721841760163;0.023399913888316887;0.013166140898773443;0.05619619214602018;Republican
12;Jeff Flake (R);0.14672222548271613;0.015909481414543812;0.0623612462271446;0.02749276940164737;0.09765625000000001;0.05295376077609032;0.06354370536054699;0.0346606033717835;0.08759635599159074;0.0998681740103064;0.2353605723969121;0.06452112421606834;0.059687238868329946;0.05140753840143118;0.24189646831156264;0.07893656657510026;0.03642721841760163;0.023399913888316887;0.07076339551077018;0.05619619214602018;Republican
13;Raúl Grijalva (D);0.14672222548271613;0.04978195503693821;0.0623612462271446;0.013705313824275948;0.02041733022989914;0.031022758295485568;0.06354370536054699;0.0346606033717835;0.027936394417190938;0.04919032721405662;0.047985565941764716;0.03873746842896323;0.059687238868329946;0.05140753840143118;0.06920415224913495;0.011940754751226315;0.03642721841760163;0.023399913888316887;0.05955074914842429;0.05619619214602018;Democrat
14;Gabrielle Giffords (D);0.06441638752898737;0.04978195503693821;0.0623612462271446;0.013705313824275948;0.02041733022989914;0.02350154170113559;0.046463219715273396;0.09102825517040491;0.07025629496402878;0.11215288681530663;0.09332188584866924;0.09104814625974215;0.059687238868329946;0.09352087385904535;0.11183680773016016;0.011940754751226315;0.10431444546440792;0.023399913888316887;0.08979885057471264;0.11067823623162741;Democrat
15;Ron Barber (D);0.06441638752898737;0.04978195503693821;0.0623612462271446;0.013705313824275948;0.02041733022989914;0.1261097659402744;0.06354370536054699;0.02553156722972283;0.08618609301203159;0.04919032721405662;0.012776483094157572;0.03873746842896323;0.059687238868329946;0.012780206016920996;0.06920415224913495;0.009736301996720813;0.012963510311176103;0.007495802350683618;0.08801887124599514;0.05619619214602018;Democrat
16;Timothy Griffin (R);0.024487237251944287;0.015909481414543812;0.0915985783900634;0.0252089824646318;0.04715112879802343;0.031022758295485568;0.06204859646074806;0.0346606033717835;0.05625689146920498;0.08026712900532974;0.09336022107700351;0.04594828061533937;0.08523986498005387;0.011832807167841271;0.09014856483484783;0.06638871922882864;0.03642721841760163;0.011425072092204903;0.04744913452778621;0.08435117079425063;Republican
17;Steve Womack (R);0.14126688139232638;0.05680398082297608;0.05853978363695968;0.0252089824646318;0.04715112879802343;0.031022758295485568;0.06204859646074806;0.0346606033717835;0.05625689146920498;0.08026712900532974;0.011829615679445809;0.04594828061533937;0.011668393588917825;0.011832807167841271;0.09014856483484783;0.06638871922882864;0.03642721841760163;0.011425072092204903;0.05715592135345221;0.1116520030369345;Republican
18;Mike Ross (D);0.1099964801126364;0.11007881643256573;0.047296530326535254;0.023526533224170223;0.08091138585021686;0.030944423814828564;0.07309514063505058;0.034562849084775756;0.12164858157753881;0.1729984084146426;0.22762451060730224;0.07543753771876886;0.17149128824255727;0.13233114545839508;0.23980815347721823;0.06603100816143262;0.03631926083040358;0.04089444326304941;0.07257736747372699;0.3605942593393913;Democrat
19;Wally Herger (R);0.18626136194307852;0.026476319579767853;0.08705644740049448;0.01736629688031843;0.006990992804870205;0.031022758295485568;0.037292838283336065;0.0346606033717835;0.040893774331795724;0.0147305777332587;0.0069978222777071775;0.01376485227560538;0.16306829300110887;0.007210512350165554;0.09871278527994945;0.029517681090973493;0.03642721841760163;0.007310027017859859;0.0124038084653512;0.10416232656972625;Republican
20;Dan Lungren (R);0.015524382595304184;0.015909481414543812;0.0932001192961527;0.010222482100433843;0.07664244765320825;0.12201669188344964;0.015467138517505708;0.0926474948117403;0.014376491560999455;0.015566431302225379;0.0950245163252119;0.014119667001773431;0.016396238047142464;0.007486688667549099;0.01697066789760578;0.013618263725848009;0.10644639359618495;0.0166510147128366;0.014078082677763951;0.11308123756106388;Republican
21;Tom McClintock (R);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.02590297780632862;0.013212762471526494;0.031022758295485568;0.004250862074828775;0.0346606033717835;0.08747987962768562;0.0147305777332587;0.23227724612097003;0.01376485227560538;0.04951769762513122;0.006998938960853535;0.05352516753377438;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.0124038084653512;0.37341299477221807;Republican
22;Doris Matsui (D);0.11008851116297502;0.06904360794277666;0.13326226012793177;0.021884328194893072;0.06283459421419058;0.029699676867515682;0.1251501802162595;0.03301724821046515;0.09993604093380237;0.21325599249338908;0.0069978222777071775;0.05905000354300022;0.00642203013216538;0.13745326588959753;0.2368321333838575;0.013618263725848009;0.03461644973691498;0.20285621551444338;0.04964454505738909;0.07934241010504935;Democrat
23;Lynn Woolsey (D);0.014125889931065656;0.10411894548332017;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.010323411846321563;0.08772853282801699;0.014312867840703507;0.10229551127296534;0.22429571146599675;0.0069978222777071775;0.01376485227560538;0.08581039335484313;0.006998938960853535;0.250300360432519;0.013618263725848009;0.010859555540110854;0.01437988196992879;0.0124038084653512;0.21847417635235516;Democrat
24;George Miller (D);0.0885457250123964;0.11263290683005948;0.0466444017389033;0.02185104579105156;0.0643915003219575;0.06733462615815557;0.10702512950040668;0.08719916288803628;0.11040452216922804;0.10639656126313998;0.0893016610108948;0.08721741557354172;0.0823370549682179;0.08948385711217696;0.09389318711034327;0.04533173765616784;0.09931670109645638;0.07784524365561264;0.057481835739906194;0.21735350373848028;Democrat
25;Nancy Pelosi (D);0.17957190058899583;0.07664244765320825;0.12095993806851173;0.02085523132622587;0.09765625000000001;0.08536502082906507;0.10719492324843496;0.1200307278663338;0.08636175210722676;0.1575795776867318;0.1080613788631943;0.12006531553164923;0.11100750410727768;0.12440286624203822;0.24189646831156264;0.013618263725848009;0.24735331948154746;0.17726724810324046;0.07012622720897616;0.07349050502675054;Democrat
26;Barbara Lee (D);0.11008851116297502;0.06904360794277666;0.13326226012793177;0.021884328194893072;0.06283459421419058;0.029699676867515682;0.1251501802162595;0.03301724821046515;0.09993604093380237;0.21325599249338908;0.0069978222777071775;0.05905000354300022;0.00642203013216538;0.13745326588959753;0.2368321333838575;0.013618263725848009;0.03461644973691498;0.20285621551444338;0.04964454505738909;0.07523775129408933;Democrat
27;John Garamendi (D);0.11008851116297502;0.09160864785635764;0.13326226012793177;0.021884328194893072;0.06283459421419058;0.1251251251251251;0.14023671958265552;0.1910438636710989;0.011535249415162855;0.17331022530329288;0.0069978222777071775;0.055028504765468514;0.11742050631722323;0.13251351637867062;0.2368321333838575;0.013618263725848009;0.03461644973691498;0.012305874824641284;0.0726321905868681;0.07523775129408933;Democrat
28;Jerry McNerney (D);0.11008851116297502;0.1252191334835963;0.13326226012793177;0.021884328194893072;0.08883834973881526;0.031022758295485568;0.1251501802162595;0.0346606033717835;0.09993604093380237;0.21325599249338908;0.0069978222777071775;0.05905000354300022;0.00642203013216538;0.13745326588959753;0.2368321333838575;0.013618263725848009;0.03642721841760163;0.20285621551444338;0.04964454505738909;0.07523775129408933;Democrat
29;Jackie Speier (D);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.006990992804870205;0.031022758295485568;0.004250862074828775;0.08081722376672917;0.012209594787968178;0.0147305777332587;0.22369362920544025;0.01376485227560538;0.00642203013216538;0.007210512350165554;0.16621235290206768;0.013618263725848009;0.03642721841760163;0.007310027017859859;0.05463764315062506;0.22383382576775002;Democrat
30;Pete Stark (D);0.03994758876354223;0.015909481414543812;0.042638104821516885;0.016222178963078322;0.06283459421419058;0.031022758295485568;0.041771792344065896;0.0346606033717835;0.1024842174305157;0.0484533684781766;0.1602666837617796;0.030409925799781048;0.00642203013216538;0.04305816296653519;0.04957464950722798;0.013618263725848009;0.03642721841760163;0.047895472919899616;0.02770666400682692;0.034199258560074414;Democrat
31;Anna Eshoo (D);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.11020498126515321;0.010323411846321563;0.004250862074828775;0.014312867840703507;0.012209594787968178;0.3398124235422047;0.0069978222777071775;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.03469427405700963;0.013618263725848009;0.010859555540110854;0.01437988196992879;0.0124038084653512;0.3266266004703423;Democrat
32;Mike Honda (D);0.014125889931065656;0.1252191334835963;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.06656371478779487;0.004250862074828775;0.014312867840703507;0.012209594787968178;0.0147305777332587;0.0069978222777071775;0.08592837011067574;0.00642203013216538;0.006998938960853535;0.23225566703827574;0.013618263725848009;0.010859555540110854;0.01437988196992879;0.0124038084653512;0.014697496134558515;Democrat
33;Zoe Lofgren (D);0.11008851116297502;0.06904360794277666;0.13326226012793177;0.021884328194893072;0.08883834973881526;0.029699676867515682;0.1251501802162595;0.03301724821046515;0.09993604093380237;0.21325599249338908;0.0069978222777071775;0.05905000354300022;0.00642203013216538;0.13745326588959753;0.3524601720005639;0.013618263725848009;0.03461644973691498;0.20285621551444338;0.04964454505738909;0.07523775129408933;Democrat
34;Sam Farr (D);0.09255145861098771;0.04398620592582166;0.08724785370279892;0.01736629688031843;0.07293946024799416;0.027114967462039043;0.1251501802162595;0.029853597955625612;0.07820809610210849;0.21325599249338908;0.012060631205194757;0.10101010101010101;0.024224806201550392;0.012063948578625581;0.23584905660377356;0.029517681090973493;0.012227151122697018;0.026026755504658793;0.06316640557885694;0.05832264084917765;Democrat
35;Dennis Cardoza (D);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.010323411846321563;0.004250862074828775;0.014312867840703507;0.012209594787968178;0.0147305777332587;0.231932461267279;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.0022837640816893282;0.013618263725848009;0.314228255404726;0.01437988196992879;0.022817505590288868;0.014697496134558515;Democrat
36;Jeff Denham (R);0.11008851116297502;0.12161899202179415;0.13326226012793177;0.021884328194893072;0.08883834973881526;0.031022758295485568;0.1251501802162595;0.09433606279008339;0.09993604093380237;0.21325599249338908;0.0069978222777071775;0.05905000354300022;0.0886713485138682;0.13745326588959753;0.2368321333838575;0.013618263725848009;0.03642721841760163;0.20285621551444338;0.04964454505738909;0.07523775129408933;Republican
37;Jim Costa (D);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.09328010148875042;0.031022758295485568;0.004250862074828775;0.0346606033717835;0.012209594787968178;0.0147305777332587;0.231932461267279;0.01376485227560538;0.1633559853633037;0.006998938960853535;0.3204717343930265;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.06366182836771073;0.08827995338818462;Democrat
38;Devin Nunes (R);0.014125889931065656;0.09160864785635764;0.09244194645762462;0.009183444820353453;0.06822026960650548;0.031022758295485568;0.004250862074828775;0.09189825025731511;0.11856207910461918;0.17331022530329288;0.0069978222777071775;0.01376485227560538;0.11742050631722323;0.13251351637867062;0.3524601720005639;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.0726321905868681;0.11566042100393244;Republican
39;Lois Capps (D);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.031022758295485568;0.004250862074828775;0.0346606033717835;0.012209594787968178;0.0147305777332587;0.0069978222777071775;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.03469427405700963;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.0124038084653512;0.097492493078033;Democrat
40;Elton Gallegly (R);0.014125889931065656;0.015909481414543812;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.031022758295485568;0.004250862074828775;0.0346606033717835;0.0413517045172602;0.0147305777332587;0.0069978222777071775;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.30432136335970783;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.0124038084653512;0.014697496134558515;Republican
41;Howard McKeon (R);0.13648523229786536;0.015909481414543812;0.090852927281317;0.02749276940164737;0.09765625000000001;0.031022758295485568;0.16091658084449023;0.0346606033717835;0.04861165124056935;0.36651517372819237;0.01275913809470343;0.03907348941889906;0.11401468509143976;0.012762850914585898;0.24189646831156264;0.013618263725848009;0.03642721841760163;0.26652452025586354;0.059960665803233074;0.07570481179783786;Republican
42;David Dreier (R);0.14672222548271613;0.06825565839408086;0.0932001192961527;0.021501677130816205;0.06395497569710923;0.031022758295485568;0.083358340835584;0.0926474948117403;0.10788417554913046;0.029644034434510403;0.0950245163252119;0.08641847281274843;0.17657861279841786;0.08864305215757187;0.2278734846413271;0.013618263725848009;0.10644639359618495;0.10645999233488053;0.05713371574833741;0.11308123756106388;Republican
43;Brad Sherman (D);0.014125889931065656;0.09160864785635764;0.013242928276300456;0.009183444820353453;0.09765625000000001;0.1227475818726371;0.004250862074828775;0.1910438636710989;0.012209594787968178;0.17331022530329288;0.0069978222777071775;0.01376485227560538;0.11742050631722323;0.13251351637867062;0.24189646831156264;0.013618263725848009;0.010859555540110854;0.01437988196992879;0.0726321905868681;0.014697496134558515;Democrat
44;Howard Berman (D);0.01237556370692685;0.023372131070911045;0.006571062093908363;0.013885340413005565;0.009842480935114428;0.023296338747402456;0.02096559127160504;0.014312867840703507;0.019479355778745686;0.026567481402763018;0.17997264415808797;0.006568403352513071;0.010979214151767872;0.008903736363927758;0.0022837640816893282;0.013618263725848009;0.22587640043368268;0.27430326969497476;0.010380680308264683;0.02648389249658358;Democrat
45;Adam Schiff (D);0.014125889931065656;0.09160864785635764;0.08830801836806784;0.009183444820353453;0.009842480935114428;0.05295376077609032;0.004250862074828775;0.08081722376672917;0.012209594787968178;0.17331022530329288;0.0069978222777071775;0.08783024170882518;0.11742050631722323;0.13251351637867062;0.22628530050687906;0.013618263725848009;0.09112115468727221;0.10861065253280042;0.0726321905868681;0.36523009495982467;Democrat
46;Henry Waxman (D);0.14672222548271613;0.055282826942638544;0.08989895357618037;0.021250913789292943;0.009842480935114428;0.03060200259504982;0.10719492324843496;0.03413621716095909;0.09993604093380237;0.21325599249338908;0.012725301462391645;0.03840835765862651;0.17657861279841786;0.06793847491711506;0.2368321333838575;0.013618263725848009;0.0358484613840374;0.07793503335619427;0.04964454505738909;0.08131139009952515;Democrat
47;Xavier Becerra (D);0.14672222548271613;0.015909481414543812;0.06617257808364214;0.021884328194893072;0.05989889067254474;0.031022758295485568;0.16684463427656168;0.1910438636710989;0.123768503391257;0.3620040544454098;0.088467390919707;0.03791785475944912;0.0977211429464879;0.08716268042674849;0.10286372613561555;0.013618263725848009;0.03642721841760163;0.22595806218365874;0.05360320761594374;0.3470776065528252;Democrat
48;Judy Chu (D);0.014125889931065656;0.1268327329917305;0.045582175546074466;0.009183444820353453;0.0383665075735486;0.031022758295485568;0.004250862074828775;0.04544958731774716;0.12413724613933165;0.3651767455448437;0.0069978222777071775;0.01376485227560538;0.18313676653725003;0.04606257139698567;0.22628530050687906;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.0124038084653512;0.04987033712347896;Democrat
49;Karen Bass (D);0.021395866318627242;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.010323411846321563;0.004250862074828775;0.014312867840703507;0.012209594787968178;0.0147305777332587;0.0069978222777071775;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.13710650433256552;0.013618263725848009;0.010859555540110854;0.01437988196992879;0.0124038084653512;0.014697496134558515;Democrat
50;Lucille Roybal-Allard (D);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.1227475818726371;0.004250862074828775;0.014312867840703507;0.012209594787968178;0.0147305777332587;0.0069978222777071775;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.03469427405700963;0.013618263725848009;0.010859555540110854;0.01437988196992879;0.0124038084653512;0.014697496134558515;Democrat
51;Maxine Waters (D);0.03994758876354223;0.118489027916015;0.12091898428053205;0.0235298546796175;0.08067118425298483;0.031022758295485568;0.041771792344065896;0.11999040076793857;0.12627538135165167;0.3036191401505951;0.0950245163252119;0.030409925799781048;0.10543184885290148;0.1174425705829849;0.04957464950722798;0.053207338356106075;0.10644639359618495;0.047895472919899616;0.02770666400682692;0.07999744008191738;Democrat
52;Jane Harman (D);0.014125889931065656;0.05020382753981163;0.045582175546074466;0.030416585555771855;0.0383665075735486;0.049443268793386466;0.17716674934448307;0.04544958731774716;0.012209594787968178;0.0147305777332587;0.09045844339110612;0.09129752035934703;0.021100429604746757;0.04606257139698567;0.24189646831156264;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.05463764315062506;0.04987033712347896;Democrat
53;Janice Hahn (D);0.01237556370692685;0.023372131070911045;0.013242928276300456;0.013885340413005565;0.022993791676247412;0.031022758295485568;0.02096559127160504;0.1910438636710989;0.019479355778745686;0.026567481402763018;0.008901929226101881;0.014281389065026021;0.008371002846140967;0.008903736363927758;0.22265764161026005;0.013618263725848009;0.03642721841760163;0.00867089112482268;0.013166140898773443;0.02648389249658358;Democrat
54;Laura Richardson (D);0.14672222548271613;0.023372131070911045;0.013242928276300456;0.013885340413005565;0.022993791676247412;0.031022758295485568;0.10719492324843496;0.0346606033717835;0.019479355778745686;0.026567481402763018;0.008901929226101881;0.014281389065026021;0.008371002846140967;0.008903736363927758;0.0022837640816893282;0.013618263725848009;0.03642721841760163;0.00867089112482268;0.013166140898773443;0.02648389249658358;Democrat
55;Grace Napolitano (D);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.010323411846321563;0.004250862074828775;0.014312867840703507;0.012209594787968178;0.0147305777332587;0.0069978222777071775;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.03469427405700963;0.013618263725848009;0.010859555540110854;0.01437988196992879;0.0124038084653512;0.014697496134558515;Democrat
56;Linda Sanchez (D);0.14719736222326896;0.11626284704459845;0.1053518752633797;0.021884328194893072;0.06283459421419058;0.031022758295485568;0.09475439660400244;0.0346606033717835;0.1139938899274999;0.2894188469553138;0.231932461267279;0.14718869590815425;0.0977211429464879;0.10795405475429658;0.18660894230051503;0.013618263725848009;0.03642721841760163;0.15294261593050287;0.06457945856581938;0.27979854504756574;Democrat
57;Ed Royce (R);0.16802204449223734;0.11242523721725053;0.045582175546074466;0.028045770697778777;0.0383665075735486;0.031022758295485568;0.17534015991022583;0.04544958731774716;0.1144269498352252;0.26858616244091105;0.17997264415808797;0.1633026324384349;0.14698965192850422;0.04606257139698567;0.327139492279508;0.013618263725848009;0.03642721841760163;0.27430326969497476;0.09457874626413952;0.04987033712347896;Republican
58;Jerry Lewis (R);0.15113045580945472;0.09958175662218684;0.1584183511818009;0.018421905856692313;0.09580012262415696;0.11759172154280337;0.01452913964246693;0.1568283043723731;0.12493128779171456;0.08751050126015124;0.0950245163252119;0.09931670109645636;0.17247326664367024;0.007210512350165554;0.08731794209074083;0.009429941194886708;0.10644639359618495;0.007310027017859859;0.09050101361135245;0.11308123756106388;Republican
59;Gary Miller (R);0.002264525572834389;0.002255259264605059;0.0022604734516435;0.0020888182218475352;0.06822026960650548;0.031022758295485568;0.0022579908036550553;0.0346606033717835;0.041631973355537054;0.3336002135041366;0.001950269683291806;0.00226015873546831;0.011703297989373404;0.001950356408130022;0.0022837640816893282;0.013618263725848009;0.03642721841760163;0.0022713417542571763;0.060513639774405145;0.11566042100393244;Republican
60;Joe Baca (D);0.014125889931065656;0.012088741030154154;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.031022758295485568;0.004250862074828775;0.0346606033717835;0.012209594787968178;0.40368157597287263;0.231932461267279;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.03469427405700963;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.0124038084653512;0.014697496134558515;Democrat
61;Ken Calvert (R);0.014125889931065656;0.015909481414543812;0.013242928276300456;0.009183444820353453;0.013212762471526494;0.031022758295485568;0.004250862074828775;0.0346606033717835;0.012209594787968178;0.0147305777332587;0.0069978222777071775;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.04957464950722798;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.0124038084653512;0.014697496134558515;Republican
62;Mary Bono Mack (R);0.014125889931065656;0.015909481414543812;0.013242928276300456;0.009183444820353453;0.08391232839928843;0.12201669188344964;0.004250862074828775;0.0346606033717835;0.012209594787968178;0.0147305777332587;0.0069978222777071775;0.01376485227560538;0.00642203013216538;0.006998938960853535;0.04957464950722798;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.0124038084653512;0.3494060097833683;Republican
63;Dana Rohrabacher (R);0.18324415451147108;0.06959523411836757;0.05456132693147098;0.029201854901823365;0.10316084839481719;0.1275900785954884;0.05315077812739179;0.08855827134254338;0.0687757909215956;0.21054404581438438;0.09072763563781527;0.08857709750566892;0.031101490383419174;0.09091570296021527;0.2368321333838575;0.04398388430479073;0.10108361636745915;0.10975502678022653;0.08650219715580774;0.11566042100393244;Republican
64;Loretta Sanchez (D);0.11008851116297502;0.06904360794277666;0.09454655472354588;0.021884328194893072;0.08883834973881526;0.031022758295485568;0.1251501802162595;0.1910438636710989;0.09993604093380237;0.4192520543350662;0.231932461267279;0.05905000354300022;0.00642203013216538;0.13745326588959753;0.2368321333838575;0.013618263725848009;0.03642721841760163;0.2733136547501913;0.04964454505738909;0.07523775129408933;Democrat
65;Darrell Issa (R);0.07534205292025797;0.13017443374121324;0.045582175546074466;0.021250913789292943;0.0383665075735486;0.12201669188344964;0.10567696664834933;0.04544958731774716;0.012209594787968178;0.0147305777332587;0.16941112692281632;0.01376485227560538;0.00642203013216538;0.04606257139698567;0.11823126034523528;0.013618263725848009;0.03642721841760163;0.18809720863742382;0.0124038084653512;0.04987033712347896;Republican
66;Brian Bilbray (R);0.14672222548271613;0.07480998264408402;0.11641985657073672;0.021484307861537936;0.07864355594702571;0.031022758295485568;0.004250862074828775;0.0346606033717835;0.11727178909841447;0.0147305777332587;0.09222369780138705;0.01376485227560538;0.00642203013216538;0.1909125620465827;0.04957464950722798;0.013618263725848009;0.03642721841760163;0.01437988196992879;0.07840185655596325;0.1491824800095477;Republican
67;Bob Filner (D);0.0199314358606394;0.055282826942638544;0.08819586537783108;0.012525301108238643;0.1064826646221995;0.028036020679368855;0.08456802652053312;0.030973944717703466;0.08546132020647455;0.03078249091916518;0.012239482612591003;0.18772996921228505;0.18313676653725003;0.06793847491711506;0.06248594066335075;0.013618263725848009;0.03237712879621835;0.07793503335619427;0.023103438715818464;0.2331219694143976;Democrat
68;Duncan D. Hunter (R);0.08994747067712455;0.06959523411836757;0.045582175546074466;0.009183444820353453;0.0383665075735486;0.031022758295485568;0.08536502082906507;0.04544958731774716;0.0687757909215956;0.0147305777332587;0.09072763563781527;0.08857709750566892;0.00642203013216538;0.04606257139698567;0.33783783783783783;0.013618263725848009;0.10108361636745915;0.10975502678022653;0.058069311530242494;0.04987033712347896;Republican
