;Robert Benton;Robert Redford;Warren Beatty;Richard Attenborough;James L. Brooks;Miloš Forman;Sydney Pollack;Oliver Stone;Bernardo Bertolucci;Barry Levinson;Kevin Costner;Jonathan Demme;Clint Eastwood;Robert Zemeckis;Mel Gibson;Anthony Minghella;James Cameron;Steven Spielberg;Sam Mendes;Steven Soderbergh;Ron Howard;Roman Polanski;Ang Lee;Martin Scorsese;Joel and Ethan Coen;Danny Boyle;Kathryn Bigelow;Michel Hazanavicius;Alfonso Cuarón
Braveheart;0.13975115213733236;0.1665516365118225;0.2182430830428237;0.19312521577141334;0.1896464662305226;0.2125839843415992;0.1744190986779232;0.1754899911124599;0.20117331254797585;0.1558312045048642;0.16762645767580847;0.1972911836898647;0.22244974704739606;0.20342241891091253;0.26392101253956574;0.1673603497034729;0.20695671120196762;0.21908122224121;0.15521121845248403;0.21547684612149137;0.1768771929118717;0.22552681467549607;0.20172182619914464;0.2100052684642549;0.2147153910977365;0.20728123921908487;0.20779733073790385;0.18890028933290914;0.20212316497492044
The English Patient (film);0.14650985301263209;0.16454285954974016;0.19994005052556302;0.17235028553682258;0.16729553350096943;0.19649280260670965;0.16830410095453419;0.1668553701577959;0.2062340753351816;0.1587905992989373;0.1532464854949468;0.18831460062320127;0.2116605707988653;0.19493981125353244;0.1729509105900941;0.20926625162964613;0.17481982558589484;0.20457005423454308;0.1696560385056719;0.22483459277238646;0.16333071685215372;0.20409966994311707;0.19849910272698476;0.21011355808240617;0.2051478024636078;0.200381043354219;0.20588790123449546;0.19720683968329278;0.20886811791183396
Titanic (1997 film);0.14958383854949653;0.2098294839470583;0.2650961859891946;0.23286083057334633;0.24288460360364333;0.2586787219293429;0.21097172233817602;0.23912847991187908;0.25458285857775415;0.185920274422237;0.19789775340961713;0.23518369918510595;0.27983039283313466;0.26028246767609226;0.22544040406342997;0.19531830361165398;0.3732053339673384;0.28273800153536155;0.2204061441844638;0.28448981007629487;0.21056798887258166;0.28542173767723017;0.27201634154342985;0.2722938109572812;0.2713451621671573;0.24603273633314923;0.281781085052237;0.2436114031604814;0.24615779424826312
Saving Private Ryan;0.1448058511078629;0.20585875140634174;0.2595175885275989;0.20911169166603774;0.22465663184570805;0.2560364512434498;0.20397739991816297;0.2410941965068978;0.2558194011806407;0.19532600226558539;0.19830725374174357;0.236718821555486;0.2881216091891502;0.26539523505116513;0.2253164096731422;0.17636698216742885;0.23711741493645908;0.3753479381110057;0.21305040494282093;0.28715623389384176;0.23408550549286605;0.27937543312392765;0.2465073383737646;0.26863508241715506;0.2839193679294767;0.2507441252205924;0.2722807772290245;0.23837579032961123;0.250109978541058
American Beauty (1999 film);0.14411464945423466;0.19951663121309637;0.24123147585153512;0.20631979214329318;0.2239134308013786;0.24284056633061896;0.20251338753882175;0.1944354153507421;0.2389243654938989;0.18216316635116253;0.20669786465454376;0.22297337312621646;0.25664002212064385;0.2613372867459284;0.20316125145465322;0.18058957257836278;0.21298769720073085;0.2782890153012875;0.26110336531418665;0.26038367462469825;0.20746684355774506;0.25448834359576483;0.2429198422094563;0.24441595511892375;0.25128490298645306;0.22218756033080364;0.24818718851846697;0.2143501923921542;0.22357926710578924
Traffic (2000 film);0.1619252906067625;0.1995233250768021;0.2466838640611026;0.2046816038808663;0.21340258281944308;0.24321181199599648;0.20362242866071262;0.21725454916217835;0.24760442391812743;0.19102647346038495;0.18358565373176597;0.23088070570352892;0.2569315861998941;0.24511422415126372;0.2084796592188684;0.182883162959355;0.22040283260713384;0.25339277149985834;0.19691174670559367;0.35869763295069584;0.19932874457856115;0.2503429610058818;0.2327298889646073;0.2572457610504317;0.26179831630117234;0.23232569573221426;0.24712206190095343;0.2287303391542828;0.25512286050653393
A Beautiful Mind (film);0.15533366504575757;0.18156500637353834;0.2261913083191771;0.18858784039934479;0.18791124198588183;0.21833088757054908;0.1748940154712821;0.17614135568806946;0.2263745043241911;0.16302953741264758;0.18186194704789604;0.21237837367730322;0.22581133569385553;0.2080838334563001;0.18732968471927708;0.16040965887639635;0.1929226884611155;0.22101243078449012;0.17746027731303826;0.23680489879820615;0.22464782652920717;0.23078046695982835;0.21017398453782926;0.22765501056261433;0.2295585325854029;0.21157505019239614;0.21919958663399655;0.21523301581560306;0.2214771347819839
The Pianist (2002 film);0.13646463147199744;0.16199888136152657;0.19197576147299208;0.17418438679308595;0.1691868842770573;0.19483846530703344;0.16620307424835729;0.15952908725963938;0.19296505688485371;0.15319909423129507;0.15475467848187546;0.17932957937472938;0.1996104389995729;0.18297710445753254;0.17064752200150912;0.16291768156682648;0.17194251812420572;0.196621474447874;0.16485065027160964;0.20239053423828982;0.16725056284349765;0.26605101044741264;0.1828662977915343;0.1977207071850211;0.19242961315446017;0.182567224987348;0.1881667010899899;0.18290423058954536;0.18287679952522162
Brokeback Mountain;0.21087544309299106;0.2155504961561826;0.2927291528752955;0.22935962509356167;0.2369773932329924;0.28587643856817846;0.22521473583793694;0.23773131159957311;0.2995696354090867;0.20823215304531886;0.2072091417361976;0.2683175865825061;0.29882153730986466;0.26183566073098585;0.27757474176672636;0.2307652709535945;0.24178576991283196;0.27937179184097055;0.22449735204387974;0.3052706397436712;0.21958778647914098;0.2875885219642978;0.3738179062474913;0.30291598185687607;0.2959646269870414;0.27513174925949846;0.3000367135814286;0.2904643094993975;0.3054214017935653
The Departed;0.15803967822369622;0.17772213690435035;0.21338098580880577;0.17128826076338408;0.1804802975295285;0.2101894656975774;0.1772426310309072;0.1872988611328027;0.217185691730491;0.17410221450835522;0.15777438098245014;0.20658426927887574;0.22813404552581013;0.20265617251858914;0.2206353359611804;0.16829846458933445;0.18802477060913103;0.21883108494583878;0.17075625558618857;0.23632341639889182;0.1944620643542209;0.21179363627905312;0.21174857162126065;0.31626863645545883;0.23824846760663754;0.20751155784538283;0.2242002768679766;0.22281977176540668;0.21874596197906457
No Country for Old Men (film);0.15566700311581583;0.19409294224476864;0.2331491180036464;0.1983666440571611;0.21592146970941004;0.24182984294023163;0.20208301417906843;0.22129929029722167;0.2521002973629715;0.18228110313367718;0.18583388906653986;0.22957911423729402;0.2766905243355483;0.24453684953632576;0.21780625066589382;0.18919271787307096;0.2184194917256923;0.25968682409046917;0.19866745522631252;0.274292390604019;0.19637899369520462;0.2655297452868627;0.264078965482445;0.26237550705338125;0.3706132124233239;0.24058552006405465;0.26854614442216335;0.23062360634730944;0.2506129509915077
Slumdog Millionaire;0.16329919583030328;0.20163042142614335;0.24966949611051586;0.22645126412589156;0.22393031599917398;0.26893272637737775;0.21300282157089792;0.2023365027910828;0.26924462249340597;0.19920116552700767;0.1893582407732513;0.24588541640881634;0.28134289880034685;0.2596632302334324;0.2249323859907468;0.20857984111933603;0.22934639739674936;0.27200071746120386;0.227498821687534;0.3026619501052159;0.212017111070816;0.2695773928685007;0.262669764617007;0.27014436545917525;0.27925439820639547;0.3245563958716815;0.28441957819361036;0.275015162622639;0.27026776914099226
The Hurt Locker;0.17468558147181024;0.21032695493111797;0.26965032216364354;0.2288487146787225;0.24768045947420841;0.27583313447810565;0.22338616470000133;0.2074345748926285;0.2918725964402945;0.2082710045894138;0.1950080134141733;0.2661063547914811;0.3010483317061414;0.27147068821191506;0.2373996460721453;0.2082834161776823;0.2601755228608934;0.29171883424203976;0.23406142506366895;0.3180872831475726;0.22177226400034547;0.2956667843558337;0.27659055653760256;0.29236327632161097;0.2926210689597374;0.2756387005199707;0.3846300098523362;0.2860994071974183;0.2862907400587092
The Artist (film);0.19065437823564757;0.21780136288597715;0.2748297287400665;0.22069217326221513;0.22749779936667044;0.30122361528388847;0.23061026807102208;0.21056226909459255;0.3090522074061193;0.22260009058919644;0.19697797204991896;0.2760291821234296;0.3013618806119774;0.273164339731384;0.23196500338179335;0.19446518044290806;0.24856461905105837;0.2876997341139975;0.23411448139613672;0.32033221816364627;0.23041840611523473;0.2892393325517308;0.2783187144821998;0.3114795051910975;0.2988950723823488;0.2792074112323901;0.30933324620477265;0.37168273683940145;0.2922403164814971
Gravity (2013 film);0.17841044304968887;0.21140480839608924;0.27293635912787095;0.2244179305428683;0.22887830270782894;0.2635276718928385;0.2087026567857844;0.28651531438166833;0.27656372810546836;0.19179109507578074;0.2043799264135182;0.26250969320046313;0.2936884446992756;0.2648624639038625;0.22523738968739598;0.20952874542460992;0.2817700843771022;0.27751939921692376;0.23519340142719897;0.30628161831918904;0.21073294655390626;0.28754750398770323;0.26970140884954674;0.2891326817806863;0.27665093991828615;0.27391896276032035;0.28948472474558296;0.2709707315805091;0.32609609366691483
