subject;predicate;object;score;path
Caroline Beaumont Zachry;/people/person/place_of_birth;New York City;5.0;Caroline Beaumont Zachry>Teachers College, Columbia University>Columbia University>New York City
Gerrit Henry;/people/person/place_of_birth;New York City;5.0;Gerrit Henry>Columbia University>New York City
Ray Gilhooley;/people/person/place_of_birth;New York City;5.0;Ray Gilhooley>New York City, New York>The Bronx>New York City
Jimmy Douglass;/people/person/place_of_birth;New York City;-5.0;Jimmy Douglass>New York (state)>Arabic>New York City
Countee Cullen;/people/person/place_of_birth;New York City;-1.0;Countee Cullen>The Bronx>New York City
Jenny Burton;/people/person/place_of_birth;New York City;1.0;Jenny Burton>Chuck (TV series)>DC Comics>New York City
Adele Morales;/people/person/place_of_birth;New York City;5.0;Adele Morales>Arthur Miller>New York City
Matthew J. Merritt;/people/person/place_of_birth;New York City;5.0;Matthew J. Merritt>Malba, Queens>East River>New York City
Victor Hammer (businessman);/people/person/place_of_birth;New York City;5.0;Victor Hammer (businessman)>The Bronx>New York City
Joe Connelly (producer);/people/person/place_of_birth;New York City;5.0;Joe Connelly (producer)>television>Apple Inc.>New York City
David Goodman Croly;/people/person/place_of_birth;New York City;1.0;David Goodman Croly>United States>American Revolution>New York City
James G. Evans;/people/person/place_of_birth;New York City;5.0;James G. Evans>Washington's Birthday>Calvin Coolidge>New York City
Loyd A. Jones;/people/person/place_of_birth;New York City;-5.0;Loyd A. Jones>Physics>Ibn al-Haytham>New York City
Arthur R.G. Solmssen;/people/person/place_of_birth;New York City;1.0;Arthur R.G. Solmssen>Berlin>New York City
Harry Mathews;/people/person/place_of_birth;New York City;5.0;Harry Mathews>Key West, Florida>City>New York City
John Clarkson Jay;/people/person/place_of_birth;New York City;5.0;John Clarkson Jay>Columbia University>New York City
Edwin Grasse;/people/person/place_of_birth;New York City;5.0;Edwin Grasse>The New York Times>Buffalo, New York>New York City
Paul Carter Harrison;/people/person/place_of_birth;New York City;5.0;Paul Carter Harrison>United States>American Revolution>New York City
Stephen Blauner;/people/person/place_of_birth;New York City;1.0;Stephen Blauner>Bobby Darin>California>New York City
Stewart L. Woodford;/people/person/place_of_birth;New York City;5.0;Stewart L. Woodford>Columbia University>New York City
Edward Weinfeld;/people/person/place_of_birth;New York City;5.0;Edward Weinfeld>United States District Court for the Southern District of New York>The Bronx>New York City
Zack O'Malley Greenburg;/people/person/place_of_birth;New York City;5.0;Zack O'Malley Greenburg>Yale College>Connecticut>New York City
William Starr Miller II;/people/person/place_of_birth;New York City;5.0;William Starr Miller II>The New York Times>Buffalo, New York>New York City
Frank Hotaling;/people/person/place_of_birth;New York City;5.0;Frank Hotaling>Academy Awards>New York City
Andrew Hussey Allen;/people/person/place_of_birth;New York City;5.0;Andrew Hussey Allen>United States>American Revolution>New York City
Stanley Cooperman;/people/person/place_of_birth;New York City;5.0;Stanley Cooperman>Canadians>Canadian English>New York City
Jock Gaynor;/people/person/place_of_birth;New York City;-5.0;Jock Gaynor>California>New York City
Amanda Green;/people/person/place_of_birth;New York City;5.0;Amanda Green>Atlanta>New York City
David Eisenbud;/people/person/place_of_birth;New York City;1.0;David Eisenbud>New York (state)>Arabic>New York City
Edwin Lester;/people/person/place_of_birth;New York City;5.0;Edwin Lester>Beverly Hills, California>California>New York City
John Henry Haaren;/people/person/place_of_birth;New York City;5.0;John Henry Haaren>Columbia University>New York City
Tanya Vidal;/people/person/place_of_birth;New York City;1.0;Tanya Vidal>Puerto Rico>American English>New York City
Abe Goldstein;/people/person/place_of_birth;New York City;5.0;Abe Goldstein>New York, New York>The Bronx>New York City
Florence Nightingale Levy;/people/person/place_of_birth;New York City;5.0;Florence Nightingale Levy>Art History>Capitalism>New York City
John Clinton Gray;/people/person/place_of_birth;New York City;5.0;John Clinton Gray>The New York Times>Buffalo, New York>New York City
Bayard Clarke;/people/person/place_of_birth;New York City;5.0;Bayard Clarke>The New York Times>Buffalo, New York>New York City
Sondra Lipton;/people/person/place_of_birth;New York City;-1.0;Sondra Lipton>Broadway theater>Broadway (Manhattan)>New York City
Steve Kaplan;/people/person/place_of_birth;New York City;1.0;Steve Kaplan (professor)>Documentary film>New York City
Edmund Milton Holland;/people/person/place_of_birth;New York City;5.0;Edmund Milton Holland>United States>American Revolution>New York City
Charles Henry Webb;/people/person/place_of_birth;New York City;1.0;Charles Henry Webb>New York, New York>The Bronx>New York City
Sara Berman (philanthropist);/people/person/place_of_birth;New York City;5.0;Sara Berman (philanthropist)>Upper East Side>City>New York City
Sidney Jonas Budnick;/people/person/place_of_birth;New York City;5.0;Sidney Jonas Budnick>De Stijl>Blue>New York City
Thomas F. Burchill;/people/person/place_of_birth;New York City;3.0;Thomas F. Burchill>The New York Times>Buffalo, New York>New York City
Harold Jacoby;/people/person/place_of_birth;New York City;5.0;Harold Jacoby>Columbia University>New York City
Frederic Taber Cooper;/people/person/place_of_birth;New York City;5.0;Frederic Taber Cooper>Columbia University>New York City
Daniel Pagano;/people/person/place_of_birth;New York City;1.0;Daniel Pagano>The Bronx>New York City
James Sibley Watson;/people/person/place_of_birth;New York City;-1.0;James Sibley Watson>Margaret C. Anderson>Chicago>New York City
Jacob Mishler;/people/person/place_of_birth;New York City;5.0;Jacob Mishler>Dwight D. Eisenhower>New York City
Eric Chester;/people/person/place_of_birth;New York City;5.0;Eric Chester>United States>American Revolution>New York City
Anahid Ajemian;/people/person/place_of_birth;New York City;1.0;Anahid Ajemian>Columbia University>New York City
Mike Siegel;/people/person/place_of_birth;New York City;-5.0;Mike Siegel>Radio personality>Disc jockey>New York City
Joan Mahoney;/people/person/place_of_birth;New York City;5.0;Joan Mahoney>Detroit>New York City
Lee Delano;/people/person/place_of_birth;New York City;3.0;Lee Delano>Joanne Woodward>Academy Awards>New York City
Gregory McMahon;/people/person/place_of_birth;New York City;5.0;Gregory McMahon>United States House of Representatives>Delaware>New York City
Sylvia Pressler;/people/person/place_of_birth;New York City;5.0;Sylvia Pressler>New Jersey>Delaware>New York City
Keppel Harcourt Barnard;/people/person/place_of_birth;London;5.0;Keppel Harcourt Barnard>Lambeth>Archbishop of Canterbury>London
James Redhouse;/people/person/place_of_birth;London;-3.0;James Redhouse>American Board of Commissioners for Foreign Missions>Athens>London
Edward Romilly;/people/person/place_of_birth;London;5.0;Edward Romilly>Porthkerry>Doctor Who>London
William Keasberry;/people/person/place_of_birth;London;5.0;William Keasberry>Bath, Somerset>England>London
Henry Cecil Leon;/people/person/place_of_birth;London;-5.0;Henry Cecil Leon>Call to the Bar>Common law>London
Thomas Playfere;/people/person/place_of_birth;London;5.0;Thomas Playfere>Kent>Archbishop of Canterbury>London
Aamer Haleem;/people/person/place_of_birth;London;5.0;Aamer Haleem>Canadians>British Isles>London
Judy Leden;/people/person/place_of_birth;London;-5.0;Judy Leden>Cardiff>London
William Vaughan (bishop);/people/person/place_of_birth;London;5.0;William Vaughan (bishop)>The Right Reverend>Anglican Communion>London
Rusty Egan;/people/person/place_of_birth;London;5.0;Rusty Egan>Punk rock>Drum kit>London
Frank Pearson;/people/person/place_of_birth;London;-1.0;Frank Pearson>Australia>Federalism>London
William Mattieu Williams;/people/person/place_of_birth;London;5.0;William Mattieu Williams>Lambeth>Archbishop of Canterbury>London
Alan Littlejohn;/people/person/place_of_birth;London;5.0;Alan Littlejohn>England>London
Frank Sayers;/people/person/place_of_birth;London;5.0;Frank Sayers>St Margaret Pattens>City of London>London
John William Mellor;/people/person/place_of_birth;London;5.0;John William Mellor>Barrister>London
Geoffrey Stevens (journalist);/people/person/place_of_birth;London;-1.0;Geoffrey Stevens (journalist)>London, Ontario>England>London
Charles Hastings Doyle;/people/person/place_of_birth;London;5.0;Charles Hastings Doyle>Charles Tupper>London
Richard Corbould;/people/person/place_of_birth;London;5.0;Richard Corbould>National Maritime Museum>Belfast>London
Mark Stone (baritone);/people/person/place_of_birth;London;5.0;Mark Stone (baritone)>Barcelona>London
James William Wallack;/people/person/place_of_birth;London;5.0;James William Wallack>England>London
Edward Alfred Cowper;/people/person/place_of_birth;London;5.0;Edward Alfred Cowper>England>London
Thomas E. Wilson;/people/person/place_of_birth;London;-5.0;Thomas E. Wilson>The New York Times>Chicago>London
Stephen Griew;/people/person/place_of_birth;London;5.0;Stephen Griew>Athabasca University>England>London
E. W. Dickes;/people/person/place_of_birth;London;5.0;E. W. Dickes>Admiralty>London
Neil Zakiewicz;/people/person/place_of_birth;London;5.0;Neil Zakiewicz>Dublin>London
Desi Williams;/people/person/place_of_birth;London;5.0;Desi Williams>England>London
Charles Ejogo;/people/person/place_of_birth;London;5.0;Charles Ejogo>BT Group>London
Alaric Alexander Watts;/people/person/place_of_birth;London;5.0;Alaric Alexander Watts>George Hamilton-Gordon, 4th Earl of Aberdeen>Arthur Wellesley, 1st Duke of Wellington>London
Victor Henny;/people/person/place_of_birth;London;-3.0;Victor Henny>Salatiga>Borneo>London
Geoffrey Acland;/people/person/place_of_birth;London;-1.0;Geoffrey Acland>British people>British Isles>London
Thomas Morton Harper;/people/person/place_of_birth;London;5.0;Thomas Morton Harper>England>London
John Edwin (17491790);/people/person/place_of_birth;London;5.0;John Edwin (17491790)>England>London
Reginald Brett, 2nd Viscount Esher;/people/person/place_of_birth;London;5.0;Reginald Brett, 2nd Viscount Esher>Benjamin Disraeli>London
Terry Byrne;/people/person/place_of_birth;London;5.0;Terry Byrne>Chelsea F.C.>London
Ursula Hoff;/people/person/place_of_birth;London;5.0;Ursula Hoff>British Museum>London
Mary Rose Young;/people/person/place_of_birth;London;-5.0;Mary Rose Young>United Kingdom>Cornish language>London
George Stone (bishop);/people/person/place_of_birth;London;5.0;George Stone (bishop)>The Most Reverend>Anglican Communion>London
George Georgiou;/people/person/place_of_birth;London;5.0;George Georgiou>Vanessa Winship>Balkans>London
Frank Holl;/people/person/place_of_birth;London;5.0;Frank Holl>University College School>England>London
Cliff Jones (musician);/people/person/place_of_birth;London;5.0;Cliff Jones (musician)>Britpop>Drum kit>London
Malcolm Wakeford;/people/person/place_of_birth;London;-5.0;Little River Band>Fleetwood Mac>London
Robin Gillett;/people/person/place_of_birth;London;5.0;Robin Gillett>Lord Mayor of London>City of London>London
Janet Coster;/people/person/place_of_birth;London;5.0;Janet Coster>England>London
Bertie Felstead;/people/person/place_of_birth;London;5.0;Bertie Felstead>England>London
Charles Mayo (Anglo-Saxon scholar);/people/person/place_of_birth;London;5.0;Charles Mayo (Anglo-Saxon scholar)>Merchant Taylors' School, Northwood>City of London>London
Abraham Aurelius;/people/person/place_of_birth;London;-3.0;Abraham Aurelius>Leyden>Amsterdam>London
Nick Grosso;/people/person/place_of_birth;London;5.0;Nick Grosso>Argentina>Federalism>London
George Russell French;/people/person/place_of_birth;London;5.0;George Russell French>Arthur Wellesley, 1st Duke of Wellington>London
Charles Kennedy Scott;/people/person/place_of_birth;London;-3.0;Charles Kennedy Scott>Romsey>Black Death>London
William Emery;/people/person/place_of_birth;London;5.0;William Emery>The Venerable>Anglican Communion>London
William Garnett (civil servant);/people/person/place_of_birth;London;5.0;William Garnett (civil servant)>Arthur William Garnett>Westmorland>England>London
Dmitry Grigorieff;/people/person/place_of_birth;London;5.0;Dmitry Grigorieff>Dean (religion)>Anglican Communion>London
Isidor Clinton Rubin;/people/person/place_of_birth;London;-3.0;Isidor Clinton Rubin>Prussia>Berlin>London
Thomas Gerald Room;/people/person/place_of_birth;London;-5.0;Thomas Gerald Room>England>London
Christopher Headington;/people/person/place_of_birth;London;5.0;Christopher Headington>England>London
John Barry (set designer);/people/person/place_of_birth;London;5.0;John Barry (set designer)>Star Wars (film)>Dr. Strangelove>London
Michael Jaffé;/people/person/place_of_birth;London;5.0;Michael Jaffé>England>London
Adrian Bowyer;/people/person/place_of_birth;London;5.0;Adrian Bowyer>Imperial College London>European Union>London
David Smith (English politician);/people/person/place_of_birth;London;5.0;David Smith (English politician)>City of London>London
Gordon Jennings Laing;/people/person/place_of_birth;London;-3.0;Gordon Jennings Laing>United States>Federalism>London
Guy de Cointet;/people/person/place_of_birth;Paris;5.0;Guy de Cointet>École des Beaux-Arts de Nancy>Auguste Rodin>Paris
Abel Dimier;/people/person/place_of_birth;Paris;5.0;Abel Dimier>France>French language>Paris
René Renoult;/people/person/place_of_birth;Paris;5.0;René Renoult>France>French language>Paris
Farid Chopel;/people/person/place_of_birth;Paris;5.0;Farid Chopel>France>French language>Paris
François Maspero;/people/person/place_of_birth;Paris;5.0;François Maspero>France>French language>Paris
Thibaut de Reimpré;/people/person/place_of_birth;Paris;5.0;Thibaut de Reimpré>French people>French language>Paris
Charles Collé;/people/person/place_of_birth;Paris;5.0;Charles Collé>France>French language>Paris
Bertrand Lamarche;/people/person/place_of_birth;Paris;3.0;Bertrand Lamarche>Kate Bush>François Truffaut>Paris
Louis Godin;/people/person/place_of_birth;Paris;5.0;Louis Godin>France>French language>Paris
Elsa Lunghini;/people/person/place_of_birth;Paris;5.0;Elsa Lunghini>France>French language>Paris
Lucien Laurent Bonheur;/people/person/place_of_birth;Paris;5.0;Lucien Laurent Bonheur>The New York Times>Chicago>Paris
Gérard Granel;/people/person/place_of_birth;Paris;5.0;Gérard Granel>Bordeaux>Paris
Martin Malvy;/people/person/place_of_birth;Paris;5.0;Martin Malvy>President of the Regional Council (France)>Guadeloupe>Paris
Albert Geouffre de Lapradelle;/people/person/place_of_birth;Paris;5.0;Albert Geouffre de Lapradelle>Columbia University>Paris
Armand Toussaint;/people/person/place_of_birth;Paris;5.0;Armand Toussaint>École nationale supérieure des Beaux-Arts>Jacques-Louis David>Paris
Hervé Alphand;/people/person/place_of_birth;Paris;5.0;Hervé Alphand>Ankara>Paris
Pierre Lecomte du Noüy;/people/person/place_of_birth;Paris;5.0;Pierre Lecomte du Noüy>New York City>Commuter rail>Paris
Léonce Alloy;/people/person/place_of_birth;Paris;5.0;Léonce Alloy>France>French language>Paris
Émile Lévy;/people/person/place_of_birth;Paris;5.0;Émile Lévy>France>French language>Paris
Pierre Cartellier;/people/person/place_of_birth;Paris;5.0;Pierre Cartellier>Jacques-Louis David>Paris
Yves Roucaute;/people/person/place_of_birth;Paris;5.0;Yves Roucaute>Baghdad>Paris
Ernest Breton;/people/person/place_of_birth;Paris;5.0;Ernest Breton>Archaeology>Geodesy>Paris
Albert Vizentini;/people/person/place_of_birth;Paris;5.0;Albert Vizentini>Théâtre de l'Odéon>Arc de Triomphe>Paris
Antoine Verglas;/people/person/place_of_birth;Paris;5.0;Antoine Verglas>Claudia Schiffer>Brigitte Bardot>Paris
Cornélie Falcon;/people/person/place_of_birth;Paris;5.0;Cornélie Falcon>Google Books>Columbia University>Paris
Hélène Carrère d'Encausse;/people/person/place_of_birth;Paris;5.0;Hélène Carrère d'Encausse>France>French language>Paris
Marc Sangnier;/people/person/place_of_birth;Paris;5.0;Marc Sangnier>Pope Benedict XV>Europe>Paris
Georges Hugon;/people/person/place_of_birth;Paris;5.0;Georges Hugon>Gustave Flaubert>Paris
Constant Ferdinand Burille;/people/person/place_of_birth;Paris;3.0;Constant Ferdinand Burille>Boston>Commuter rail>Paris
Henri de Contenson;/people/person/place_of_birth;Paris;5.0;Henri de Contenson>Archaeologist>Geodesy>Paris
Marthe Chenal;/people/person/place_of_birth;Paris;5.0;Marthe Chenal>Sapho (Massenet)>Algiers>Paris
Jules Louis Lewal;/people/person/place_of_birth;Paris;5.0;Jules Louis Lewal>French intervention in Mexico>Édouard Manet>Paris
Alain Ehrenberg;/people/person/place_of_birth;Paris;5.0;Alain Ehrenberg>Rennes>Bordeaux>Paris
Jean Noël Hallé;/people/person/place_of_birth;Paris;5.0;Jean Noël Hallé>Antoine Lavoisier>Paris
Léon Gimpel;/people/person/place_of_birth;Paris;5.0;Léon Gimpel>Strasbourg>European Union>Paris
Jules de Gaultier;/people/person/place_of_birth;Paris;5.0;Jules de Gaultier>Boulogne-sur-Mer>French language>Paris
Louis Mazetier;/people/person/place_of_birth;Paris;5.0;Louis Mazetier>Paris Washboard>Europe>Paris
Françoise Claustre;/people/person/place_of_birth;Paris;5.0;Françoise Claustre>France>French language>Paris
Florent Fidèle Constant Bourgeois;/people/person/place_of_birth;Paris;5.0;Florent Fidèle Constant Bourgeois>Jacques-Louis David>Paris
Adolphe Cohn;/people/person/place_of_birth;Paris;5.0;Adolphe Cohn>French language>Paris
Jacques d'Agar;/people/person/place_of_birth;Paris;5.0;Jacques d'Agar>Copenhagen>Paris
André Léri;/people/person/place_of_birth;Paris;5.0;André Léri>Berlin>Paris
Gabriel Bertrand;/people/person/place_of_birth;Paris;5.0;Gabriel Bertrand>Institut Pasteur>Bacteriophage>Paris
Germinal Pierre Dandelin;/people/person/place_of_birth;Paris;-3.0;Germinal Pierre Dandelin>Ghent>Paris
Henry Lerolle;/people/person/place_of_birth;Paris;5.0;Henry Lerolle>Berthe Morisot>Paris
Louis Dorléans;/people/person/place_of_birth;Paris;5.0;Louis Dorléans>France>French language>Paris
Paul Lacroix;/people/person/place_of_birth;Paris;5.0;Paul Lacroix>Napoleon III>Fontainebleau>Paris
Christelle Lefranc;/people/person/place_of_birth;Paris;1.0;Christelle Lefranc>Barcelona>Paris
Dumont de Montigny;/people/person/place_of_birth;Paris;5.0;Dumont de Montigny>Chicago>Paris
Pierre Joxe;/people/person/place_of_birth;Paris;5.0;Pierre Joxe>Minister of the Interior (France)>French Armed Forces>Paris
Alfred Darjou;/people/person/place_of_birth;Paris;5.0;Alfred Darjou>Hôtel de Ville, Paris>Auguste Rodin>Paris
Michio Ihara;/people/person/place_of_birth;Paris;5.0;Michio Ihara>Kinetic sculpture>Claude Monet>Paris
Henri Perreyve;/people/person/place_of_birth;Paris;5.0;Henri Perreyve>Oratory of Jesus>Cardinal (Catholic Church)>Paris
Leon Athanese Gosselin;/people/person/place_of_birth;Paris;3.0;Léon Athanese Gosselin>Faculté de Médecine de Paris>Guild>Paris
Morris Bear Squire;/people/person/place_of_birth;Chicago;5.0;Morris Bear Squire>Illinois>Chicago
Johanna Meier;/people/person/place_of_birth;Chicago;5.0;Johanna Meier>United States of America>North America>Chicago
Al Cotey;/people/person/place_of_birth;Chicago;5.0;Al Cotey>Chicago, Illinois>Commuter rail>Chicago
Carl R. Chindblom;/people/person/place_of_birth;Chicago;5.0;Carl R. Chindblom>Illinois>Chicago
Joe Zakas;/people/person/place_of_birth;Chicago;5.0;Joe Zakas>Daniel Anthony Manion>Knute Rockne>Chicago
Raymond R. Schumacher;/people/person/place_of_birth;Chicago;5.0;Raymond R. Schumacher>Chicago Bears>Chicago
Robert E. Merriam;/people/person/place_of_birth;Chicago;5.0;Robert E. Merriam>Dwight D. Eisenhower>Chicago
Phillip Jackson (American politician);/people/person/place_of_birth;Chicago;5.0;Phillip Jackson>Chicago Public Schools>Illinois>Chicago
Charlene McMann;/people/person/place_of_birth;Chicago;5.0;Chicago Blood Cancer Foundation>Chicago Sun-Times>Illinois>Chicago
No I.D.;/people/person/place_of_birth;Chicago;3.0;No I.D.>Illinois>Chicago
Stewart G. Honeck;/people/person/place_of_birth;Chicago;5.0;Stewart G. Honeck>United States>North America>Chicago
Dean Richards (reporter);/people/person/place_of_birth;Chicago;-1.0;Dean Richards (reporter)>Chicago, Illinois>Commuter rail>Chicago
Steve Bjorklund;/people/person/place_of_birth;Chicago;5.0;Steve Bjorklund>Chicago, Illinois>Commuter rail>Chicago
Leslie Allen (racing driver);/people/person/place_of_birth;Chicago;5.0;Leslie Allen (racing driver)>Odell, Illinois>Chicago White Sox>Chicago
James Burnham;/people/person/place_of_birth;Chicago;5.0;James Burnham>Franklin D. Roosevelt>Chicago
Bernard Brodie (military strategist);/people/person/place_of_birth;Chicago;5.0;Bernard Brodie (military strategist)>Illinois>Chicago
Louis Antonelli;/people/person/place_of_birth;Chicago;5.0;Louis Antonelli>Illinois>Chicago
Mary Lou Munts;/people/person/place_of_birth;Chicago;5.0;Mary Lou Munts>United States>North America>Chicago
Michael Colgrass;/people/person/place_of_birth;Chicago;5.0;Michael Colgrass>Detroit>Chicago
Fenton Johnson (poet);/people/person/place_of_birth;Chicago;5.0;Fenton Johnson (poet)>Illinois>Chicago
Steve Miller (athletics);/people/person/place_of_birth;Chicago;5.0;Steve Miller (athletics)>Illinois>Chicago
Vincent A. Mahler;/people/person/place_of_birth;Chicago;3.0;Vincent A. Mahler>Political Science>Moscow>Chicago
William Francis Whitman, Jr.;/people/person/place_of_birth;Chicago;5.0;William Francis Whitman Jr.>Miami, Florida>Commuter rail>Chicago
Wendy White (mezzo-soprano);/people/person/place_of_birth;Chicago;5.0;Wendy White (mezzo-soprano)>The New York Times>Federal Bureau of Investigation>Chicago
Daniel Spielman;/people/person/place_of_birth;Philadelphia;5.0;Daniel Spielman>Pennsylvania>Philadelphia
Joel Myers;/people/person/place_of_birth;Philadelphia;-5.0;Joel Myers>Pennsylvania>Philadelphia
Edwin Milton Abbott;/people/person/place_of_birth;Philadelphia;5.0;Edwin Milton Abbott>United states>Maine>Philadelphia
Festus Walters;/people/person/place_of_birth;Philadelphia;1.0;Festus Walters>Columbus, Ohio>Philadelphia
Freddy Winnai;/people/person/place_of_birth;Philadelphia;5.0;Freddy Winnai>Philadelphia, Pennsylvania>Commuter rail>Philadelphia
Benjamin Franklin Bache (journalist);/people/person/place_of_birth;Philadelphia;-3.0;Benjamin Franklin Bache (journalist)>Benjamin Franklin>Philadelphia
Johnny Zito;/people/person/place_of_birth;Philadelphia;-3.0;Johnny Zito>Alpha Girls>Schoolly D>Philadelphia
Tom Mattera;/people/person/place_of_birth;Philadelphia;5.0;Tom Mattera>David Lynch>Philadelphia
James Zug;/people/person/place_of_birth;Philadelphia;5.0;James Zug>Philadelphia, Pennsylvania>Commuter rail>Philadelphia
Gloria Mann;/people/person/place_of_birth;Philadelphia;5.0;Gloria Mann>Pennsylvania>Philadelphia
Bernie Lowe;/people/person/place_of_birth;Philadelphia;5.0;Bernie Lowe>Elvis Presley>Philadelphia
Stanley Sporkin;/people/person/place_of_birth;Philadelphia;5.0;Stanley Sporkin>Pennsylvania>Philadelphia
Leon Bass;/people/person/place_of_birth;Philadelphia;5.0;Leon Bass>Alabama>Philadelphia
Thomas Pole;/people/person/place_of_birth;Philadelphia;5.0;Thomas Pole>Benjamin Franklin>Philadelphia
