subject;predicate;object;score;path
James G. Evans;/people/person/place_of_birth;New York City;5.0;0.13468164896064597
Loyd A. Jones;/people/person/place_of_birth;New York City;-5.0;0.05830015354866429
Arthur R.G. Solmssen;/people/person/place_of_birth;New York City;1.0;0.0902938110853464
Harry Mathews;/people/person/place_of_birth;New York City;5.0;0.09734840719865742
John Clarkson Jay;/people/person/place_of_birth;New York City;5.0;0.172082050307454
Edwin Grasse;/people/person/place_of_birth;New York City;5.0;0.14286268298329446
Paul Carter Harrison;/people/person/place_of_birth;New York City;5.0;0.1282976587855821
Stephen Blauner;/people/person/place_of_birth;New York City;1.0;0.1008366352123577
Stewart L. Woodford;/people/person/place_of_birth;New York City;5.0;0.21568396739539292
Edward Weinfeld;/people/person/place_of_birth;New York City;5.0;0.16345015119334422
Zack O'Malley Greenburg;/people/person/place_of_birth;New York City;5.0;0.10831747479093587
William Starr Miller II;/people/person/place_of_birth;New York City;5.0;0.17316655938704426
Frank Hotaling;/people/person/place_of_birth;New York City;5.0;0.09223814732391032
Andrew Hussey Allen;/people/person/place_of_birth;New York City;5.0;0.13337464394572576
Stanley Cooperman;/people/person/place_of_birth;New York City;5.0;0.15184981679194914
Jock Gaynor;/people/person/place_of_birth;New York City;-5.0;0.06413800852842456
Amanda Green;/people/person/place_of_birth;New York City;5.0;0.22041104944094808
David Eisenbud;/people/person/place_of_birth;New York City;1.0;0.09799710642835462
Edwin Lester;/people/person/place_of_birth;New York City;5.0;0.1191024214409861
John Henry Haaren;/people/person/place_of_birth;New York City;5.0;0.13823727355132748
Tanya Vidal;/people/person/place_of_birth;New York City;1.0;0.08401402884579875
Abe Goldstein;/people/person/place_of_birth;New York City;5.0;0.12851967743748538
Florence Nightingale Levy;/people/person/place_of_birth;New York City;5.0;0.1828035954377145
John Clinton Gray;/people/person/place_of_birth;New York City;5.0;0.21256095313646084
Bayard Clarke;/people/person/place_of_birth;New York City;5.0;0.18594249157138812
Sondra Lipton;/people/person/place_of_birth;New York City;-1.0;0.18453125182513047
Steve Kaplan;/people/person/place_of_birth;New York City;1.0;0.10119138973098613
Edmund Milton Holland;/people/person/place_of_birth;New York City;5.0;0.1288013271790167
Charles Henry Webb;/people/person/place_of_birth;New York City;1.0;0.09514067073576042
Sara Berman (philanthropist);/people/person/place_of_birth;New York City;5.0;0.13009952615024414
Sidney Jonas Budnick;/people/person/place_of_birth;New York City;5.0;0.10599500892252332
Thomas F. Burchill;/people/person/place_of_birth;New York City;3.0;0.2786709956940935
Harold Jacoby;/people/person/place_of_birth;New York City;5.0;0.09260835712800669
Frederic Taber Cooper;/people/person/place_of_birth;New York City;5.0;0.21624485240874047
Daniel Pagano;/people/person/place_of_birth;New York City;1.0;0.12998349458576675
James Sibley Watson;/people/person/place_of_birth;New York City;-1.0;0.06478158399203326
Jacob Mishler;/people/person/place_of_birth;New York City;5.0;0.14471670321996105
Eric Chester;/people/person/place_of_birth;New York City;5.0;0.1061551436516151
Anahid Ajemian;/people/person/place_of_birth;New York City;1.0;0.10745126904904538
Mike Siegel;/people/person/place_of_birth;New York City;-5.0;0.06694697903584608
Joan Mahoney;/people/person/place_of_birth;New York City;5.0;0.11551888687980852
Lee Delano;/people/person/place_of_birth;New York City;3.0;0.07929576792724582
Gregory McMahon;/people/person/place_of_birth;New York City;5.0;0.15680916763248257
Sylvia Pressler;/people/person/place_of_birth;New York City;5.0;0.15173935372215777
Keppel Harcourt Barnard;/people/person/place_of_birth;London;5.0;0.0903558398124924
James Redhouse;/people/person/place_of_birth;London;-3.0;0.06921632311413656
Edward Romilly;/people/person/place_of_birth;London;5.0;0.09030154046368341
William Keasberry;/people/person/place_of_birth;London;5.0;0.09181298027798952
Henry Cecil Leon;/people/person/place_of_birth;London;-5.0;0.066985199712838
Thomas Playfere;/people/person/place_of_birth;London;5.0;0.10614654193985221
Aamer Haleem;/people/person/place_of_birth;London;5.0;0.0913432635679689
Judy Leden;/people/person/place_of_birth;London;-5.0;0.07481263612058808
William Vaughan (bishop);/people/person/place_of_birth;London;5.0;0.09990520113390473
Rusty Egan;/people/person/place_of_birth;London;5.0;0.11478378397334152
Frank Pearson;/people/person/place_of_birth;London;-1.0;0.0771460532357709
William Mattieu Williams;/people/person/place_of_birth;London;5.0;0.21270197081786815
Alan Littlejohn;/people/person/place_of_birth;London;5.0;0.0967193555862538
Frank Sayers;/people/person/place_of_birth;London;5.0;0.10025814344457944
John William Mellor;/people/person/place_of_birth;London;5.0;0.10765611158743074
Geoffrey Stevens (journalist);/people/person/place_of_birth;London;-1.0;0.06325212510458897
Charles Hastings Doyle;/people/person/place_of_birth;London;5.0;0.11001293192999512
Richard Corbould;/people/person/place_of_birth;London;5.0;0.16142462989209977
Mark Stone (baritone);/people/person/place_of_birth;London;5.0;0.10475971507563009
James William Wallack;/people/person/place_of_birth;London;5.0;0.09723321666534604
Edward Alfred Cowper;/people/person/place_of_birth;London;5.0;0.14011006526068623
Thomas E. Wilson;/people/person/place_of_birth;London;-5.0;0.06025476631257582
Stephen Griew;/people/person/place_of_birth;London;5.0;0.12128671533494995
E. W. Dickes;/people/person/place_of_birth;London;5.0;0.12818129313498752
Neil Zakiewicz;/people/person/place_of_birth;London;5.0;0.1263075778348196
Desi Williams;/people/person/place_of_birth;London;5.0;0.09659389151785326
Charles Ejogo;/people/person/place_of_birth;London;5.0;0.12221328814278987
Alaric Alexander Watts;/people/person/place_of_birth;London;5.0;0.10834709249619431
Victor Henny;/people/person/place_of_birth;London;-3.0;0.12165232259202646
Geoffrey Acland;/people/person/place_of_birth;London;-1.0;0.0770802805378417
Thomas Morton Harper;/people/person/place_of_birth;London;5.0;0.15735131115500803
John Edwin (17491790);/people/person/place_of_birth;London;5.0;0.11294327346376931
Reginald Brett, 2nd Viscount Esher;/people/person/place_of_birth;London;5.0;0.11184825482155066
Terry Byrne;/people/person/place_of_birth;London;5.0;0.09799714443041506
Ursula Hoff;/people/person/place_of_birth;London;5.0;0.14191939779713766
Mary Rose Young;/people/person/place_of_birth;London;-5.0;0.06837056066568853
George Stone (bishop);/people/person/place_of_birth;London;5.0;0.1722595832773
George Georgiou;/people/person/place_of_birth;London;5.0;0.11766686383413082
Frank Holl;/people/person/place_of_birth;London;5.0;0.11535603104098752
Cliff Jones (musician);/people/person/place_of_birth;London;5.0;0.10709679749133039
Malcolm Wakeford;/people/person/place_of_birth;London;-5.0;0.08005729800580252
Robin Gillett;/people/person/place_of_birth;London;5.0;0.19597686111164286
Janet Coster;/people/person/place_of_birth;London;5.0;0.0950570908222664
Bertie Felstead;/people/person/place_of_birth;London;5.0;0.11771944102906529
Charles Mayo (Anglo-Saxon scholar);/people/person/place_of_birth;London;5.0;0.1050590589412008
Abraham Aurelius;/people/person/place_of_birth;London;-3.0;0.12752587438439295
Nick Grosso;/people/person/place_of_birth;London;5.0;0.15075916231409542
George Russell French;/people/person/place_of_birth;London;5.0;0.12343646980708006
Charles Kennedy Scott;/people/person/place_of_birth;London;-3.0;0.1301758520244502
William Emery;/people/person/place_of_birth;London;5.0;0.12007706084617895
William Garnett (civil servant);/people/person/place_of_birth;London;5.0;0.09520182451236628
Dmitry Grigorieff;/people/person/place_of_birth;London;5.0;0.0924096071746066
Isidor Clinton Rubin;/people/person/place_of_birth;London;-3.0;0.07324631555523528
Thomas Gerald Room;/people/person/place_of_birth;London;-5.0;0.08557700596719778
Christopher Headington;/people/person/place_of_birth;London;5.0;0.0935049601876499
John Barry (set designer);/people/person/place_of_birth;London;5.0;0.09038849685635861
Michael Jaffé;/people/person/place_of_birth;London;5.0;0.09058200605209646
Adrian Bowyer;/people/person/place_of_birth;London;5.0;0.10171572273889108
David Smith (English politician);/people/person/place_of_birth;London;5.0;0.13164171039618228
Gordon Jennings Laing;/people/person/place_of_birth;London;-3.0;0.056952102139482166
Guy de Cointet;/people/person/place_of_birth;Paris;5.0;0.11732836324623702
Abel Dimier;/people/person/place_of_birth;Paris;5.0;0.10042704208422004
René Renoult;/people/person/place_of_birth;Paris;5.0;0.11108118240179865
Farid Chopel;/people/person/place_of_birth;Paris;5.0;0.09784157067176644
François Maspero;/people/person/place_of_birth;Paris;5.0;0.11450662002475201
Thibaut de Reimpré;/people/person/place_of_birth;Paris;5.0;0.10037685572901406
Charles Collé;/people/person/place_of_birth;Paris;5.0;0.11973310631760918
Bertrand Lamarche;/people/person/place_of_birth;Paris;3.0;0.17465118361626208
Louis Godin;/people/person/place_of_birth;Paris;5.0;0.11237657365154365
Elsa Lunghini;/people/person/place_of_birth;Paris;5.0;0.09523014282458814
Lucien Laurent Bonheur;/people/person/place_of_birth;Paris;5.0;0.11668781462776098
Gérard Granel;/people/person/place_of_birth;Paris;5.0;0.13131445873760297
Martin Malvy;/people/person/place_of_birth;Paris;5.0;0.12600065089426604
Albert Geouffre de Lapradelle;/people/person/place_of_birth;Paris;5.0;0.10121159472349683
Armand Toussaint;/people/person/place_of_birth;Paris;5.0;0.11835223200706457
Hervé Alphand;/people/person/place_of_birth;Paris;5.0;0.169626078454136
Pierre Lecomte du Noüy;/people/person/place_of_birth;Paris;5.0;0.11178828700505725
Léonce Alloy;/people/person/place_of_birth;Paris;5.0;0.11357159302874789
Émile Lévy;/people/person/place_of_birth;Paris;5.0;0.10508931654251746
Pierre Cartellier;/people/person/place_of_birth;Paris;5.0;0.17926831704268587
Yves Roucaute;/people/person/place_of_birth;Paris;5.0;0.22532710648127843
Ernest Breton;/people/person/place_of_birth;Paris;5.0;0.10099146341389292
Albert Vizentini;/people/person/place_of_birth;Paris;5.0;0.12161043643446272
Antoine Verglas;/people/person/place_of_birth;Paris;5.0;0.11031566250464567
Cornélie Falcon;/people/person/place_of_birth;Paris;5.0;0.13068327313317027
Hélène Carrère d'Encausse;/people/person/place_of_birth;Paris;5.0;0.09084408987553998
Marc Sangnier;/people/person/place_of_birth;Paris;5.0;0.11139963534059452
Georges Hugon;/people/person/place_of_birth;Paris;5.0;0.13730741672236074
Constant Ferdinand Burille;/people/person/place_of_birth;Paris;3.0;0.07339707402157267
Henri de Contenson;/people/person/place_of_birth;Paris;5.0;0.1317021332807454
Marthe Chenal;/people/person/place_of_birth;Paris;5.0;0.15487711132557538
Jules Louis Lewal;/people/person/place_of_birth;Paris;5.0;0.10476174741539519
Alain Ehrenberg;/people/person/place_of_birth;Paris;5.0;0.12431576029454437
Jean Noël Hallé;/people/person/place_of_birth;Paris;5.0;0.12528860993248664
Léon Gimpel;/people/person/place_of_birth;Paris;5.0;0.10684498828655226
Jules de Gaultier;/people/person/place_of_birth;Paris;5.0;0.09988004630382111
Louis Mazetier;/people/person/place_of_birth;Paris;5.0;0.12056765094006286
Françoise Claustre;/people/person/place_of_birth;Paris;5.0;0.12554900190128687
Florent Fidèle Constant Bourgeois;/people/person/place_of_birth;Paris;5.0;0.10772438029122436
Adolphe Cohn;/people/person/place_of_birth;Paris;5.0;0.1486661947871377
Jacques d'Agar;/people/person/place_of_birth;Paris;5.0;0.09296176711142541
André Léri;/people/person/place_of_birth;Paris;5.0;0.12149597061689006
Gabriel Bertrand;/people/person/place_of_birth;Paris;5.0;0.10451264875835736
Germinal Pierre Dandelin;/people/person/place_of_birth;Paris;-3.0;0.08919023922229716
Henry Lerolle;/people/person/place_of_birth;Paris;5.0;0.12245010786332888
Louis Dorléans;/people/person/place_of_birth;Paris;5.0;0.12278285825286397
Paul Lacroix;/people/person/place_of_birth;Paris;5.0;0.11747558760464617
Christelle Lefranc;/people/person/place_of_birth;Paris;1.0;0.09474064163632312
Dumont de Montigny;/people/person/place_of_birth;Paris;5.0;0.10653950645502708
Pierre Joxe;/people/person/place_of_birth;Paris;5.0;0.09887634303080275
Alfred Darjou;/people/person/place_of_birth;Paris;5.0;0.09352220494130886
Michio Ihara;/people/person/place_of_birth;Paris;5.0;0.09982384289403176
Henri Perreyve;/people/person/place_of_birth;Paris;5.0;0.214910051954881
Leon Athanese Gosselin;/people/person/place_of_birth;Paris;3.0;0.12439384891151185
Morris Bear Squire;/people/person/place_of_birth;Chicago;5.0;0.09336588822081444
Johanna Meier;/people/person/place_of_birth;Chicago;5.0;0.10930113355168272
Al Cotey;/people/person/place_of_birth;Chicago;5.0;0.10940085696595551
Carl R. Chindblom;/people/person/place_of_birth;Chicago;5.0;0.18976425789430348
Joe Zakas;/people/person/place_of_birth;Chicago;5.0;0.09365006382205607
Raymond R. Schumacher;/people/person/place_of_birth;Chicago;5.0;0.1954402681915774
Robert E. Merriam;/people/person/place_of_birth;Chicago;5.0;0.14494649091134276
Phillip Jackson (American politician);/people/person/place_of_birth;Chicago;5.0;0.20224481144268117
Charlene McMann;/people/person/place_of_birth;Chicago;5.0;0.12566680207336234
No I.D.;/people/person/place_of_birth;Chicago;3.0;0.07302905844128708
Stewart G. Honeck;/people/person/place_of_birth;Chicago;5.0;0.10666766719793982
Dean Richards (reporter);/people/person/place_of_birth;Chicago;-1.0;0.12694645351846306
Steve Bjorklund;/people/person/place_of_birth;Chicago;5.0;0.14768778040482985
Leslie Allen (racing driver);/people/person/place_of_birth;Chicago;5.0;0.10999000065247497
James Burnham;/people/person/place_of_birth;Chicago;5.0;0.1005599218285143
Bernard Brodie (military strategist);/people/person/place_of_birth;Chicago;5.0;0.0904933527301363
Louis Antonelli;/people/person/place_of_birth;Chicago;5.0;0.1168001186276462
Mary Lou Munts;/people/person/place_of_birth;Chicago;5.0;0.10120844970064988
Michael Colgrass;/people/person/place_of_birth;Chicago;5.0;0.09243512810683807
Fenton Johnson (poet);/people/person/place_of_birth;Chicago;5.0;0.11151952770659153
Steve Miller (athletics);/people/person/place_of_birth;Chicago;5.0;0.11486357046992193
Vincent A. Mahler;/people/person/place_of_birth;Chicago;3.0;0.10651449353689879
William Francis Whitman, Jr.;/people/person/place_of_birth;Chicago;5.0;0.10668030691930197
Wendy White (mezzo-soprano);/people/person/place_of_birth;Chicago;5.0;0.09798383135406577
Daniel Spielman;/people/person/place_of_birth;Philadelphia;5.0;0.09843007002251065
Joel Myers;/people/person/place_of_birth;Philadelphia;-5.0;0.0837041090216991
Edwin Milton Abbott;/people/person/place_of_birth;Philadelphia;5.0;0.10994109838129869
Festus Walters;/people/person/place_of_birth;Philadelphia;1.0;0.13791116003578657
Freddy Winnai;/people/person/place_of_birth;Philadelphia;5.0;0.13924066691504888
Benjamin Franklin Bache (journalist);/people/person/place_of_birth;Philadelphia;-3.0;0.09920771751377279
Johnny Zito;/people/person/place_of_birth;Philadelphia;-3.0;0.08770282376447075
Tom Mattera;/people/person/place_of_birth;Philadelphia;5.0;0.1080621890821101
James Zug;/people/person/place_of_birth;Philadelphia;5.0;0.09086316591368496
Gloria Mann;/people/person/place_of_birth;Philadelphia;5.0;0.08633469192746909
Bernie Lowe;/people/person/place_of_birth;Philadelphia;5.0;0.09060865259684445
Stanley Sporkin;/people/person/place_of_birth;Philadelphia;5.0;0.11029172020166458
Leon Bass;/people/person/place_of_birth;Philadelphia;5.0;0.118918121694994
Thomas Pole;/people/person/place_of_birth;Philadelphia;5.0;0.08972123117390754
Barry Lee Myers;/people/person/place_of_birth;Philadelphia;-3.0;0.08327860983285378
Dave Mazzoni;/people/person/place_of_birth;Philadelphia;5.0;0.10162437591382548
Frank J. Webb;/people/person/place_of_birth;Philadelphia;5.0;0.13945005187027049
Lawrence Townsend;/people/person/place_of_birth;Philadelphia;5.0;0.10778916175555012
Terry Smith (radio);/people/person/place_of_birth;Philadelphia;-3.0;0.06764499090854227
Susan Denin;/people/person/place_of_birth;Philadelphia;5.0;0.14114246190964058
Frederick Fraley;/people/person/place_of_birth;Philadelphia;5.0;0.15006657997949463
Stephen William White;/people/person/place_of_birth;Philadelphia;5.0;0.10440770176958748
Oskar Simon;/people/person/place_of_birth;Berlin;-5.0;0.08525855513550597
Heinz Oestergaard;/people/person/place_of_birth;Berlin;5.0;0.13597478884007447
Joachim Martin Falbe;/people/person/place_of_birth;Berlin;5.0;0.10855105682351904
Leopold Casper;/people/person/place_of_birth;Berlin;5.0;0.12795980117033284
Avner W. Less;/people/person/place_of_birth;Berlin;5.0;0.09894763612816072
Walther Kruse;/people/person/place_of_birth;Berlin;-5.0;0.09359796492203612
Albert Heinrich Brendel;/people/person/place_of_birth;Berlin;5.0;0.16936781610556811
Robert Welch (Wisconsin politician);/people/person/place_of_birth;Berlin;-3.0;0.07540704143682807
Carl Strehl;/people/person/place_of_birth;Berlin;5.0;0.09307854917028462
Wilhelm Sander;/people/person/place_of_birth;Berlin;5.0;0.11499799064691509
Hans P. Kraus;/people/person/place_of_birth;Berlin;-5.0;0.06284623581043422
Edward W. Greenman;/people/person/place_of_birth;Berlin;-3.0;0.08325701387976817
Georg Ruge;/people/person/place_of_birth;Berlin;-3.0;0.07628572389010466
Erich Franz Eugen Bracht;/people/person/place_of_birth;Berlin;-1.0;0.10242807862125854
Erich Werdermann;/people/person/place_of_birth;Berlin;5.0;0.12126585621342895
Elfie Wörner;/people/person/place_of_birth;Berlin;5.0;0.09042453935369284
Ernst Mehlich;/people/person/place_of_birth;Berlin;5.0;0.10740110344962334
Johann Christoph Friedrich Klug;/people/person/place_of_birth;Berlin;5.0;0.17385013337863223
Max Lehmann;/people/person/place_of_birth;Berlin;5.0;0.09594877087800673
Moritz Litten;/people/person/place_of_birth;Berlin;-5.0;0.0871258158726521
Franz Ludwig Catel;/people/person/place_of_birth;Berlin;5.0;0.09618414662234263
Karl Friedrich von Klöden;/people/person/place_of_birth;Berlin;5.0;0.1509196283370743
Julius Zupitza;/people/person/place_of_birth;Berlin;-3.0;0.11165084576026574
Käte Stresemann;/people/person/place_of_birth;Berlin;3.0;0.1256061065701536
J. J. Stevenson;/people/person/place_of_birth;Glasgow;5.0;0.14479600847893734
Thomas Barclay (missionary);/people/person/place_of_birth;Glasgow;5.0;0.1353475470860472
Kris Kane;/people/person/place_of_birth;Glasgow;5.0;0.1066120201615074
Robert McCrindle;/people/person/place_of_birth;Glasgow;5.0;0.13268554101106342
Julia Goss;/people/person/place_of_birth;Glasgow;-3.0;0.06945744876135615
Hugh Fraser, 1st Baron Fraser of Allander;/people/person/place_of_birth;Glasgow;5.0;0.1229337046261515
Mary Ann Kennedy (Scottish singer);/people/person/place_of_birth;Glasgow;5.0;0.10794130673484124
Albert McElroy;/people/person/place_of_birth;Glasgow;5.0;0.09823088880457125
Thomas Haughey;/people/person/place_of_birth;Glasgow;5.0;0.2211607669399027
Ian Steel;/people/person/place_of_birth;Glasgow;5.0;0.12862087234482147
Adam McLean;/people/person/place_of_birth;Glasgow;5.0;0.09652868501611146
Thomas Gardiner (publisher);/people/person/place_of_birth;Glasgow;-5.0;0.08508073161235585
George Henry Walton;/people/person/place_of_birth;Glasgow;5.0;0.15363925749495888
Vishal Marwaha;/people/person/place_of_birth;Glasgow;5.0;0.12393389365680814
Fergus Morton, Baron Morton of Henryton;/people/person/place_of_birth;Glasgow;5.0;0.0922155171876084
John Stephen;/people/person/place_of_birth;Glasgow;5.0;0.10717576850349607
Pat Gerber;/people/person/place_of_birth;Glasgow;5.0;0.1204414354539369
James Kinlay;/people/person/place_of_birth;Glasgow;5.0;0.10228747901939232
Walter Douglas;/people/person/place_of_birth;Glasgow;5.0;0.1147628810772582
John Baird (Wolverhampton MP);/people/person/place_of_birth;Glasgow;5.0;0.11657243292909536
Louisa Stevenson;/people/person/place_of_birth;Glasgow;5.0;0.11023815785135005
John Fisher (opera director);/people/person/place_of_birth;Glasgow;5.0;0.1016797064081605
Christopher Whyte;/people/person/place_of_birth;Glasgow;5.0;0.10903598712885998
Henry Saxe;/people/person/place_of_birth;Montreal;5.0;0.12920491251867067
Christopher Benfield Carter;/people/person/place_of_birth;Montreal;5.0;0.22001834882799684
Kris Lefcoe;/people/person/place_of_birth;Montreal;5.0;0.09479425606110525
François Desjardins;/people/person/place_of_birth;Montreal;5.0;0.09865665115290706
Marcel Faribault;/people/person/place_of_birth;Montreal;5.0;0.13462926572366993
Gilles Latulippe;/people/person/place_of_birth;Montreal;5.0;0.15544381246195876
John McKay (pianist);/people/person/place_of_birth;Montreal;5.0;0.09419641963459215
Alain Boire;/people/person/place_of_birth;Montreal;5.0;0.09460875519214265
Merlin Bronques;/people/person/place_of_birth;Montreal;-3.0;0.08026881452755028
Bill Downe;/people/person/place_of_birth;Montreal;5.0;0.12931889201216593
Albert Chamberland;/people/person/place_of_birth;Montreal;5.0;0.1571485998382732
Jean Désy;/people/person/place_of_birth;Montreal;5.0;0.14198368780404033
Ira Vail;/people/person/place_of_birth;Montreal;3.0;0.08972598946328421
Rodolphe Monty;/people/person/place_of_birth;Montreal;5.0;0.13839778152309945
Howard Grant (boxer);/people/person/place_of_birth;Montreal;-3.0;0.09191249055765797
John Mahaffy (ice hockey);/people/person/place_of_birth;Montreal;5.0;0.12595000374067258
Yolande Thibeault;/people/person/place_of_birth;Montreal;5.0;0.11835124618080144
Norman Spector;/people/person/place_of_birth;Montreal;5.0;0.11159907650491933
Thomas Morland;/people/person/place_of_birth;Montreal;5.0;0.11845808616688121
Gérald Gagnier;/people/person/place_of_birth;Montreal;3.0;0.07925566927711603
Pierre de Savoye;/people/person/place_of_birth;Montreal;5.0;0.10470835197743081
David Atkinson (baritone);/people/person/place_of_birth;Montreal;5.0;0.09078835494132319
Gordon Stevenson;/people/person/place_of_birth;Dublin;-1.0;0.07276893864927353
Thomas Southerne;/people/person/place_of_birth;Dublin;-5.0;0.08351535916697524
Seamus Martin;/people/person/place_of_birth;Dublin;5.0;0.1533774943383551
Nathaniel Buchanan;/people/person/place_of_birth;Dublin;-5.0;0.06391057947403982
Vivion de Valera;/people/person/place_of_birth;Dublin;5.0;0.12085627866086662
Henry Ussher;/people/person/place_of_birth;Dublin;5.0;0.14934383678615873
Jason Colwell;/people/person/place_of_birth;Dublin;5.0;0.10687555822274428
John Allen (Irish nationalist);/people/person/place_of_birth;Dublin;-3.0;0.11712071983006933
Ed Pimm;/people/person/place_of_birth;Dublin;-5.0;0.048560234591709425
Richard Collins, Baron Collins;/people/person/place_of_birth;Dublin;5.0;0.10126093411615594
Dave Connell;/people/person/place_of_birth;Dublin;5.0;0.09467017931441425
Heartsill Ragon;/people/person/place_of_birth;Dublin;-5.0;0.06733861553806234
Graham Doyle;/people/person/place_of_birth;Dublin;5.0;0.12347505437774495
Brian O'Riordan;/people/person/place_of_birth;Dublin;5.0;0.16154949413404956
Terry Eviston;/people/person/place_of_birth;Dublin;5.0;0.11073888875005995
Shay Gibbons;/people/person/place_of_birth;Dublin;5.0;0.1387836901461864
Catherine Wellesley, Duchess of Wellington;/people/person/place_of_birth;Dublin;5.0;0.09083387666682706
John O'Conor;/people/person/place_of_birth;Dublin;5.0;0.15197377532467213
John Savage (Fenian);/people/person/place_of_birth;Dublin;5.0;0.12246033770261085
John Henry (spy);/people/person/place_of_birth;Dublin;3.0;0.08251889640045387
Alfred Downward;/people/person/place_of_birth;Melbourne;5.0;0.0951567418996509
